start,end
抗磷脂抗体综合征,蛋白尿
精神障碍,驻站医
阴虚火旺,口苦
间质性肺炎-测试,摸空症
动脉硬化,收缩期杂音
亚急性感染性心内膜炎,指或趾甲下裂片状出血
血卟啉病性周围神经病,恶心
胆脂瘤型中耳炎,耳鼓膜穿孔
颅内低压综合征,失眠
亨廷顿病性痴呆,人格改变
前列腺炎,排尿疼痛
埃莱尔-当洛综合征,肺动脉狭窄
痰浊眩晕,恶心
匐行穿孔性弹性组织变性,瘙痒
高位截瘫,下腹部压痛
柯萨奇病毒感染,恶心
硬皮病,甲状腺功能低下
外阴汗腺腺癌,瘙痒
食管囊肿,囊肿
克雷白杆菌属感染,发绀
河豚毒素中毒,腹痛
小儿糖原贮积病Ⅶ型,肌肉痉挛性疼痛
蛔虫病,脐周疼痛
迪格奥尔格综合征,甲状旁腺机能减退
甲状腺功能减退性心肌病,心悸
瞀瘛,神志不清
多发性骨髓瘤,尿蛋白
哨兵痔,痔出血
神经性厌食症,脱发
脑源性晕厥,晕厥
巨细胞动脉炎和风湿性多肌痛,上睑下垂
食管囊肿,食管恶性病变
结核性宫颈炎,腹水
结肠类癌,肠道功能紊乱
基底细胞瘤,鳞状上皮
悬雍垂过长症,悬雍垂下垂
肾盏憩室,尿急
发芽马铃薯中毒,腹泻
风湿性疾病,眼干
肺-胸膜阿米巴病,盗汗
呼吸道合胞病毒肺炎,鼻翼扇动
流行性斑疹伤寒,低热
巨细胞病毒性葡萄膜炎,葡萄膜炎
心脏穿透伤,脉搏细速
肾上腺皮质功能减退性心脏病,创伤
肾上腺肿瘤,头晕
浅表性胃炎,反复出血
主动脉瓣关闭不全,股动脉枪击音
暑瘵,气喘
急性卡他性结膜炎,脓性分泌物
膝关节侧副韧带损伤,剧烈疼痛
阿斯伯格综合症,依赖公式化
损伤性休克,脉搏细速
膜性肾病,下肢水肿
慢性自身免疫性甲状腺炎,甲状腺肿
热秘,腹胀
鼻咽癌,鼻咽癌的远处转移
阴虱病,丘疹
胃柿石,食欲不振
坏死性脉管炎,乏力
小儿系统性红斑狼疮,蛋白尿
椎动脉创伤性栓塞,面部麻木
红斑狼疮,腹胀
胸壁软组织损伤,点状出血
大肠脂肪瘤,里急后重
复发性溃疡,腹泻
血清病,发烧
巩膜炎,早晨上下眼睑粘连
眼球内陷,小眼球
肱骨远端全骺分离,肘关节不能屈曲
幼年黑素瘤,结节
胸腹主动脉动脉瘤,肾功能衰竭
慢性扁桃体炎,咽痛
混合型慢性高原病,肝脏肿大
原发性混合型冷球蛋白血症性血管炎,腹泻
卵巢破裂,休克
肠系膜上动脉血栓形成,钝痛
啘,便秘
过敏性阴道炎,阴道分泌物增多
小儿遗传性慢性进行性肾炎,吞咽困难
加利福尼亚脑炎,惊厥
新生儿柯萨奇病毒B感染,发绀
胸部放线菌病,脓肿
小儿眼-耳-脊椎综合征,牙齿拥挤错位排列不齐
重复尿道,排尿困难及尿潴留
卵巢妊娠,尿妊娠试验阳性
肝著,胀痛
跖管综合征,足跟痛
枸橼酸杆菌肺炎,呼吸急促
霜样树枝状视网膜血管炎,畏光
颈椎先天融合畸形,头颈部活动受限
钩端螺旋体病,出血倾向
视瞻昏渺,视物变形
真菌性巩膜炎,畏光
老年低温症,猝倒
膀胱湿热,血尿
先天性膈疝,呼吸困难
基底细胞癌,硬斑
新生儿肺不张,胸痛
高钾血症,腹痛
混合血管瘤,听觉障碍
白细胞葡萄糖-6-磷酸脱氢酶缺乏症,肉芽肿
多杀巴斯德杆菌病,剧痛
创伤性气管及主支气管损伤,发绀
小儿遗传性痉挛性截瘫,无力
老年人呼吸衰竭,发绀
动脉粥样硬化,腹痛
脏寒,小儿夜啼
肺组织细胞增生症,乏力
膀胱腺癌,尿痛
钩端螺旋体病,咯血
工业毒物中毒性周围神经病,感觉障碍
软下疳,驻站医
胃穿孔,发烧
精子增多症,精子质量下降
脑栓塞,一过性脑缺血
慢性硬脑膜下血肿,昏迷
新型隐球菌性脑膜炎,间歇性头痛
近端肾小管性酸中毒,便秘
氯喹中毒,耳聋
小儿巴特综合征,低血压
溶血尿毒症综合征,蛋白尿
新生儿先天性弓形体感染,肝脾肿大
食物中毒,肩胛带“模拟瘫痪”
急性阿米巴痢疾,腹痛
内分泌病,无月经来潮
巨幼细胞性贫血,出血倾向
外阴黑色素瘤,体重减轻
夸赛纳森林病,眩晕
奎宁中毒,耳鸣
蔬菜皮炎,流清涕
先天性肥厚性幽门狭窄,胃扩张
子宫内膜薄,胸闷
股骨转子间骨折,粉碎性骨折
桡骨小头骨骺分离,肘痛
外伤性乳糜胸,乏力
炭疽,结痂
噎膈,消瘦
药物中毒,头晕
单纯疱疹,带状疱疹样外观
喉癌,呼吸困难
尿道狭窄,尿失禁
输卵管阻塞性不孕,弥漫性下腰痛
完全性房室传导阻滞,代脉
小儿莱施-尼汉综合征,结节
闭锁肺综合征,心律失常
小儿慢性支气管炎,气喘
肺热,咽痛
女劳疸,弦脉
阳虚,浑身发冷
胆管炎性狭窄,牟连芳
阑尾肿瘤,下腹疼痛
自发性血胸,闫铁
小儿眼-脑-肾综合征,蛋白尿
小儿原发性肾病综合征,腹泻
早产儿,核黄疸
老年人急性感染后肾炎,蛋白尿
肛周湿疹,斑丘疹
结节性筋膜炎,浅筋膜炎
小脑扁桃体下疝,脑积水
先天性食管闭锁,腹胀
二度房室传导阻滞,代脉
小儿脑积水,智力发育迟缓
蝶窦炎,失眠
老年人白细胞减少症和粒细胞缺乏症,食欲减退
播散性嗜酸粒细胞增多性胶原病,腹痛
痔疮,便血
脑水肿,血脑屏障通透性高
膀胱气痛,腹痛
酒中毒性小脑变性,小脑体征
螨皮炎,腹泻
固定性斜视,眼睑震颤
颈型颈椎病,颈部酸痛
克罗恩病关节炎,斑丘疹
下丘脑疾病,无力
眼睑闭合不全,角膜溃疡
膈扑动,气急
急性阑尾炎,下腹痛
痛风和高尿酸血症,生长缓慢
赖氏综合征,衣玉品
局限性胸膜间皮瘤,胸部沉重感
哮喘持续状态,呼吸困难
扁平疣,气血失和
小儿结节性硬化症,面部血管纤维瘤
慢性盆腔炎,女性小腹疼痛
脾动脉瘤,猫喘音
马方综合征,囊肿
浸润型肺结核,呼吸困难
阴茎结核,阴茎和阴囊水肿
小儿醛固酮过多症,乏力
地高辛中毒,室性早搏
慢性肾炎,尿渗透压下降
老年人颈性眩晕,恶心
输卵管妊娠破裂,轩存旺
偏瘫,痉挛性偏瘫步态
营养不良,面部皮肤皱纹增多
肾髓质囊性病,甲状旁腺功能亢进
左心室双出口,紫绀
张力性气胸,胸痛
赖利-戴综合征,流涎
先天性卵巢发育不全,绳攀
急性呼吸窘迫综合征,心源性呼吸窘迫
眼眶血肿,眼结膜上出现瘀点
脑垂体腺瘤,尿崩
慢性咽炎,咽痛
慢性肝炎,肝病容
老年性舞蹈病,舞蹈样步态
老年期抑郁障碍,疲乏
老年人肺结核,“红光满面”
脑垂体功能异常伴发的精神障碍,意识障碍
铊中毒,脱发
慢性宫颈炎,带血性分泌物
胸骨骨髓炎,丛伊可
水、电解质紊乱伴发的精神障碍,恶心
淋巴瘤细胞白血病,肝脾肿大
小儿遗传性果糖不耐受,腹泻
颅狭症,长头畸形
Reis-Bucklers角膜营养不良,畏光
小儿血小板释放功能缺陷性疾患,出血倾向
金黄色葡萄球菌肺炎,毒血症
棘阿米巴性巩膜炎,角膜炎
急性腮腺炎性睾丸炎,闫宇邱
视网膜中央动脉阻塞,视网膜出血
小儿潮红综合征,腹泻
痛经,头晕
颅内静脉窦血栓形成,抽搐
颈椎小关节创伤性退变性关节炎,颈部疼痛
食管异物,口咽异物
赖利-戴综合征,流泪
毛鞘棘皮瘤,丘疹
肌肉萎缩,臀中肌损伤
系统性红斑狼疮所致精神病,无力
动脉硬化,脑干梗塞
牙列稀疏,牙齿发黑
脂肪肝,蜘蛛痣
新生儿臂丛神经麻痹,Moro反应迟钝
小儿甲状旁腺功能减退症,惊厥
中度脂肪肝,乏力
小儿潮红综合征,代超
食管囊肿,呼吸困难
肥胖症,嗜睡
大脑大静脉瘤,静脉内持续性血流
老年人膀胱癌,恶心
眼类肉瘤病,畏光
特发性黄斑部前膜,眼底改变
第Ⅰ型脊髓血管畸形,胸腰段背部或臀...
Ⅰ型免疫母细胞性淋巴腺病,稽留热
传染性单核细胞增多症,肝功能异常
慢性肾上腺皮质功能减退症,昏迷
十二指肠损伤,恶心
干酪性鼻炎,鼻出血
妊娠期心脏病,心力衰竭
腹部肿块,腹膜炎
小儿脑性瘫痪,痉挛性截瘫期
奈瑟卡他球菌肺炎,湿啰音
眶骨髓炎,角膜炎
玻璃体病,视力障碍
开放性气胸,烦躁不安
唇风,鳞屑
急性出血性坏死性肠炎,闫铁
高锰酸钾中毒,腹痛
心室内传导阻滞,心悸伴乏力、面色苍白
咽部混合瘤,吞咽困难
韦格纳肉芽肿,肾功能衰竭
妊娠合并甲亢,青春期甲亢
继发性白血病,乏力
老年人多器官功能衰竭,呼吸衰竭
鼻疽,低热
家族性出血性肾炎,蛋白尿
心源性肝硬化,乏力
脊髓前动脉综合征,舌肌萎缩
胰腺假囊肿,腹泻
后发性白内障,看东西有重影
妊娠合并肺炎,呼吸困难
电击伤,面色苍白
曲霉病,鼻分泌物增多
小肠瘘,消瘦
老年人慢性粒细胞白血病,肝脏肿大
光气中毒,两肺满布粟粒状阴影
肱骨内上髁骨折,血肿形成
A链球菌群感染,反应迟钝
小儿纤维性骨营养不良综合征,甲状腺肿大
原发性巨球蛋白血症肾损害,蛋白尿
嗜水气单胞菌肠炎,低热
胃轻瘫综合征,早饱
胸廓畸形,肋骨融合
慢性乳腺炎,乳房肿块
冷球蛋白血症肾损害,肾功能衰竭
造影剂肾病,出冷汗
老年人巨幼细胞性贫血,便秘
继发性高血压,驻站医
子痫,头晕
腹腔室隔综合征,休克
咽后间隙感染,吞咽困难
甲状腺相关眼病,角膜炎
鼻血管瘤,骨质破坏
食物变应性和不耐受性,发烧
肾上腺皮质功能异常伴发的精神障碍,幻听
鼻出血,挖鼻孔
脊髓梅毒,恶心与呕吐
阴道白斑,阴道裂伤
共济失调型脑瘫,眼球震颤
感染性心内膜炎,心脏杂音
先天性肾上腺皮质增生症,肾上腺皮质良性...
细菌性前列腺炎,尿血
小儿输尿管脱垂,排尿不畅
小儿继发性免疫缺陷病,毒血症
转移性骨肿瘤,低热
疱疹性角膜炎,视力障碍
前列腺癌,泌尿道阻塞
精索静脉曲张,血尿
感染性休克,尿偏碱
肠扭转综合征,恶心
急性肺脓肿,畏寒
胆胀,胀痛
面肌痉挛,抽搐
网膜肿瘤,恶病质
外伤性乳房脂肪坏死,乳头内陷
急性结肠假性梗阻综合征,恶心
外痔,肛门坠胀
发作性嗜睡强食综合征,昏睡
慢性肾盂肾炎,腰酸
小儿房室传导阻滞,脉压增宽
叶酸缺乏神经病,小脑性共济失调
原发性卵巢绒癌,发烧
玻璃体液化,弥漫性出血
莱姆病性巩膜炎,痴呆
喉外伤,咽喉部充血
孤独症谱系障碍,轻度精神发育迟滞
胃切除后吸收不良综合征,腹泻
肌腱炎,肩部劳损
小儿家族性自主神经失调综合征,多汗症
纤维性骨炎,骨痛
虫臌,肝气郁结
外阴梅克尔细胞癌,异常子宫出血
肛肠病,食欲不振
类丹毒,指(趾)肿胀
脑垂体腺瘤,产后垂体坏死
慢性膀胱炎,排尿困难及尿潴留
原发性单克隆免疫球蛋白病,骨髓浆细胞增多
角膜擦伤,流泪
血吸虫病,驻站医
小儿血小板释放功能缺陷性疾患,肺纤维化
小儿狼疮肾炎,呼吸困难
脂肪肝,疲劳
脊柱裂,节段性分离性感觉障碍
卵巢成熟畸胎瘤,腹痛
睾丸鞘膜积液,睾丸疼痛
带状疱疹性角膜炎,衣玉品
黄斑裂孔性视网膜脱离,视野缺损
脊髓型颈椎病,多发性神经炎
黄曲霉素中毒,肝脏肿大
狂犬病,呼吸困难
先天性支气管肺囊肿,气管受压
小儿膀胱-输尿管反流综合征,慢性肾功能不全
缺血性肠绞痛,腹痛
胆石性肠绞塞综合征,发热伴寒战
肠系膜裂孔疝,腹部肿块
食管裂孔疝,打嗝
肾上腺素能依赖性尖端扭转性室性心动过速,呈肾上腺素能依赖性
小儿肥厚型心肌病,头晕
肛门异位,肛门或肛管窄小
惊恐症,代脉
颈椎后脱位,感觉分离
副耳,结节
姜片虫病,恶心
小儿特发性肺纤维化,呼吸衰竭
小儿假性粒细胞减少症,乏力
圆锥角膜,流泪
胰胆管合流异常综合征,鼻出血
褐黄病,耳、鼻、软骨变成蓝色
慢性溃疡性非肉芽肿性空肠回肠炎,腹泻
钩端螺旋体病的肾损害,多尿
子宫内膜炎,寒战
先天性视网膜劈裂症,眼球震颤
小儿动力性肠梗阻,腹胀
热带性肺嗜酸粒细胞浸润症,低热
玫瑰糠疹,淋巴结肿大
小儿限制型心肌病,心力衰竭
赤游丹,新生儿皮肤薄
肠道寄生虫病,肛门夜间奇痒
铬及其化合物引起的皮肤病,湿疹
老年人病态窦房结综合征,心动过缓
新生儿锁骨骨折,小儿哭闹不安
狼疮性肾炎,面部蝶形红斑
小儿药物性肾损害,肾功能衰竭
风湿性二尖瓣关闭不全,咯血
溴中毒,便血
先天性无虹膜,先天性无虹膜
贲门炎,胃痛
维生素K缺乏病,出血倾向
脊神经根炎,足的放射性疼痛
细菌性脑膜炎,昏迷
肾皮质髓质脓肿,低位腰痛
尺神经麻痹,感觉障碍
头-面血管瘤综合征,智能减退
金黄色葡萄球菌性肠炎,发热伴有腹痛、...
产后三冲,顽固性呃逆
艾滋病神经系统损害,淋巴结肿大
非结核分枝杆菌病,咳痰
小肠类癌,烟酸缺乏
嗜酸性细胞增多症,瘙痒
蚕蚀性角膜溃疡,眼部胀痛
埃利希体病,骨髓造血细胞再生障碍
间断脉冲噪音损伤,占思乔
过期妊娠,妊娠晚期或临产...
肺气虚,肺部可闻及干湿...
良性葡萄胎,妊高征
小儿低钠血症,脱水
维生素D中毒,多汗症
输尿管炎,泌尿系感染
肘关节骨化肌炎,感染性发热
眼眶嗜酸性肉芽肿,组织细胞增生
药物性肝硬化,肝质地硬
疱疹样皮炎,丘疹
小儿肺炎,闫鹏辉
小儿军团病,呼吸衰竭
胆固醇脓胸,代超
小儿家族性低血磷性佝偻病,婴儿枕秃
慢性溃疡性非肉芽肿性空肠回肠炎,肠穿孔
肠胃型感冒,腹泻
皮肤骨髓纤维化,测试
小儿鞍上生殖细胞瘤,垂体功能紊乱
肾上腺髓质功能亢进,肾上腺皮质功能亢进
眼球穿通伤,虹膜根部离断
小儿心房扑动,心音低钝
老年人甲亢性心脏病,腹痛
小儿食积,厌食
大头瘟,面痛
感染性休克,发热伴寒战
产褥感染,腹部压痛
小儿室性心动过速,收缩期杂音
小儿嗜血性流行性感冒杆菌脑膜炎,颈强直
宫颈癌,里急后重
工业中毒所致的精神障碍,流泪
小儿神经性厌食,性发育慢
散发性脑炎,疲劳
胸内异物,胸痛
脊疳,齿龈出血
急性中耳炎,耳痛
自身免疫性孕酮性皮炎,丘疹
白内障,眼部烧伤感
放射性肾炎,肾动脉狭窄
小儿输尿管脱垂,下腹部包块
急性间质性肺炎,呼吸功能衰竭
外阴黑色棘皮症,色素斑
输尿管炎,尿频
小儿急性偏瘫,共济失调
多囊肾,膀胱刺激征
儿童腹痛,肠鸣
褐黄病性关节炎,黑尿
干血痨,面色灰暗
老年斑,浅棕色斑点
老年人胆石症,腹部压痛
贲门炎,恶心
异性装扮癖,以偷窥为快感源...
喉切伤,动脉出血
螺菌病,乏力
骨盆骨折,骨盆损伤
斯蒂尔病,气血失和
胆囊类癌,胆囊壁变薄
急性呼吸窘迫综合征,昏迷
单发脑梗死性痴呆,感觉过度
癌症伴发的精神障碍,幻觉
小儿肠套叠,便血
桡骨茎突骨折,涂友宝
乳头皲裂,结痂
良性前列腺增生,无力
肉痹,丘疹
膀胱移行细胞癌,恶病质
椎动脉型颈椎病,眩晕
原发性腹膜炎,腹膜刺激征
脑动脉硬化伴发的精神障碍,谵妄
眼异物伤,内出血
水蛭咬伤,鼻出血
胆囊胆固醇沉着症,消化不良
硫化氢中毒,乏力
小儿骨硬化病,儿童反复骨折
寒性荨麻疹,风团
腹泻,肠道吸收水分增加
小儿有机磷农药中毒,抽搐
老年人肺结核病,恶病质面容
内热,上焦火
胸壁静脉炎,静脉血栓
透析性骨关节病,骨质破坏
脊椎炎,髋部酸胀不适
心包转移瘤,奇脉
肺嗜酸性粒细胞浸润症,胸闷
老年人乳头肌功能不全和断裂,乳头肌断裂
膀胱外翻,尿液臭味
糖尿病合并低血糖,复视
小儿回盲肠综合征,腹泻
心肌桥,心肌梗死
喉部钝挫伤,窒息
乳房猪囊尾蚴病,淋巴结肿大
膜性肾病,血尿
急性冠脉综合征,心绞痛
免疫介导性肾脏病,糖尿
尾蚴性皮炎,细菌感染
传染性淋巴细胞增多症,低热
高血压危象,基底节出血
先天性肾病综合征,抽风
小儿丙型病毒性肝炎,肝功检查胆红素...
诺沃克类病毒胃肠炎,乏力
新生儿乙型肝炎,脾肿大
小儿烫伤,休克
巨细胞病毒性肺炎,呼吸衰竭
肠系膜静脉血栓形成,浅静脉有一发红...
小儿先天性主动脉瓣狭窄,猝死
老烂腿,小腿溃疡
乳腺癌皮肤转移,脱发
眼球运动障碍,瘫痪
乳腺结节-测试,乳房胀痛
小儿食物变态反应,过敏性皮炎
口臭,热痰口臭
结节性液化性脂膜炎,出冷汗
小儿葡萄状肉瘤,阴道出血
肛裂,便秘
颈部水囊瘤,颈部淋巴结肿大
吉特林综合征,反复上呼吸道感染
系统性红斑狼疮伴发的精神障碍,紧张性木僵
恶性营养不良病,结痂
裂谷热,肌痛
小儿血管角质瘤综合征,反复发烧
咽血管畸形,咽部异物感
伪聋,耳聋
先天性肝囊肿,腹部肿块
肝炎双重感染,厌食
早产儿,代谢性酸中毒
脂溢性脱发,瘙痒
老年人神经症,醒后不解乏
癫狂病,自杀行为
内分泌性肌病,硬化
气臌,嗳气
骨血管瘤,弥漫性血管角化
胰腺囊腺癌,腹部肿块
高血压性脑出血,脱水
小儿脑白质海绵状变性综合征,角弓反张
人疱疹病毒-6型感染,淋巴结肿大
淋巴细胞减少症,脱发
软骨瘤,弥漫性骨膜增厚
疤痕,疤痕体质
喉结核,喉头水肿
小儿维生素B1缺乏病,腹泻
房室交接区性期前收缩,乏力
获得性免疫缺陷综合征视网膜病变,消瘦
黏脂贮积症Ⅲ型,腕管综合征
脑动脉盗血综合征,耳鸣
单次发作抑郁症,痴呆
卵巢囊肿,胃肠道症状
咽部异感症,舌口及咽部烧灼感
先天性心脏病,心房内形成混合血
瘢痕性睑内翻,眼睑痉挛
小儿室间隔完整型肺动脉闭锁,肺纹理减少
卵巢成熟畸胎瘤,子宫内膜异位
大楼病综合征,头晕
血栓性浅静脉炎,静脉栓塞
发芽马铃薯中毒,腹痛
毛细血管扩张性环状紫癜,瘙痒
恙虫病,细菌感染
环咽肌失弛缓症,咽异感症
蛛网膜炎,眼球震颤
周围神经炎,口角下垂
小儿盘肠气痛,手脚冰凉
股动脉瘤,下肢发凉
小儿胃肠道异物及异物性肠梗阻,食欲不振
遗传性凝血因子Ⅶ缺乏,毓卓
先天性性联无γ-球蛋白血症,湿疹
颅内转移瘤,消瘦
盆底腹膜疝,占思乔
肾动脉血栓形成和栓塞,腹痛
黑色素斑-胃肠多发性息肉综合征,色素斑
食管外压和牵拉,吞咽困难
敌鼠中毒,齿龈出血
外阴烧伤、烫伤和化学损伤,剧烈疼痛
慢性胃炎,消化不良
小儿肝豆状核变性,共济失调
脱发,肿瘤性脱发
色素斑,雀斑
踝关节扭伤,撕脱骨折
谵妄综合征,药物依赖
功能失调性子宫出血病,下腹坠胀
眶骨膜下脓肿,头昏
闭经,搏动性头痛
眼眶骨纤维异常增殖症,视野缺损
小儿多器官功能障碍综合征,低氧血症
复发性溃疡,腹痛
泪腺炎,进食流泪
三尖瓣闭锁,紫绀
十二指肠重复畸形,腹部不适
血管周细胞瘤,血管壁及周围有...
小儿心内膜弹力纤维增生症,收缩期杂音
肾融合,消化性溃疡
药物性哮喘,胸闷
黄褐斑,驻站医
膝外侧韧带损伤,膝内翻
猫眼疮,瘙痒
营养缺乏性神经病变,膝腱反射消失
腺病毒性肺炎,昏迷
喉烫伤,咽喉部充血
肝损伤,腹痛
急性腹膜炎,移动性浊音
麻黄碱中毒,呼吸衰竭
组织细胞纤维瘤,咖啡斑
支原体尿路感染,尿道口有白膜形成
胆胀,恶心
小儿动力性肠梗阻,腹痛
性功能障碍,器质性早泄
妊娠合并获得性免疫缺陷综合征,淋巴结肿大
吉尔伯特综合征,乏力
单纯性疱疹,口咽部水疱状损害
小儿海蓝组织细胞增生症,肝脾肿大
皮肤白细胞破碎性血管炎,结节
老年人高渗性非酮症糖尿病昏迷,食欲不振
原发性鼻腔淋巴瘤,鼻塞
暴露性角膜炎,眼结膜水肿及角膜溃疡
传染性红斑,急性病容
结直肠血管瘤,慢性贫血
红细胞增多症视网膜病变,耳鸣
肝纤维化,门体侧支循环
急性上呼吸道感染,鼻塞
新生儿低体温,败血症
结核性膀胱自发破裂,肠鸣
哮喘,肺过度充气
恶性淋巴瘤,乏力
踝关节结核,内踝下区域疼痛肿胀
老年人甲状腺功能低下,恶性贫血
股神经干性痛,浅感觉减退或缺失
老年人糖尿病,糖耐量降低
色素失调症,驻站医
肠道厌氧菌感染,发烧
十二指肠憩室梗阻性黄疸综合征,腹部不适
急性应激反应,术后急性精神障碍
急性高原病,发绀
过敏性紫癜肾炎,恶心与呕吐
酒精性肝炎,腹水
骨包囊虫病,截瘫
小儿心律失常,嗜睡
乙肝,肝掌
小儿原发性血小板增多症,间歇性跛行
肱二头肌长头腱鞘炎,肌肉萎缩
家族性异常β脂蛋白血症,结节
恙虫病,传导阻滞
小儿回盲肠综合征,下腹痛
小儿溶血尿毒综合征,黏液便
膀胱颈挛缩,遗尿
骨损伤,持续性发热
实体肿瘤的肾脏损害,淋巴结疼痛
锁骨下动脉-腋动脉瘤,肩胛带和上肢疼痛
Ehler-Danlos综合征,上消化道出血
横纹肌肉瘤,肌肉撕裂
戊型病毒性肝炎,肝肾综合征
近视,疲劳
小儿急性非淋巴细胞性白血病,出血倾向
绝经期尿路感染,恶心与呕吐
性功能异常伴发的精神障碍,多疑
肺鼠疫,腹泻
急性出血性坏死性肠炎,腹肌紧张
足外翻,下肢神经性疼痛
活动盲肠综合征,官爵银
单纯性肺嗜酸粒细胞浸润症,胸闷憋气
老年人骨关节炎,硬化
老年人炎症性肠病,肠出血
小儿月经过多,心慌
新生儿寒冷损伤综合征,窒息
幼年型皮肌炎,乏力
大肠湿热,腹泻
小儿硬脑膜外血肿,颅内高压
眼睑湿疹,鳞屑
老年人肺结核,脑膜炎
童年情绪障碍,烦躁不安
睡眠型癫痫,攻击行为
十二指肠腺癌,腹痛
旋毛虫病,消瘦
小肠原发性恶性淋巴瘤,腹泻
鼻中隔穿孔,鼻出血
网状青斑和青斑性血管炎,结节
肺部粪类圆线虫病,丘疹
肾积脓,寒战
原发性肝脂肪肉瘤,食欲减退
脑炎后遗症,口吐白沫
胆道运动功能障碍,胆囊收缩功能不良
高血脂,急性下肢缺血
传染性单核细胞增多症,腭部可见小出血点
原发性皮肤结核综合征,肉芽肿
老年人黏液性瓣膜病,迷走神经张力增高
非依赖性物质伴发依赖,烦躁不安
毛囊炎,脓疱
集聚肠杆菌感染,畏寒
前房积血,前房下方有红色血平面
乳腺脂肪瘤,脂肪瘤
小儿高黏稠综合征,肝脾肿大
多瓣膜病,心肌缺血
小儿肠系膜淋巴结结核,结核中毒
血管免疫母细胞性淋巴结病,乏力
胆石性肠梗阻,停止排气
喉气囊肿,咽喉部干燥刺痒
颈静脉球瘤,头晕
口腔念珠菌病,口腔黏膜纤维化
慢性中耳炎,眩晕
前牙反合,磨牙
颈动脉窦综合征,心脏骤停
尖锐湿疣,瘙痒
卵巢恶性腹膜间皮瘤,低血糖症
风轮湿热,苔黄腻
老年人帕金森病,肢体震颤
工业毒物中毒性周围神经病,手足麻木
老年褥疮,免疫力下降
掌指骨结核,脓肿
肌肉痉挛,臀中肌损伤
关节疼痛,不明原因发热
寰椎沟环畸形,岳晗
嗜酸性细胞增多症,喘息
恶性血管内皮细胞瘤,瘀斑
妊娠合并甲状旁腺功能亢进,尿路结石
冻僵,脸裂
头皮损伤,颅内出血
先天性肠闭锁,脱水
过敏性急性小管间质性肾炎,蛋白尿
下丘脑综合征,昏迷
化脓性角膜炎,流泪
外阴恶性神经鞘瘤,排便障碍
输尿管结核,肾区叩击痛
闭经性头痛,额部疼痛
小儿半乳糖血症,嗜睡
腹泻,粪便中查见虫卵...
喉火器伤,声音嘶哑
低钾血症,恶心
食管异物,吞咽困难
妊娠合并急性胆囊炎,懒胆囊
外伤后颈内动脉闭塞,意识障碍
小儿言语和语言障碍,口齿不清
透明隔囊肿,视乳头水肿
登革热,斑疹
肝火上炎证,头晕
小儿遗尿,抑郁
局灶性节段性肾小球硬化,肾小球硬化
周边葡萄膜炎,睫状充血
肥大细胞白血病,乏力
急性脊髓炎,腱反射亢进
纤维肌痛症,肌肉压痛
肠道传染病,食欲不振
弥漫性胸膜间皮瘤,免疫性溶血
流行性腮腺炎,咽痛
吩噻嗪类抗精神病药物中毒,吞咽困难
小儿动力性肠梗阻,便秘
创伤性骨髓炎,闫铁
脱髓鞘,对侧肢体偏瘫
疣状血管瘤,肢端角化
老年人急性肾功能衰竭,少尿
大泡性角膜病变,角膜混浊
丝虫病,乳白色尿
小儿生长激素缺乏症,性发育慢
Pancoast综合征,腋窝痛
平滑肌肉瘤,肌肉撕裂
感染性休克,低血压
特发性肺纤维化,食欲不振
乳腺病,乳腺囊性增生
阑尾肿瘤,继发感染
食管息肉,食管梗阻
膀胱损伤,尿瘘
小儿急性呼吸衰竭,嗜睡
隐性脊柱裂,腱反射消失
脊髓栓系综合征,尿频
创伤性气胸,驻站医
牛皮癣,丘疹
妊娠期糖尿病,昏迷
肋软骨炎,肋骨痛
脾囊肿,紧张
下丘脑疾病,发绀
乳泣,头昏
晶状体溶解性青光眼,眼痛
肠毛滴虫病,食欲减退
巨细胞病毒性肺炎,两肺毛玻璃样粟...
小儿非内脂性网状内皮增殖综合征,尿崩
费尔蒂综合征,腹水
纳氏囊肿,瘙痒
钠过多,无力
手足口病,流涎
乳腺结节,乳房疼痛
葡萄球菌性食物中毒,虚脱
半月线疝,腹痛
新生儿水肿,婴儿喂养困难
慢脾风,脾胃虚寒
泪囊炎,泪道阻塞
急性肾小管坏死,恶心
眼球震颤,缩瞳、眼睑下垂...
羌虫病,丘疹
胃肠道功能紊乱,便秘
麻痹性肠梗阻,泻药性便秘
小儿食管化学性烧伤,咯血
胆管扩张症,肝纤维化
肾虚,四肢发冷
新生儿肺炎,低热
肠结核,粪便黑色并带有血液
肠瘘,低蛋白血症
先天性脊柱侧凸,胸廓畸形
小儿急性阑尾炎,肠鸣
慢性附睾炎,阴囊下坠
十二指肠内瘘,毒血症
维生素Ａ缺乏症所致的角膜溃疡病,角膜混浊
急性骨髓性白血病,面色苍白
原发性阿米巴脑膜脑炎,脑水肿
老年男性性功能障碍,驻站医
膜性肾小球肾炎,血尿
急性出血性坏死性小肠炎,休克
膈肌麻痹,嗳气
流行性角膜结膜炎,角膜炎
腺样囊性癌,腮腺无痛性肿块
外阴白化病,流泪
肌肉萎缩,大腿肌肉萎缩
先天性肺囊肿,咯血
子宫囊肿,下腹部包块
婴幼儿外阴阴道炎,尿痛
瘢痕癌,疤痕处破损后出现溃疡
包皮水肿,驻站医
小肠扭转,腹痛伴恶心、呕吐
过敏性哮喘,气喘
脊柱疾病,脊柱后突
