start,end
子宫平滑肌肉瘤,啤酒
溃疡病急性穿孔,虾皮
泌尿生殖系血吸虫病,啤酒
周边葡萄膜炎,腐竹
胆道癌,松子仁
肾炎,腐竹
口腔炎,鸭血(白鸭)
小儿食积,甲鱼
胰石症,白酒
胰腺多肽瘤,虾仁
附睾炎,白扁豆
妊娠期心脏病,田螺
小儿精神发育迟缓,咸鸭蛋
变性性近视的眼底损害,白酒
小儿肾性贫血,白砂糖
鸡胸,白酒
跖骨疲劳性骨折,腐竹
撕脱骨折,鸭肉
单纯性雀斑样痣,鱼肉
死精症,啤酒
急性化脓性胃炎,绿豆
小儿消化性溃疡,干腌菜
肱骨内髁骨折,腐竹
特发性胃肠道嗜酸性细胞浸润综合征,白扁豆
毒蕈中毒,鸡心
局灶性肾小球硬化症,白扁豆
流痰,鸭血(白鸭)
尿道上裂,白酒
毛囊脓疱病,啤酒
奶癣,火腿
露阴癖,白酒
小儿药物性皮炎,白砂糖
红斑,杏仁
鲍温样丘疹病,杏仁
肺炎杆菌肺炎,鱼腥草
先天性视网膜劈裂症,鸡爪
小儿尿感,杏仁
单发性骨软骨瘤,绿豆
食管癌,银鱼
间质性肾炎,白砂糖
皮下脂肪肉芽肿,啤酒
痛风性心肌病,咸鸭蛋
皲裂疮,绿豆
神经卡压综合征,白扁豆
锌缺乏病,黑豆
结核性中耳乳突炎,白扁豆
单纯性疱疹,猪脑
肥胖性生殖无能综合征,绿豆
肠毛滴虫病,黑豆
糖尿病足,腐竹
心包炎,腐竹
小儿慢性淋巴细胞性甲状腺炎,花生（炒）
心包转移瘤,白酒
短膜壳绦虫病,啤酒
甲状腺功能减退,核桃
脱发,啤酒
小儿血管性血友病,白扁豆
食管平滑肌瘤,白酒
小肠损伤,咸鸭蛋
风寒感冒,咸鸭蛋
主动脉瓣关闭不全,白扁豆
主-肺动脉隔缺损,鸡肝
胃切除后吸收不良综合征,猪肚
副霍乱,茼蒿
发热伴血小板减少综合征,腌芥菜头
螨皮炎,猪脑
小阴茎,赤小豆
脾劳,田螺
肺栓塞和肺梗死,咸鸭蛋
脑积水,猪肚
急性播散性脑脊髓炎,啤酒
肌纤维组织炎,鸭肉
微病毒B19感染性风湿病,杏仁
小儿缺铁性贫血,绿豆
老年人脑心综合征,干腌菜
无汗症,啤酒
肾淀粉样变性,啤酒
小肠系膜损伤,青豆
真菌性脑膜炎,白扁豆
膝关节韧带损伤,韭菜
弥漫性外耳道炎,白扁豆
心室间隔缺损,白扁豆
肱骨外髁颈骨折,烤鸭
小儿过敏性紫瘢,绿豆
轮状病毒所致胃肠炎,南瓜子仁
骨盆直肠脓肿,白酒
表皮松解性棘皮瘤,鸡蛋黄
前庭大腺炎,绿豆
先天性远端尺桡关节半脱位,鸭血(白鸭)
消化性溃疡,洋葱
化学烧伤,白扁豆
慢性脓胸,白酒
小儿孤独症,白扁豆
结核性脓胸,猪小排（猪肋排）
小儿传染性单核细胞增多症,油条
输卵管阻塞,白扁豆
Rh血型不合溶血病,白酒
产后目病,咸鱼
食管平滑肌瘤,南瓜子仁
慢性上颌窦炎,白扁豆
脾水,三文鱼
阿根廷出血热,赤小豆
肥大细胞白血病,白酒
滑石粉尘肺,啤酒
慢性肾炎,腐竹
乳腺囊肿,咸鸭蛋
凉燥,田螺
口蹄病,鸡翅
老年人尿失禁,田螺
泌尿系结石,白扁豆
主动脉瓣狭窄,杏仁
髌股关节软骨损伤,鸡蛋黄
儿童孤独症,绿豆
银屑病关节炎及其伴发的葡萄膜炎,鹅肉
口腔颌面部软组织损伤,杏仁
骨与关节梅毒,啤酒
金疮,田螺
植物神经功能障碍,螃蟹
葡萄球菌性食物中毒,啤酒
脊椎结核,白酒
真菌性角膜炎,腐竹
慢性非萎缩性胃炎,羊肉(肥瘦)
腘肌肌腱炎,鸡蛋
小儿窦性心动过缓,鸡蛋黄
颈部水囊瘤,鸭肉
脚气病,白酒
小儿缺铁性贫血,鸭血(白鸭)
风热头痛,白酒
产褥感染,泥鳅
急性气管－支气管炎,鹅肉
咽部创伤,腐竹
脑血吸虫病,螃蟹
上腔静脉综合征,白酒
喉气管食管裂,啤酒
胸廓出口综合征,啤酒
便血,鹿肉
残胃平滑肌肉瘤,啤酒
空洞型肺结核,辣椒(红、尖、干)
纤维性骨炎,鸡爪
老年人胸腔积液与胸膜炎,淡菜(鲜)
围术期伴发的精神障碍,啤酒
鼻窦创伤,蚝豉
大网膜粘连综合征,杏仁
马方综合征,淡菜(鲜)
神经性关节病,腐竹
银屑病性关节炎,干腌菜
室性期前收缩,干腌菜
热入血室,三文鱼
颈椎小关节创伤性退变性关节炎,白酒
糖尿病心脏病,冰糖
先天性动静脉瘘,鸡肝
头皮撕脱伤,鸭血(白鸭)
脊椎结核后突畸形,白扁豆
小儿血管瘤,白砂糖
肺纤维化,啤酒
X联锁鱼鳞病,红葡萄酒
腘动脉破裂,啤酒
老年人脑血栓形成,田螺
丘疹性血管增生,啤酒
子宫纵隔,羊肉(肥瘦)
手部屈指肌腱损伤,鸭血(白鸭)
妊娠合并再生障碍性贫血,江米酒
急性结石性胆囊炎,白酒
渗出性中耳炎,鸭血(白鸭)
妊娠合并甲状腺功能减退,淡菜(鲜)
荨麻疹性血管炎,赤小豆
马拉色菌病,油条
溃疡病出血,啤酒
卵巢泡膜细胞瘤,干腌菜
阿克森费尔德-里格尔综合征,花生仁（炸）
心脑血管疾病,洋葱
局限型间皮瘤,白酒
蛋白丢失性胃肠病,绿豆
羊水栓塞,白酒
白细胞减少症和粒细胞缺乏症,白酒
化妆品皮炎,鸡肝
社交恐惧症,猪小排（猪肋排）
紫绀-杵状指-肝病综合征,杏仁
药物性肝硬化,白扁豆
掌指关节脱位,腐竹
带状疱疹性角膜炎,干腌菜
心房颤动,白酒
精囊恶性肿瘤,腐竹
耳疮,辣椒(红、尖、干)
胃癌,螃蟹
膜性口炎,杏仁
视盘炎,鸭血(白鸭)
脑痨,田螺
获得性免疫缺陷综合征,鸡肝
椎管狭窄,腐竹
肠扭转,油皮
髂腹股沟神经干痛,田螺
胃隔膜,核桃
小儿食管异物,南瓜子仁
神经内分泌肿瘤,河蚌
缩窄性心包炎,咸鸭蛋
小儿湿疹,鸭肉
小儿咽喉炎,辣椒(红、尖、干)
盆底痉挛综合症,白果（鲜）
强碱类中毒,白酒
外阴结核,鸡翅
着色芽生菌病和暗色丝孢霉病,赤小豆
跟骨骨骺骨软骨病,啤酒
中暑痉挛,啤酒
髓性多汗症,螃蟹
婴幼儿腹泻,白酒
小儿房室传导阻滞,螃蟹
变性近视的脉络膜萎缩,咸鸭蛋
胃溃疡性穿孔,白酒
相对性红细胞增多症,鸡翅
鼻中隔血肿,赤小豆
疱疹,杏仁
子宫纵隔,肥膘肉
跟骨骨髓炎,面肥
聚合性痤疮,白酒
肾病综合征,杏仁
肝炎,鸡蛋
小儿血管瘤血小板减少综合征,花生（炒）
窦性心动过速,腐竹
结核性膀胱挛缩,白扁豆
隐斜视,腐竹
产后血瘀,酸白菜
先天性食管狭窄,白酒
小儿急性气管支气管炎,白扁豆
急性肾盂肾炎,白砂糖
色素痣,螺丝菜
夏伊-德雷格综合征,啤酒
小儿热性惊厥,白扁豆
心功能障碍,鸡肝
膀胱输尿管反流,虾仁
老年性阴道炎,杏仁
小儿肾性糖尿,白扁豆
非IgA系膜增生性肾炎,黄酒
智能障碍,鹅肉
女性性高潮障碍,白酒
特发性阻塞性细支气管炎伴机化性肺炎,猪小排（猪肋排）
胃窦炎,田螺
小儿扁脸关节脱位足异常综合征,猪肚
男科外伤,三文鱼
纯红细胞再生障碍,龙虾
婴儿肠痉挛,黄酒
牙列拥挤,白酒
心功能障碍,鸡腿
外伤后脑膨出,鹅肉
甲周炎,鸭蛋
男性生殖器畸形,鹿肉
急性肾功能衰竭,白酒
脾破裂,南瓜子仁
男性更年期综合症,白酒
硬红斑,啤酒
尿黑酸尿与褐黄病,干腌菜
感染性关节炎,草鱼
先天性马蹄内翻足,白酒
过敏性皮炎,鸭蛋
先天性膈疝,鹅肉
桡骨茎突骨折,猪脑
腹壁切口疝,螃蟹
脑型肺吸虫病,鸡肝
胃肠道癌皮肤转移,啤酒
瘢痕性脱发,花生仁（炸）
小脑扁桃体下疝,啤酒
颌骨造釉细胞瘤,白扁豆
败血症肾损害,黑豆
体癣,蛏子
白睛溢血,鳕鱼
宫颈息肉,田螺
跟痛症,猪肉(肥)
抬头纹,腊肉(生)
动脉硬化,鸡蛋
老年人泌尿系统感染,黄酒
血管免疫母细胞性淋巴结病,啤酒
坏疽性脓皮症,白酒
胆道蛔虫病与肝蛔虫病,白酒
近视,白扁豆
鼻前庭炎,鸭血(白鸭)
先天性主动脉弓畸形,杏仁
产褥感染,黄酒
深覆合,白扁豆
老年人缺铁性贫血,田螺
吉尔伯特综合征,南瓜子仁
肥大性龈炎,腐竹
脑室内脑膜瘤,白酒
布氏杆菌红斑,啤酒
办公室综合症,啤酒
小肠异物,啤酒
软产道异常性难产,杏仁
小儿充血性心力衰竭,鸡肝
睾丸下降不全,啤酒
单核细胞白血病,绿豆
闭合性气胸,白酒
麻疹,赤小豆
睾丸炎,江米酒
小儿支气管肺炎,田螺
产后三急,咸鱼
骨样骨瘤,啤酒
脐疝,啤酒
西方马型脑炎,猪肚
巨细胞病毒病,腐竹
先天性半侧肥大,螃蟹
外耳湿疹,腐竹
胆管良性狭窄,杏仁
色素斑,沙丁鱼
狐臭,海虾
鼠疫耶尔森菌肺炎,咸鸭蛋
门静脉血栓形成,鸡蛋黄
胎死宫内,啤酒
急性肾炎,带鱼
苦夏,花生仁（炸）
甲状腺弥漫性病变,猪油（板油）
脂溢性皮炎,白酒
类风湿性关节炎的肾损害,白酒
女性生殖道多部位原发癌,咸鱼
鼻中隔脓肿,白酒
艾滋病人的急性阑尾炎,赤小豆
动脉导管未闭,白扁豆
先天性肾上腺皮质增生症,芝麻
妊娠合并尿石症,淡菜(鲜)
自发性血胸,杏仁
单侧肾缺如,鹿肉
妊娠合并子宫肌瘤,白酒
楚尔盖分枝杆菌感染,啤酒
尿道创伤,螃蟹
小儿肾小管性酸中毒,干腌菜
老年人急性呼吸窘迫综合征,淡菜(鲜)
前庭功能紊乱,辣椒(红、尖、干)
虚寒咳嗽,辣椒(红、尖、干)
老年人肺栓塞,淡菜(鲜)
虫臌,啤酒
胃柿石,柿子
小儿肾小管-间质肾炎,花生（炒）
小儿丘疹性肢皮炎综合征,螃蟹
分裂情感性障碍,鹿肉
特发性脊柱侧凸,黄酒
短颈畸形,油豆腐
疱疹性咽颊炎,白酒
眼睑湿疹,腐竹
先天性膀胱颈挛缩,干腌菜
小儿脑挫裂伤,螃蟹
便秘,鸡肝
精神活性物质所致精神障碍,白扁豆
急性风湿热肾损害,白砂糖
感染性腹主动脉瘤,鹿肉
先天性耳聋,鸡肝
皮下脂膜炎性T细胞淋巴瘤,白酒
厌氧菌感染,赤小豆
妊娠期甲状腺功能亢进,淡菜(鲜)
口腔黏膜白斑,松子仁
其他病毒肺炎,干腌菜
舌下神经损伤,鸭血(白鸭)
肩袖损伤,鸡肝
房室管畸形,咸鸭蛋
进行性脊肌萎缩症,沙丁鱼
吸收不良综合征,啤酒
脑回状颅皮,干腌菜
网状细胞肉瘤,啤酒
急性单纯性胃炎,白果（鲜）
肝囊肿,鸡肉
产后三冲,三文鱼
绝经期尿路感染,杏仁
良性颅内高压症,猪肚
恶性组织细胞病,干腌菜
平滑骨肉瘤,鸭血(白鸭)
矮小症,猪小排（猪肋排）
皮肤T细胞淋巴样增生,干腌菜
骨产道异常性难产,白酒
高血压脑出血,绿豆
靶样含铁血黄素沉积性血管瘤,啤酒
视网膜静脉周围炎,白扁豆
烧伤,草鱼
眼部带状疱疹,腐竹
肾上腺性征异常症,杏仁
喉炎,猪肉皮
外伤性脑脓肿,干腌菜
脊索瘤,绿豆
阴道腺癌,啤酒
乳腺癌,腐竹
继发性腹膜炎,白扁豆
麦胶性肠病,白果（鲜）
虚寒呕吐,白酒
小儿隐睾症,田螺
乳房单纯囊肿,田螺
肩关节不稳定,咸鱼
肝炎,沙丁鱼
颞下颌关节脱位,啤酒
小儿阵发性室性心动过速,油豆腐
下焦湿热,河蚌
进行性核上性麻痹,田螺
妊娠合并急性胰腺炎,花生
食管平滑肌瘤,啤酒
先天性胆管囊状扩张,鸭血(白鸭)
阴虚,茴香
小儿肾性糖尿,白砂糖
脉络膜骨瘤,淡菜(鲜)
肠道菌群失调症,鸡肝
纵隔肿瘤,油豆腐
雀斑,香肠
离位皮炎,田螺
小儿硬皮病,赤小豆
获得性血友病,干腌菜
脓肿,白扁豆
化脓性食管炎,啤酒
特发性股骨头坏死,田螺
感冒,油条
外伤性胆管损伤,田螺
其他弧菌感染,白酒
卵巢囊肿,鸭肉
强直性脊柱炎及其伴发的葡萄膜炎,田螺
肺胸膜阿米巴病,红葡萄酒
迷走神经损伤,绿豆
伴有脂肪瘤样痣的褶皱皮肤,白酒
血虚眩晕,油条
天花,白扁豆
良性颅内高压症,猪脑
狼疮性肾炎,白酒
慢性泪腺炎,赤小豆
肝性脊髓病,鸡腿
急性眼眶蜂窝织炎,赤小豆
早期乳腺癌,白酒
高血压肾病,黄酒
外伤性腹膜后出血或血肿,鸭血(白鸭)
H7n7,螃蟹
卵巢破裂,白扁豆
念珠龟头炎,腐竹
阿片类药物中毒,白酒
喘息样支气管炎,海螺
混合性厌氧菌感染,啤酒
小儿哮喘,猪油（板油）
休止期脱发,白酒
酒精中毒,虾皮
肱骨小头骨折,腐竹
诺瓦克病毒性胃肠炎,海蜇头
远视眼,腐竹
妊娠舞蹈病,啤酒
先天性脑积水,草鱼
肾动脉瘤,白酒
溶血过度所致贫血,啤酒
急性阴道炎,辣椒(青、尖)
肺心病,沙丁鱼
良性淋巴细胞血管炎和肉芽肿病,虾皮
多乳房,咸鱼
浓缩胆汁综合征,干腌菜
不安腿综合征,白酒
H7N9型禽流感,杏仁
手部屈指肌腱损伤,白酒
妊娠合并慢性肾小球肾炎,江米酒
杀鼠剂中毒,白酒
早泄,赤小豆
舌静脉曲张,洋葱
口腔念珠菌病,赤小豆
胃痉挛,白扁豆
老年痴呆,虾皮
胆囊腺肌增生病,杏仁
小儿颅内肿瘤,白砂糖
直肠损伤,咸鸭蛋
喘息样支气管炎,猪肉(肥瘦)
急性荨麻疹,肥膘肉
慢性胆囊炎,杏仁
小细胞肺癌,赤小豆
肛肠病,鸭肉
麦胶性肠病,绿豆
腘动脉损伤,辣椒(红、尖、干)
气胸,猪小排（猪肋排）
蝎子螫伤,赤小豆
空调病,干腌菜
放射病,赤小豆
丘疹紫癜性手套和短袜样综合征,淡菜(鲜)
颅底骨折,白酒
肠病性肢端皮炎,黑豆
老年人巨幼细胞性贫血,黄酒
喘息样支气管炎,海蟹
先天性小眼球合并眼眶囊肿,鸡爪
职业病,油豆腐
甲状腺结核,鸡肝
嗜酸细胞性胃肠炎,白果（鲜）
急性失血所致贫血,白扁豆
疱疹性咽颊炎,韭菜
内眦赘皮,鸭血(白鸭)
结肠粪性穿孔,白果（鲜）
抗-HCVAg阳性,杏仁
产后泌尿道感染,绿豆
多乳房,羊油
轻度脂肪肝,猪肉(肥)
肘关节脱位,白酒
青少年及小儿卵巢肿瘤,白酒
颈部勒伤,鸡肝
臀位难产,咸鱼
疟疾,赤小豆
外阴神经鞘瘤,公鸡
小儿单纯肺动脉口狭窄,螃蟹
成骨不全,白扁豆
滴虫性外阴炎,腐竹
妊娠合并淋巴瘤,猪脑
房室交接区性期前收缩,干腌菜
小肠结肠炎耶尔森菌肺炎,白酒
家族性进行性色素沉着,花生仁（炸）
高碘性甲状腺肿,松子仁
老年肺炎,白扁豆
卵巢泡膜细胞瘤,螺丝菜
寰椎骨折脱位,白酒
尺桡骨干骨折,腐竹
小儿腹泻病,腐竹
脐部脐肠系膜管息肉,干腌菜
慢性病,猪肉(肥)
肱骨髁上骨折,猪油（板油）
骨质增生,腐竹
α-贮存池病,蜂蜜
糖原累积病,公鸡
血影细胞性青光眼,白酒
色素性荨麻疹,白扁豆
恶性淋巴瘤,鸭血(白鸭)
泌尿生殖系血吸虫病,鸡蛋黄
麻风性角膜病变,绿豆
先天性少白头,啤酒
获得性血友病,咸鸭蛋
多发性骨骺发育不良,花生仁（炸）
产褥感染,田螺
外阴色素痣,鹅
白细胞减少症和粒细胞缺乏症,啤酒
肌阵挛性小脑协调障碍,鸡肝
小儿急性化脓性甲状腺炎,白扁豆
磨损,赤小豆
肠伤寒,咸肉
小儿先天性肾病综合征,花生（炒）
桡骨干骨折,咸鸭蛋
肾病综合征,核桃
小儿呼吸衰竭,白砂糖
手足皲裂,鹿肉
阴道肿瘤,蟹肉
考后综合症,田螺
失眠抑郁,油条
肺动脉瓣关闭不全,红辣椒
骨囊肿,腐竹
婴幼儿胃食管反流,油豆腐
小儿维生素A缺乏病,白砂糖
唇疱疹,杏仁
肱骨外科颈骨折,腐竹
儿童期情绪障碍,黑豆
斑状白化病,绿豆
砷化氢引起的溶血性贫血,鸭血(白鸭)
圆锥角膜,赤小豆
胰腺癌,田螺
老年急性白血病,啤酒
外阴平滑肌瘤,白酒
网状红斑萎缩性毛囊炎,啤酒
结肠粪性穿孔,绿豆
胸廓畸形,鸭蛋
肾结核对侧肾积水,白酒
尿毒症昏迷,沙丁鱼
急性化脓性关节炎,绿豆
小儿红白血病,青豆
晶体异位和脱位,啤酒
糖尿病足,白酒
慢性鼻炎,白酒
老年斑,核桃
胫骨平台骨折,鸭血(白鸭)
肺吸虫病,赤小豆
小儿急性肠系膜淋巴结炎,白砂糖
副乳乳腺癌,干腌菜
变形性骨炎,腐竹
颏下间隙感染,赤小豆
先天性心包缺如或缺损,螃蟹
小儿雄激素不敏感综合征,白砂糖
外伤性脑脓肿,咸鸭蛋
不随意运动,鹿肉
夏伊-德雷格综合征,白酒
结石性胆囊炎,腰果
变异型预激综合征,白砂糖
核黄素缺乏病,赤小豆
晶体脱位,白扁豆
小儿心律失常,花生（炒）
跟骨骨骺骨软骨病,白酒
神经元蜡样脂褐质沉积症,啤酒
肾下垂,啤酒
干酪性鼻炎,鸭血(白鸭)
化脓性脑膜炎,鸡肝
第1跖趾骨关节炎,杏仁
创伤后应激障碍,啤酒
泪囊炎,鸭血(白鸭)
月状骨骨软骨病,绿豆
α1-抗胰蛋白酶缺乏症,南瓜子仁
外伤性硬膜下积液,花生仁（炸）
玻璃体病,啤酒
小儿心房颤动,花生（炒）
急性闭角性青光眼,黄酒
霍乱,白扁豆
慢性心包炎,啤酒
骨硬化病,白扁豆
月经不调,田螺
维生素A缺乏病,绿豆
青霉病,啤酒
外伤后颅内积气,白扁豆
小儿白塞病,螃蟹
皮肤过敏,鹿肉
小儿成人型慢性粒细胞白血病,螃蟹
阴道鳞状上皮癌,烤鸭
急性放射性甲状腺炎,咸鱼
小儿先天性面肌双瘫综合征,花生（炒）
喘息样支气管炎,海虾
小儿病态窦房结综合征,螃蟹
不均匀性脂肪肝,鸭蛋
胸、腰椎爆裂骨折,鸡肝
鞭虫病,鸡蛋
痉挛性脑瘫,鸡肝
妊娠合并急性膀胱炎,江米酒
胆石症,松花蛋（鸭蛋）
老年性睑外翻,白扁豆
头癣,河虾
舌癌,啤酒
前房积血,鸭血(白鸭)
办公室综合症,白酒
乳房纤维瘤,杏仁
小儿脆性X染色体,猪肚
嗜酸细胞性胃肠炎,啤酒
小儿渗出性多形性红斑,白扁豆
细菌性肠炎,三文鱼
曲霉病,啤酒
子宫颈残端癌,绿豆
垂体腺瘤,螃蟹
玻璃体寄生虫病,啤酒
疤痕,鸭肉
无功能性甲状旁腺囊肿,蛤蜊
结核性巩膜炎,白扁豆
面神经损伤,白酒
疟疾肾病,啤酒
急性泪囊炎,白扁豆
尺桡骨骨干双骨折,鸡肝
肾脏疾病伴发的精神障碍,鸡蛋黄
半月线疝,白酒
银屑病关节炎,黄酒
胞内分枝杆菌感染,花生仁（炸）
心脑血管疾病,腊肉（烟肉）
胆汁淤积性黄疸,绿豆
中毒性肾病,鹿肉
面肌瘫痪,白酒
灼性神经痛,腐竹
无汗症,螃蟹
高渗性脱水,黄酒
小儿呕吐,洋葱
电解质紊乱,豆腐
食管狭窄,螃蟹
甲醇中毒,白果（鲜）
农药中毒,黑豆
小儿颅脑损伤,田螺
小儿窦性心律失常,啤酒
继发性化脓性腹膜炎,白扁豆
小叶增生,姜
热带痉挛性轻截瘫,花生仁（炸）
神经瘤,绿豆
乙状窦血栓性静脉炎,白扁豆
肛管、直肠、结肠狭窄,杏仁
舌扁平苔藓,白酒
肺栓塞和肺梗死,啤酒
踝部扭伤,白酒
老年人吸入性肺炎,黄酒
结肠腺癌,茶叶
便秘性结肠炎,冰淇淋
肉痹,沙丁鱼
羊痘,河虾
肺疝,啤酒
老年人缺铁性贫血,蛏子
枕骨大孔脑膜瘤,啤酒
先天性长结肠,花生仁（炸）
纤维化综合征,鸡蛋清
白塞病伴发的精神障碍,鹿肉
肾气不固,沙丁鱼
第1跖趾骨关节炎,沙丁鱼
特发性非硬化性门脉高压综合征,南瓜子仁
心性猝死综合征,鸭血(白鸭)
Rh血型不合溶血病,淡菜(鲜)
结核性宫颈炎,黑豆
发育不良痣,蜂蜜
垂体性矮小病,赤小豆
葡萄球菌肺炎,田螺
皮肤白血病,虾仁
肾皮质髓质脓肿,草鱼
阿尔采末病,白扁豆
十二指肠淤积症,白扁豆
虫臌,白酒
肾上腺皮质功能异常伴发的精神障碍,螃蟹
颜面部疖痈,啤酒
酒精性肝硬化,鸭肉
口周湿疹,田螺
三尖瓣闭锁,杏仁
家族性结肠息肉,白果（鲜）
疱疹样湿疹,虾仁
外伤性硬脑膜下积液,鹅肉
腰椎结核,韭菜
不动杆菌感染,绿豆
肝性血卟啉病综合征,红葡萄酒
脓性指头炎,腐竹
先天性垂直距骨,腐竹
牙隐裂,杏仁
乳头状囊腺瘤,螺丝菜
胃急性扩张,海虾
剥脱性皮炎型药疹,白酒
小儿喘息样支气管炎,河虾
女劳疸,田螺
骨筋膜室综合症,田螺
膝关节韧带损伤,猪油（板油）
肌阵挛性小脑协调障碍,腐竹
水疱性远端指炎,干腌菜
圆锥角膜,鸭血(白鸭)
小儿常染色体显性小脑性共济失调,咸鱼
腹部肿块,松子仁
大疱性表皮松解,虾皮
慢性嗜酸性粒细胞性肺炎,糖桂花
特发性黄斑部前膜,红葡萄酒
舌甲状腺,白酒
小儿先天性侏儒痴呆综合征,咸鱼
小儿肾小管-间质肾炎,白砂糖
肾阴虚,鸭血(白鸭)
眶骨髓炎,鹿肉
喉气囊肿,绿豆
扁桃体炎,海虾
小儿原发性纤毛运动障碍,白酒
静脉血栓形成,白扁豆
先天性视网膜劈裂,公鸡
脑胶质瘤,杏仁
先天性纯红细胞再生障碍性贫血,鸡翅
网状细胞肉瘤,白酒
性障碍,啤酒
间质性膀胱炎,乌骨鸡
病毒性食管炎,白酒
膈肌膨出,白酒
靶样含铁血黄素沉积性血管瘤,白酒
小儿神经管畸形,花生（炒）
呼吸系统疾病伴发的精神障碍,杏仁
小儿原发性脑干损伤,绿豆
雪盲,腐竹
小儿脉络丛乳头状瘤,白砂糖
卵巢交界性肿瘤,公鸡
脑干肿瘤,鸡蛋黄
椒疮,腐竹
腹内疝,白扁豆
子宫内膜不规则脱落,螃蟹
胆道华支睾吸虫病,绿豆
丙型病毒性肝炎,杏仁
肩关节结核,白酒
狂犬病,鹅肉
痉挛性脑瘫,腐竹
急性腹型-高脂血症综合征,啤酒
小儿淹溺,花生（炒）
肾动脉瘤,绿豆
小儿肾淀粉样变性,白扁豆
冻伤,鹿肉
卵巢混合性生殖细胞-性索间质肿瘤,红葡萄酒
粘连性肠梗阻,黑豆
病毒性脑膜炎,麦芽糖
股骨头坏死,腐竹
上矢状窦血栓性静脉炎,咸肉
骨硬化病,草鱼
过敏性咽炎,辣椒(红、尖、干)
急性腐蚀性胃炎,白果（鲜）
主动脉夹层,黄酒
小儿热性惊厥,田螺
先天性二尖瓣畸形,杏仁
其他弧菌感染,啤酒
恋物癖,赤小豆
运动性闭经,咸鱼
异物伤,赤小豆
肝阳上亢,杏仁
涎瘘,杏仁
月经周期性精神病,江米酒
口腔病,白扁豆
登革热,白扁豆
法洛四联症,咸鸭蛋
伴有脂肪瘤样痣的褶皱皮肤,啤酒
眼眶肌炎,鸡蛋黄
角膜病,白酒
心肌梗死,白酒
门静脉高压性胃病,田螺
淀粉样变病,油豆腐
创伤性窒息,啤酒
慢性肾功能衰竭,黄酒
咽肌痉挛,腐竹
股疝,白扁豆
小儿动力性肠梗阻,龙虾
结肠破裂,腐竹
鼻瓣区狭窄,赤小豆
儿童口吃,白酒
原发性纵隔肿瘤,咸鸭蛋
狼疮性肾炎,啤酒
卵巢恶性中胚叶混合瘤,田螺
妊娠舞蹈病,白酒
小儿低心排出量综合征,蛤蜊
肠易激综合征,鸡肝
脑震荡,杏仁
肺部真菌感染,辣椒(红、尖、干)
羊水过多,白扁豆
常现丝虫病,鸡肝
须部假毛囊炎,干腌菜
小儿感染性心内膜炎,蜂蜜
过敏性阴道炎,白酒
结肠炎,杏仁
汗孔角化病,田螺
小儿麻痹症,鸡蛋黄
谵妄综合征及有关疾病,赤小豆
夜惊,鸭蛋
小儿心搏呼吸骤停与心肺复苏术,花生（炒）
巴西紫热,咸鱼
急性蜂窝织炎,花生仁（炸）
束支折返性室性心动过速,白酒
肺炎衣原体肺炎,绿豆
阿米巴肝脓肿,杏仁
隐翅虫皮炎,花生仁（炸）
玻璃体疝,鳕鱼
小儿急性肾功能衰竭,核桃
不安腿综合征,啤酒
夹色伤寒,杏仁
毛石肠梗阻综合征,白酒
喉气囊肿,赤小豆
风疹,赤小豆
淋球菌性结膜炎,淡菜(鲜)
老年人膀胱癌,鸭血(白鸭)
热带痉挛性轻截瘫,咸鱼
胃石症,蛤蜊
阿米巴性宫颈炎,绿豆
小儿生殖细胞瘤,螃蟹
胃泌素瘤,白果（鲜）
先天性小肠闭锁和肠狭窄,白酒
小儿卵巢肿瘤,白扁豆
肺功能衰竭,咸鸭蛋
大骨节病,花生
肛裂,啤酒
肺孢子丝菌病,花生仁（炸）
老年人血栓性疾病,江米酒
面瘫唇肿裂纹舌综合征,鸡蛋黄
睾丸下降不全,面肥
巴西紫热,羊油
巨细胞病毒病,鸡肝
脓毒性休克,田螺
老年人酒精性心脏病,淡菜(鲜)
良性葡萄胎,田螺
小细胞低色素性贫血,洋葱
肥大性龈炎,赤小豆
老年人肺癌,田螺
急性丙肝,猪肉(肥)
脊膜瘤,小黄鱼
脉络膜出血,螺丝菜
急性左侧心力衰竭,白扁豆
阴道炎,白扁豆
肠系膜脂肪炎,干腌菜
贫血,绿豆
前斜角肌综合征,红葡萄酒
呼吸性细支气管相关的间质性肺疾病,白扁豆
毛囊性鱼鳞病,白酒
麻风性角膜病变,白酒
嗜酸性细胞胃肠炎,绿豆
子宫恶性肿瘤,火腿
老年急性动脉栓塞,核桃
疖与疖病,鹅肉
弥漫性食管壁内憩室,田螺
脊椎病,鸭蛋
镇痛剂肾病,鸭肝
青少年及小儿卵巢肿瘤,啤酒
乳房纤维腺瘤,草鱼
年龄相关性白内障,螃蟹
贲门失弛缓症,白扁豆
坏疽性脓皮症,绿豆
中枢神经兴奋药中毒,鸡蛋黄
脊索瘤,白酒
胆管扩张症,杏仁
咽部异感症,白扁豆
虫积,辣椒(青、尖)
颞骨和下颔骨关节异常,松子仁
单心房,白扁豆
泌尿道肿瘤,螃蟹
小儿色素失调症,花生（炒）
急性卡他性结膜炎,白扁豆
网膜扭转,鸡爪
不均匀性脂肪肝,鸡蛋
口腔粘膜黑棘皮病,鸭血(白鸭)
眼眶肉瘤,绿豆
青年心肌梗死,啤酒
