start,end
唇炎,苹果红薯泥
急性化脓性腹膜炎,肉丝炒饼
乳头侵蚀性腺瘤病,猪肉枸杞汤
肛门周围癌,草莓柠檬汁
肩胛骨体部骨折,小米素羹
急性舌扁桃体炎,蟹黄豆腐
偏执性精神障碍,草莓果汁
老年性心瓣膜病,核桃熘豆腐
口腔颌面部皮样、表皮样囊肿,猪肉青菜粥
舌下间隙感染,菠菜芹菜粥
胆道运动功能障碍,西瓜羹
视网膜脱落,木瓜胡萝卜玉米粥
睡眠型癫痫,红烧菜花
小儿肾性糖尿,草菇丝瓜汤
肾癌,紫菜芙蓉汤
老年人肺栓塞,黑木耳粥
摩根菌肺炎,鲤鱼山楂汤
黄曲霉素中毒,苹果沙拉
心脑血管疾病,鲜蘑豆腐汤
单纯性下肢静脉曲张,五丝白菜卷
产力异常性难产,面包布丁
稳定型心绞痛,大白菜饺
小儿过敏性紫瘢,生鱼片粥
前庭大腺脓肿,香菇木耳淡菜汤
单纯性下肢静脉曲张,香菇扒小白菜
毛鞘棘皮瘤,鸡肉冬菜饼
肠扭转,菠菜粥
二硫化碳中毒,蔬菜杂烩粥
呼吸道感染,草鱼豆腐
细菌感染,绿豆南瓜汤
纳氏囊肿,炖奶汤鲫鱼萝卜丝
动脉粥样硬化,红白豆腐羹
暴发性肝炎样综合征,枸杞子粥
老年急性阑尾炎,鸡肝小米粥
动脉硬化,苹果粥
银屑病关节炎,红萝卜无花果花鱼汤
老年性心瓣膜病,银耳绿豆粥
风疹,干丝黄豆芽汤
小儿维生素D缺乏性手足搐搦症,奶酪
跖骨骨折,牛肉汉堡包
硬皮病,豆薯小米粥
萎缩性鼻炎,生菜包肉
脊椎外伤,肉末煎茄子
胃下垂,酱牛肉
小儿获得性免疫缺陷综合征,双丝银鱼羹
单纯性外阴阴道念珠菌病,蜜拌鲜藕
动脉瘤,五丝白菜卷
膝关节韧带损伤,草菇丝瓜汤
急性弥漫性腹膜炎,鸡肉白薯粥
子宫颈平滑肌瘤,胡萝卜苦瓜汁
踝扭伤,羊肉汤面
食物过敏性哮喘,西葫芦饺
泡性角结膜炎,香菇油菜面筋粥
鼻窦创伤,鱼头炖豆腐
蛋白尿,绿豆薏米饭
先天性高弓足,香菇豆苗
老年人甲状腺癌,芹菜红枣汤
斑秃,鸡肉冬菜饼
眼眶击出性骨折,雪菜肉末粥
小儿支原体肺炎,清汤白菜卷
感染性关节炎,羊肉煎包
血管脂肪瘤,香菇茯苓粥
急性肾小球肾炎,炖青鱼
小儿慢性支气管炎,油菜粥
慢性病,雪菜青豆韭菜豆腐汤
室性期前收缩,双菇番茄黄瓜紫菜汤
性变态,南瓜百合粥
腰椎退变性小关节损伤性关节炎,鸡肉白薯粥
梭状芽胞杆菌伤口感染,鸡肉冬菜饼
胸椎椎管狭窄症,萝卜丝带鱼
精神病,花雕鸡爪
跟骨骨骺骨软骨病,燕窝鸽蛋汤
小儿软组织肉瘤,芦笋饺
维生素B1缺乏症,南瓜奶汤
脾劳,山药红枣粥
脂肪肉瘤,双菇番茄黄瓜紫菜汤
重度脂肪肝,胡萝卜汤
结肠炎,酥香鲫鱼
阴道腺癌,荠菜肉丝豆腐羹
子痫,紫菜萝卜汤
肾上腺皮质功能减退性心脏病,桂圆莲子粥
心内膜弹性纤维增生症,花生豆奶
肠易激综合征,双菇番茄黄瓜紫菜汤
股骨头骨骺骨软骨病,银鱼火锅
乙酰苯胺类中毒,桂鱼菠菜蛋花汤
瘙痒症,土豆丝拌白菜
胰岛细胞类癌,鸡肉鱼片枸杞豆腐汤
功能性消化不良,猪肺杏仁白菜汤
无痛性心肌梗死,菠菜双蛋羹
鼻孢子虫病,玉米粉燕麦粥
棘间韧带损伤,鸡蛋米汤粥
室性逸搏及室性逸搏心律,双菇番茄黄瓜紫菜汤
急性出血性结膜炎,甜藕粥
小儿弹性假黄瘤,清润白菜鱼片汤
女性假两性畸形,肉片粥
小儿洋地黄中毒,冬菇椰菜豆腐粉丝汤
足舟骨骨折,小白菜馅包子
烧伤,冰糖绿豆苋菜粥
口腔念珠菌病,白菜包子
脑型肺吸虫病,冬菇油菜心
泌尿生殖系放线菌病,紫菜芙蓉汤
雪盲,炒胡萝卜
羊水栓塞,西式牛奶粥
色素性紫癜性苔藓样皮病,小米红糖粥
肠气囊肿,蘑菇冬瓜汤
接触性皮炎,金针炒鸡肉
金属引起的口腔黏膜疾病,胡萝卜牛肉水饺
间歇性外斜视,海带粳米粥
脊索瘤,腰果西兰花
心内膜炎,凉冻菠萝酪
白喉,萝卜粥
光敏性皮炎,蜂蜜萝卜汁
颌骨骨髓炎,紫菜芙蓉汤
腰椎滑脱,雪菜肉末粥
环跳疽,薏米莲子粥
儿童遗尿症,山药粥
甲沟炎和甲下脓肿,小白菜馅包子
二尖瓣狭窄,苦瓜粥
风湿骨病,冰糖绿豆苋菜粥
咽扁桃体肥大,草鱼豆腐
颌骨癌,牛奶杏仁粥
淋球菌性腹膜炎,菠菜豆腐汤
变异性哮喘,丝瓜汤
淋巴瘤引起的肾损害,清蒸带鱼
子宫囊肿,韭菜包
渗出性中耳炎,芝麻芹菜丁
慢性自律性房性心动过速,莲子瘦肉汤
肾小管间质性肾炎葡萄膜炎综合征,油菜拌猪肝
谵妄综合征,芝麻油菜
进行性核上性麻痹,猪肉青菜粥
腹腔脓肿,金针炒鸡肉
晶状体脱位所致青光眼,丝瓜汤
结节病性心肌病,香菇油菜
B疱疹病毒感染,苦瓜粥
角膜炎,甘笋菠菜豆腐汤
白内障,冬菇木耳瘦肉汤
肺原发性结核性复征,清茶豆腐羹
小儿肺泡性蛋白沉积症,莲藕小豆猪胰汤
网状红斑萎缩性毛囊炎,猪肉青菜粥
牙龈癌,冬菇椰菜豆腐粉丝汤
Reis-Bucklers角膜营养不良,蛋花空心菜汤
中毒性弱视,罗汉果金银菜柿饼汤
贫血,猪血豆腐汤
阴茎异常勃起,紫菜色拉卷
慢性淋巴细胞性甲状腺炎,花生杏仁粥
结石性胆囊炎,鸡肉饭
阴囊损伤,土豆泥牛奶粥
肛门闭锁,鸡血藤煲鸡蛋
外耳道乳头状瘤,冬瓜草鱼汤
早孕,首乌寄生鸡蛋汤
糖原累积症,百合白果牛肉羹
单纯疱疹,黄瓜拌绿豆芽
低钾血症,菠菜羹
链球菌感染后的急性肾小球肾炎,芝麻拌油菜
畸形性吞咽困难,鸡茸芦笋
急性心肌梗死,菠菜粥
躯体感染伴发的精神障碍,菠菜芹菜粥
淋证,薏米莲子粥
腹水,猪肉青菜粥
小儿肾结核,腰果西兰花
脆弱性骨硬化,牛奶大米饭
小儿肺动脉高压,牛奶冬瓜
副乳乳腺癌,雪菜水饺
肾积水,芹菜牛肉粥
脾功能亢进,干煸芸豆
阴道平滑肌肉瘤,香菇烧菜花
急性腹膜炎,空心菜粥
血吸虫肠病,白菜虾仁面汤
外耳道疖肿,白菜小米卷
盖氏骨折,香蕉蜂蜜奶
颅内脊索瘤,赤小豆鲤鱼汤
睾丸癌,土豆汤
白屑风,薏米汤
外阴乳头状瘤,冬瓜汤
小儿非内脂性网状内皮增殖综合征,银鱼香菇羹
吞咽困难,桂圆黑豆粥
咽喉痛,白菜粥
小儿慢性大疱性疾病,丝瓜蘑菇肉片汤
免疫缺陷性肺炎,菠菜豆腐汤
甲状旁腺功能减退症,珍珠菜花汤
急性呼吸窘迫综合征,黄瓜粳米粥
蹄铁形肾,瑶柱生菜白菜汤
外伤性颈内动脉海绵窦瘘,黄花菜炒黄瓜
麻痹性斜视,什菜面
老年急性阑尾炎,鲜陈白菜汤
卵巢纤维瘤病,青菜饭
老年人肺炎,肉片柿子汤
慢性颈部软组织损伤,小白菜馅包子
网络成瘾,荞麦粥
癌性疼痛,土茯苓猪骨汤
过敏性紫癜肾炎,香蕉葡萄干牛奶
结节性多动脉炎伴发的葡萄膜炎,双菇番茄黄瓜紫菜汤
血卟啉病,油菜苹果牛奶汁
肾皮质脓肿,香蕉豆沙酸奶汁
单纯性乳腺增生症,豆腐泡大豆芽发菜汤
胸椎病,素三鲜豆腐汤
先天性主动脉瓣窦动脉瘤破裂,清炒绿菜花
小儿变应性亚败血症综合征,开水白菜
结核性脓胸,香菇白菜羹
急性心包炎,炒丝瓜
巨人症与肢端肥大症,黄豆小米粥
骨癌,山楂炖牛肉
创伤性休克,鲤鱼补血汤
面部偏侧萎缩,鱼肉糊
钩端螺旋体病,卷心菜烧肉蒸饺
日光皮炎,西芹油菜牛奶汁
痔疮,素炒小白菜
流感嗜血杆菌肺炎,冬瓜草鱼汤
外耳湿疹,羊肉素菜拌饭
肠胃型感冒,清肠大豆芽豆腐汤
下尺桡关节脱位,肉末炖豆腐
马蹄形肾,杂粮粥
子宫息肉,番茄芹菜汁
口腔颌面部皮样、表皮样囊肿,鱼茸菜心
蛲虫性阴道炎,生菜包肉
淀粉样变病,橄榄粥
乳腺病,紫菜豆腐肉片汤
急性上呼吸道感染,小米素羹
肠扭转,菠菜羹
慢性肺源性心脏病,白菜炒干丝
甲状旁腺骨营养不良,花菇凤翼
妊娠合并重症肌无力,芹菜牛肉粥
小儿β地中海贫血,蘑菇木耳饺
明癣,香椿芽粥
母儿血型不合溶血病,牛奶花生粥
蛔虫病,酱芹菜
淋证,薏米汤
颅底骨折,鲜味带鱼
神经根型颈椎病,猪肉青菜粥
遗传性共济失调,荞麦粥
肠杆菌肺炎,海米白菜汤
慢性溃疡性非肉芽肿性空肠回肠炎,菜花泥子汤
基底节血肿,番茄奶油汤
眼球破裂伤,胡萝卜咸粥
交感性眼炎,赤小豆鸡汤
女子梦交,山药茶
胃窦炎,牛奶花生粥
肝结核,蒸肝鸡蛋羹
先天性声门下狭窄,胡萝卜浆汤
热汗,素炒苦瓜
痹证,丁香酸梅汤
伤风,炖山药
奶麻,胡萝卜粥
芽生菌病样脓皮病,奶油扒白菜
营养性贫血,豆浆粥
体癣,清茶豆腐羹
恶性高血压视网膜病变,菠菜羹
十二指肠淤积症,雪菜冬瓜汤
眼球内炎,生煸荷兰豆
遗传性肥胖,黑豆腐皮汤
肾上腺髓质增生,山楂牛肉干
横纹肌肉瘤,山药炖猪蹄
结核性阴道炎,蘑菇木耳饺
儿童期情绪障碍,牛奶玉米汤
心绞痛,醋熘鲤鱼
慢性肥厚性鼻炎,芝麻桃仁粥
肠炎,胡萝卜芹菜粥
上颌窦恶性肿瘤,罗汉果金银菜柿饼汤
女性性早熟,清炒油麦菜
胃息肉,小白菜馅包子
穿透性角膜移植术所致青光眼,莲子淮山猪肉汤
发芽马铃薯中毒,烟肉白菜粥
卵巢泡膜细胞瘤,什菜面
食管平滑肌瘤,小白菜馅包子
心绞痛,清炒木耳菜
女性假两性畸形,荞麦粥
妊娠合并硬皮病,芹菜粥
喉气囊肿,豆浆粥
胃病,蜜枣桂圆粥
不射精症,塘葛菜马齿苋汤
幼儿急疹,蔬菜杂烩粥
麻痹性斜视,双菇番茄黄瓜紫菜汤
精囊恶性肿瘤,木耳银芽海米粥
等渗性脱水,薏米汤
急性粒细胞缺乏,糯米粥
奥迪括约肌功能异常,鸡蛋豆腐汤
急性胃肠炎,菠菜粥
妊娠痒疹,紫菜肉茸汤
立克次体病,大米荔枝粥
肥大性骨关节病,薏米豆腐羹
荨麻疹,木耳鸭肝烩
秃顶,鲜菇小米粥
胃急性扩张,鲜蘑菇炖豆腐
遗传性肾炎,荞麦粥
复张性肺水肿,花生杏仁粥
小儿肥胖性生殖无能综合征,冬瓜汤
便血,黑豆莲藕鸡汤
阴道嗜血杆菌性阴道炎,赤小豆鲤鱼粥
散发性脑炎,荷叶粉蒸肉
体温过低,薏米鸭肉冬瓜海参汤
晶状体脱位所致青光眼,山药粉苡米粥
吻合口溃疡,莲子桂圆汤
原发性下肢静脉瓣膜关闭不全,冬菇烧白菜
幼女性外阴阴道炎,空心菜排骨汤
肛门尖锐湿疣,牛奶大米饭
输尿管异位开口,紫菜芙蓉汤
骨肉瘤,荸荠粥
毒蛇咬伤,枸杞子粥
先天性拇内翻,小白菜猪肉饺
代谢性碱中毒,白菜蛋花粥
硬脑膜下血肿,白菜包子
猩红热样红斑,海带炖豆腐
胎膜早破,红豆花生粥
过敏性急性小管间质性肾炎,鲫鱼豆腐汤
银屑病关节炎,蔬菜杂烩粥
便秘,开水白菜
断肢再植,当归羊肉羹
盆腔结缔组织炎,白扁豆粥
脾水,薏米莲子粥
大疱性鼓膜炎,竹笋粥
心尖肥厚型心肌病,木耳豆腐丁
胃扭转,鲤鱼汁粥
脑水肿,酿冬瓜
小儿贲门失弛缓症,包心菜猪肉粥
软骨样汗管瘤,何首乌牛肉汤
肺转移瘤,番茄马蹄(2)
鼻出血,番茄牛茸羹
胆囊切除术后综合征,虾米芋头粥
垂体危象与垂体卒中,百合花鸡蛋羹
狐臭,生菜香菇
腰肌劳损,炒胡萝卜
母儿血型不合溶血病,首乌鸡蛋小米粥
小儿出血性休克和脑病综合征,萝卜生菜汤
慢性支气管炎,萝卜枸杞炖鸭肝
月经周期性精神病,牛肉归芪汤
黄疸性肝炎,山药茶
眼眶击出性骨折,猪肉青菜粥
急性蜂窝织炎,番茄苹果芝麻蜜
妊娠合并急性阑尾炎,蛋黄菜花汤
网络成瘾,肉片粥
小脑梗塞,白菜炖猪骨汤
神经型食物中毒,紫菜萝卜汤
限制型心肌病,山药汤
复发性阿弗他溃疡,荞麦粥
筋骨懈堕,冬虫夏草鸡
空洞型肺结核,木耳银芽海米粥
毛滴虫病,青菜包
淋巴病,海带炖豆腐
头皮撕脱伤,罗汉果金银菜柿饼汤
输血后血小板减少性紫癜,绿豆芽饺
肝包虫囊肿,黄瓜氽肉片汤
痛经,黑豆莲藕鸡汤
催乳素瘤,鸡蛋米汤粥
全身性特发性毛细血管扩张症,冬笋拌油菜
外阴纤维肉瘤,核桃芝麻羹
乙状结肠扭转,胡萝卜炒肉丝
甲状腺弥漫性病变,沙参粥
低增生性急性白血病,十全大补汤
眼球内陷,青菜饭
咽角化症,小米枣仁粥
间质膀胱炎局限外阴炎和脱屑性阴道炎综合征,荞麦粥
病态窦房结综合征,羊肉粥
髓过氧化物酶缺乏症,瑶柱生菜白菜汤
妊娠期糖尿病,豇豆粥
迟发性外伤性脑内血肿,葛粉羹
肺原发性结核性复征,瑶柱生菜白菜汤
棘突骨折,沙参鸡蛋
宫颈疾病,海带炖豆腐
颅内动脉瘤,小黄瓜西瓜汁
梅毒,菠菜橘子汁
腹腔脓肿,香菇油菜包
心肌病,白菜粥
成纤维性纤维瘤,枸杞叶芹菜粥
阴茎扭转,牛奶煮平菇
梅克尔细胞癌,菠菜豆腐汤
焦油性黑变病,百合拌金针菇
风寒头痛,花生牛奶炖银耳
咽喉癌,胡萝卜香蕉汁
手部血管损伤,花生牛奶炖银耳
口腔颌面部皮样、表皮样囊肿,香瓜菜
房室传导阻滞,冬笋香菇烧白菜
肌筋膜炎,胡萝卜粥
白塞病伴发的精神障碍,牛奶蛋花粥
舒张性心力衰竭,双菇番茄黄瓜紫菜汤
急性出血性坏死性小肠炎,杏仁蛋糕
咽异感症,腰果西兰花
脊柱脊髓伤,鸡肉白薯粥
乳头炎和乳晕炎,桂圆栗子粥
脾良性肿瘤,豆苗蘑菇汤
急性胃粘膜病变,摊鸡蛋
利斯特菌病,番茄菜花
腹腔肺吸虫病,黑芝麻红枣粥
神经症,萝卜豆腐汤
皮肤病,菜花肉饼
拇指再造,草鱼豆腐
肛管癌,蘑菇炒绿豆芽
急性梗阻性化脓性胆管炎,菠萝胡萝卜汁
荨麻疹型药疹,白萝卜油菜汁
先天性大疱性鱼鳞病样红皮病,胡萝卜香菜粥
老视,菠菜汆丸子
肠系膜动脉瘤,荠菜豆腐羹
小儿过敏性紫瘢,萝卜豆腐汤
蚕蚀性角膜溃疡,香甜玉米饼
胃节律紊乱综合征,黄瓜粳米粥
胃、十二指肠溃疡急性穿孔,香粳米粥
早孕,牛奶蛋花粥
嵌顿性腹股沟斜疝,香菇烧油菜
眼球运动障碍,腰果小西饼
肘关节脱位,冬菇椰菜豆腐粉丝汤
慢性皮肤粘膜念珠菌病,杂粮粥
溃疡性口腔炎,玉米火腿粥
颈肩痛,胡萝卜山楂汁
舌甲状腺,菜肉馄饨
先天性喉喘鸣,香菇薏米饭
黄斑裂孔性视网膜脱离,牛奶菠菜粥
尿崩症,酸枣仁粥
股骨髁上骨折,蘑菇猪瘦肉汤
雷凡斯坦综合征,腰果西兰花
痉挛性脑瘫,蜜饯胡萝卜粥
混合性厌氧菌感染,水果沙拉
股动脉瘤,双皮鲫鱼
小儿片吸虫病,口蘑烧扁豆
慢性额窦炎,小白菜馅包子
良性颅内高压症,凉拌菜花
斜视,腊鲜鸭肝
儿童尖锐湿疣,杂粮粥
肺炎球菌肺炎,五丝白菜卷
尺骨鹰嘴骨折,冬瓜鸡汤
早产儿,三丝拌面
骨纤维肉瘤,粉排骨藕
盆腔炎症性不孕症,芹菜蜜汁
子宫肌瘤,木耳猪血汤
脊髓肿瘤,小白菜馅包子
鼻中隔脓肿,燕麦粳米粥
感染性休克,白菜仔滚鱼片汤
慢性单纯性咽炎,银鱼仔蟹锅
小儿急性髓样白血病,苜蓿粥
老年人重症肌无力,蘑菇炒菜心
胸降主动脉动脉瘤,西芹洋葱黄豆番茄汤
小儿维生素D缺乏性佝偻病,牛奶菠菜粥
焦油性黑变病,烧金针菇
急性膀胱炎,绿豆奶粥
淋病,豆浆粥
经行舌麻,莲子芡实粥
外科皮脂腺囊肿,花豆腐生菜瘦肉汤
疱疹样湿疹,香蕉粥
乙状结肠造口旁沟疝,鸡蛋木耳粥
脉络膜骨瘤,罗汉果金银菜柿饼汤
脑血栓形成,黄米面油糕
急性鼻炎,小米面发糕
柏哲病,菠菜豆腐汤
白痢,鲜茄蛋花汤
传染性脓疱病,素炒空心菜
小儿支气管哮喘,蔬菜杂烩粥
急性化脓性胆管炎,香菇薏米饭
肠道息肉病,茯苓饼
外伤后脑脂肪栓塞,沙参粥
消化道出血,白菜清汤
慢性肾功能衰竭,烧竹笋
先天性肿瘤,芥菜魔芋汤
骨肿瘤,芹菜炒香菇
立氏立克次体斑疹热,双菇番茄黄瓜紫菜汤
葡萄球菌食物中毒,豆薯小米粥
下肢深静脉血栓形成,芹菜牛肉粥
胃脂肪瘤,奶香蘑菇
肱骨外髁骨折,牛肉汉堡包
特发性肺纤维化,百合炖雪梨
隆突性皮肤纤维肉瘤,赤小豆鲤鱼汤
副乳乳腺癌,菠菜双蛋羹
妊娠合并急性膀胱炎,黑米粥
妇科病,菠菜汤
外伤性乳房血肿,山药薏米粥
小儿感冒,百合炒芦笋
溃疡性结肠炎,小米素羹
支气管炎,木耳鸭肝烩
结核病,核桃片
急性上呼吸道感染,白萝卜梨汁
前房积血与青光眼,素炒黄豆芽
小儿脑挫裂伤,玉米粉粥
原发性小血管炎性肾损害,黄瓜粳米粥
心功能障碍,白菜粥
急性淋巴细胞性白血病,小麦粥
膈肌麻痹,姜糖苏叶饮
鼻炎,独脚金煲猪瘦肉
子宫内膜癌,紫菜芙蓉汤
舌白斑,鸭肉杂烩粥
慢性肝炎,绿菜花竹笋
人工流产,小米红枣粥
骨囊肿,苋菜小鱼粥
肥厚型梗阻性心肌病,杂粮粥
风湿性血管炎,芹菜粥
回乳,清炖猪蹄膀
血管网织细胞瘤,海米油菜心
急性肾小球肾炎,生滚青鱼片粥
溃疡病穿孔,素炒扁豆
回旋形线状鱼鳞病,烧猪肝
膈下脓肿,白菜红枣牛腩汤
小儿言语和语言障碍,鸡蛋银耳羹
银屑病性关节炎,萝卜粳米粥
浅表性静脉炎,胡萝卜枸杞汁
绿脓杆菌性角膜溃疡,木瓜胡萝卜玉米粥
急性出血性坏死性肠炎,鸡蛋木耳粥
妊娠性哮喘,苹果生菜酸奶汁
门静脉高压性胃病,枸杞粳米粥
声带息肉,芝麻桃仁粥
小儿心房颤动,胡萝卜苹果汁
颌骨骨折,猪肝豌豆苗汤
尿道结石,胡萝卜粥
先天性耳聋,枸杞核桃粥
肾上腺髓质增生,干贝鸡肉粥
肱骨髁间骨折,豌豆拌鸡肉
慢性输卵管卵巢炎,菠菜汤
瘢痕疙瘩,黑芝麻粥
帕金森病性痴呆,天麻鱼头粥
肛门瘙痒症,荠菜肉丝豆腐羹
肠道传染病,土豆胡萝卜汤
外阴黑色素瘤,蔬菜杂烩粥
老年人肺结核,红枣银耳粥
白毛舌,花生豆奶
多囊卵巢综合征,核桃肉粉
小儿房间隔缺损,清盐菜花
单纯性牙周炎,虾末菜花
角膜炎,八珍豆腐盒
柯萨奇病毒疹,甜菜叶粥
大网膜扭转,花豆腐生菜瘦肉汤
肺结核,三丝发菜
疤痕,山东羊肉粥
宫颈疾病,首乌鸡蛋汤
虚寒咳嗽,紫米红枣粥
喉炎,小白菜猪肉饺
慢性上颌窦炎,草莓果酱
足外翻,青菜饭
滴虫性包皮龟头炎,百合绿豆汤
鸟枪弹样视网膜脉络膜病变,菠菜双蛋羹
髋关节前脱位,冬瓜草鱼汤
妊娠合并急性膀胱炎,草莓果汁
晶状体脱位所致青光眼,花生奶露
创伤性关节炎,土豆泥牛奶粥
脑弓形体病,芹菜拌海带
脱发性毛囊炎,番茄鸡蛋煎饼
呼吸道合胞病毒肺炎,拌西红柿黄瓜
结肠脂肪瘤,驴肉水饺
胃柿石,香菇薏米饭
高血压,香脆芹菜叶
老年人慢性支气管炎,凤梨果仁松糕
胆囊平滑肌肉瘤,双莲红豆牛肉汤
纤维毛囊瘤,豌豆菜花
慢性喉炎,菠菜豆腐汤
妊娠合并急性阑尾炎,紫菜冬瓜肉粒汤
胸壁深部软组织感染,烫空心菜
继发性痛经,芝麻土豆
白血病,白米粥
非酒精性脂肪肝病,黑芝麻红枣粥
言语和语言发育障碍,菠菜双蛋羹
甲状腺癌,肉粒萝卜干粥
多发性脑膜瘤,红枣菊花粥
混合型阴道炎,胡萝卜苹果汁
产后甲状腺炎,红焖加吉鱼
急性化脓性关节炎,鸡肉蘑菇汤
溢乳闭经综合征,豌豆粉丝汤
腹股沟肉芽肿,白扁豆粥
肺结节,猪肉玉米粥
小儿帕套综合征,奶汤炖鲈鱼
尿失禁,凉拌莲藕
全身化脓性感染,小白菜馅包子
胃溃疡出血,莲藕豆腐
妊娠合并子宫肌瘤,肉片烧菜花
老年人再生障碍性贫血,莲子红豆沙
骨的恶性纤维组织细胞瘤,罗汉果金银菜柿饼汤
中毒性肾病,鲫鱼平菇汤
巨人症,白菜包子
动脉阻塞或狭窄视网膜病变,黄瓜紫菜汤
晚期产后出血,猪肉青菜粥
胆石性肠梗阻,芝麻豆腐块
纳氏囊肿,炖青鱼
头痛,红豆莲藕粥
小儿先天性侏儒痴呆综合征,黄豆芽蘑菇汤
老年收缩期高血压,冬菜蚕豆
类固醇后脂膜炎,胡萝卜拌豆芽
糖尿病合并低血糖,大白菜饺
炎性乳腺癌,山药葡萄粥
微小病变性肾病,山药牛蒡汁
肉痹,荠菜汤
阿米巴痢疾,藕粉鸽蛋羹
类风湿性关节炎肾损害,三丝瓜羹
肱骨外髁骨折,雪菜牛肉粥
麻疹,紫菜冬瓜肉粒汤
肝海绵状血管瘤,小米蛋奶粥
休克,萝卜粳米粥
老年眩晕,双皮鲫鱼
急性蜂窝组织炎,白菜蛋花粥
支气管肺炎,杏仁粥
毛盘瘤,菠菜双蛋羹
脾良性肿瘤,双菇番茄黄瓜紫菜汤
阴缩,豆腐冬菇瘦肉汤
慢性蝶窦炎,凉拌芦笋
分泌性中耳炎,海带绿豆糖水
阑尾类癌,清汤香菇甲鱼
急性高原病,坚果丝瓜液
稻农皮炎,黑芝麻红枣粥
败血症,草菇莴笋汤
悬雍垂过长症,芹菜炒鸡蛋
水痘性角膜炎,卷心菜菠萝汁
慢性细菌性前列腺炎,香瓜菜
子宫内膜息肉,土豆泥牛奶粥
多发内生软骨瘤病,海米拌海蜇丝
蟹睛,菠菜炒生鱼片
剥脱性骨软骨炎,小白菜馅包子
小儿脑性瘫痪,花豆腐生菜瘦肉汤
小儿结核性脑膜炎,香菇油菜面筋粥
子宫颈平滑肌瘤,芝麻酱拌生菜
Shy-Drager综合征,红枣山药粥
良性前列腺增生,猕猴桃苡仁粥
肠毒性大肠埃希杆菌感染,怪味兔肉
小儿关节弯曲综合征,干荔枝煲粥
慢性骨髓炎,木瓜胡萝卜玉米粥
涎瘘,瑶柱生菜白菜汤
心绞痛,山楂糕
特发性面神经瘫痪,银耳莲子羹
大叶性肺炎,番茄鸡蛋煎饼
持续性枕后位难产,黄豆小米粥
弗郎西丝菌肺炎,双菇拌鸡肉
风疹,生菜鸡丝
小儿其他沙门菌感染,红萝卜西芹汁
发育不良痣,龙眼莲藕汤
先天性喉裂,鲜香菇煮豆腐
化脓性耳廓软骨膜炎,芝麻豆腐
小儿溶血尿毒综合征,豆薯小米粥
乳腺纤维肉瘤,冬瓜小豆鲤鱼汤
烧伤后急性肾功能衰竭,板栗烧白菜
乳腺癌肉瘤,百合炒西兰花
妇科综合,花生菠菜粥
小肠异物,芝麻小米粥
包涵囊肿,三鲜冬瓜汤
前房积血与青光眼,赤小豆鲤鱼汤
脉管炎,冬瓜鲢鱼汤
氨基酸尿症,生菜香菇
表皮囊肿,何首乌鸡蛋汤
脓毒性休克,西红柿莴笋
卵巢宫内膜样肿瘤,菠菜双蛋羹
气腹痛,山药薏米粥
泪腺炎,虾菇鲜肉水饺
鼻窦创伤,酸辣乌鱼蛋汤
先天性心包缺如或缺损,黑木耳芹菜粥
东方马型脑炎,银耳羹
单纯性肾囊肿,白菜清汤
中耳炎,红油竹笋
卵巢早衰,酸菜猪血汤
老年人吸入性肺炎,草莓菠菜汁
旋转带肌腱炎,卤汁豆腐
砣疣,绿豆荷叶粥
咽角化症,鸡蛋布丁
慢惊风,花生牛奶炖银耳
甲状腺结核,扁豆瘦肉汤
小儿过敏性支气管炎,豆腐皮粥
肝性血卟啉病综合征,西瓜汁
人为性皮炎,番茄葡萄汁
淋巴结核,玉米粉燕麦粥
热带口炎性腹泻,素炒扁豆
十二指肠憩室,小米烙饼
结节性脂膜炎,花生杏仁粥
粘液表皮样癌,菠菜双蛋羹
髂腹股沟神经干痛,蛋黄碎牛肉粥
枕叶肿瘤,罗汉果金银菜柿饼汤
化学液体吸入,小米素羹
法洛四联症,菠菜汤
开放性手外伤,赤豆牛肉汤
扭转痉挛,芹菜牛肉粥
脊髓炎,玉米粉燕麦粥
鼻外伤,茅根竹蔗薏米水
上腔静脉综合征,牛肉豆腐羹
垂体性矮小病,仔姜鸭片
肩关节周围炎,鸡肉竹笋汤
抗-HCVAg阳性,玉竹白菜
桡骨下端骨折,桂圆栗子粥
热带口炎性腹泻,芝麻山药饼
毛圆线虫病,双菇番茄黄瓜紫菜汤
下颌下隙感染,香浓玉米汤
直肠息肉,小白菜馅包子
外阴毛囊炎,怪味木耳菜
霍乱,清蒸蛋羹
二尖瓣狭窄,素炒菠菜
脑脊液漏,西瓜羹
脾功能亢进症,香菇鸡粒粥
外阴乳头状瘤,瑶柱生菜白菜汤
鳞状细胞癌,花样果肉薏米粥
风疹,鸭肉菜包
肺癌脑转移,小米蛋奶粥
产后血虚热,当归生姜羊肉汤
肱骨小头骨折,油豆腐炒小白菜
巨大儿,鸡肉蛋花木耳汤
尿道结核,玉米面发糕
胆囊息肉,红枣香菇汤
分裂情感性障碍,番茄西米粥
假性高血压,木瓜胡萝卜玉米粥
宫颈癌前病变,木瓜胡萝卜玉米粥
缺水和缺钠,苹果雪梨生鱼汤
失眠抑郁,萝卜生菜汤
脑病,菜花泥子汤
急性呼吸窘迫综合征,姜汁黄瓜
外阴炎,蚕豆粥
急性淋巴结炎,花生杏仁粥
疣,香菇素包
