start,end
多形红斑,败血症
回归热型结节性非化脓性脂膜炎,风湿热
巨人症与肢端肥大症,骨质疏松
肺淀粉样变性,多重肺部感染
小儿苯丙酮尿症,癫痫
老年人蛛网膜下腔出血,脑梗死
先天性髋内翻,脊柱侧凸
输尿管脱垂,肾积水
小儿周期性低血钾性麻痹,心力衰竭
肠毒性大肠埃希杆菌感染,脱水
隐孢子虫病,电解质紊乱
囊虫病,视网膜脱离
脊髓内出血,尿路感染
老年人蛛网膜下腔出血,消化道出血
老年人甲状腺功能低下,全身黏液性水肿
脊疳,口臭
急进性肾小球肾炎,腹水
小颌畸形综合征,肺心病
结核性脊髓炎,网膜炎
成人型女性乳房肥大症,湿疹
不射精症,抑郁症
睾丸损伤,不孕不育
先天性肝纤维化,胰腺囊肿
小儿缺铁性贫血,小儿营养不良
鼻结核,鼻出血
单发脑梗死性痴呆,尿路感染
膀胱炎,尿路感染
肱骨内上髁炎,滑囊炎
小儿后尿道瓣膜,败血症
老年期抑郁症,闭经
间质性肺炎,呼吸衰竭
小儿糖吸收不良,电解质紊乱
大汗腺癌,头痛
脊髓梗死,尿路感染
喉刺伤,喉狭窄
心脏乳头样弹性纤维瘤,心绞痛
假痛风性关节炎,关节疼痛
反射性神经障碍症,瘫痪
慢性进行性舞蹈病,进行性肌营养不良症
肠易激综合征,胃肠道功能紊乱
骨膜性软骨瘤,骨膜炎
心功能障碍,急性心包炎
异位胰腺,腺癌
炎症性肠道疾病及其伴发的葡萄膜炎,心包炎
嗜血细胞综合症,肝肿瘤
长Q-T间期综合征,猝死
缺血性脑卒中,褥疮
第Ⅱ、Ⅲ型脊髓血管畸形,性功能障碍
小儿传染性单核细胞增多症,心肌炎
缺血性肠炎,肠梗阻
支原体感染,盆腔炎
多睾症,腹股沟斜疝
小儿糖原贮积病Ⅶ型,高尿酸血症
乙胺嘧啶中毒,昏迷
金疮,呼吸性酸中毒
小儿肺炎,小儿支气管扩张
翼下颌间隙感染,吞咽困难
特发性心室颤动,阿-斯综合征
高尿酸血症肾病,肾囊肿
虚寒泄泻,腹痛
急性会厌炎,肺水肿
舌白斑,舌癌
胆固醇脓胸,阿尔茨海默病性痴呆
喉粘液囊肿,急性扁桃体炎
口腔颌面部毛细管型淋巴管瘤,囊状淋巴管瘤
埃布斯坦综合征,脑脓肿
小儿单纯肺动脉口狭窄,脑脓肿
新生儿呼吸暂停,脑病
颜面部疖痈,脓毒症
肌张力不全型脑瘫,智力低下
嗜碱性粒细胞白血病,胃溃疡性穿孔
Milk-Alkali综合征,肾功能衰竭
胫骨应力骨折,骨折
棘球蚴病,腹痛
红斑狼疮,肺炎
完全性房室传导阻滞,脑栓塞
温虐,咳嗽
小儿蛋白质-能量营养不良,低血糖症
眼部猪囊尾蚴病,玻璃体混浊
手干裂,细菌感染
点状内层脉络膜病变,视网膜脱离
青春期功能失调性子宫出血,贫血
癌症伴发的精神障碍,抑郁症
脊髓灰质炎,肺不张
癫痫伴发的精神障碍,精神分裂症
多骨纤维发育不良,高泌乳素血症
髌骨不稳定,髌骨脱位
惠普尔病,低血压
肠系膜上静脉血栓形成,水肿
肺疟疾病,呼吸衰竭
脉络膜黑色素瘤,青光眼
男性特纳综合征,隐睾
髋关节结核,肌肉萎缩
小儿横纹肌肉瘤,肠梗阻
小儿糖原贮积病Ⅴ型,急性肾功能衰竭
膀胱颈挛缩,肾功能不全
舒张性心力衰竭,肾功能不全
盲肠肉芽肿,暴发性肝炎样综合征
胃纳呆滞,消化不良
大咯血,肺不张
轮状病毒所致胃肠炎,病毒性心肌炎
乳房缺少症,急性乳腺炎
肛管损伤,肛门失禁
肛门外伤,肛瘘
颈部开放性损伤,吸入性肺炎
微小度数斜视,屈光不正
外伤后头痛,失眠
经腹会阴直肠癌根治术后盆底腹膜疝,腹痛
支气管病,老年人肺心病
急性粒细胞性白血病,肺炎
镰状细胞性肾病,慢性肾功能衰竭
老年性心瓣膜病,感染性心内膜炎
肝咳,咳嗽
微小病变型肾病,冠心病
早搏,心性猝死综合征
弥漫性血管内凝血,脑栓塞
角膜葡萄肿,白内障
盲肠肉芽肿,肠道菌群失调症
妊娠合并动脉导管未闭,肺动脉口狭窄
难产,出血性休克和脑病综合征
高泌乳素血症,性欲减退
小儿急性喉气管支气管炎,肺炎
风温,痞满
羊水过少,胎儿窘迫
小儿暑温,小儿惊厥
异位急性阑尾炎,肝脓肿
银屑病甲,肾功能衰竭
新生儿脓疱病,败血症
上肢深静脉血栓形成,心血管和血栓栓塞综合征
营养代谢障碍疾病,结节性甲状腺肿
小儿淹溺,心律失常
食管病,便血
小儿右肺中叶综合征,贫血
颅咽管瘤,尿崩症
腓总神经卡压症,腓骨肌萎缩症
珠蛋白生成障碍性贫血视网膜病变,视网膜脱离
汉坦病毒肺综合征,低血压
垂体卒中,尿崩症
妊娠恶阻,恶心和呕吐
特发性阻塞性细支气管炎伴机化性肺炎,过敏性肺炎
急性化脓性甲状腺炎,血栓形成
急性心力衰竭,血栓形成
先天性尺骨缺如,骨折
自身免疫性肝硬化,肝硬化腹水
精子增多症,嗜睡症
老年人肺气肿,弥漫性血管内凝血
伪聋,突发性耳聋
沙雷菌肺炎,感染性休克
言语和语言发育障碍,儿童孤独症
系统性红斑狼疮性巩膜炎,血管炎
查加斯病,室性期前收缩
血管畸形引起的吞咽困难,膈疝
原发性限局性皮肤淀粉样变,湿疹
阑尾肿瘤,贫血
颅内静脉血栓形成,意识障碍
抗体免疫缺陷病,心肌炎
肢端肥大症,尿崩症
继发性铁粒幼细胞性贫血,心力衰竭
先天性心脏病,心力衰竭
未分化结缔组织病,血管炎
青霉病,心包炎
氨气中毒,呼吸衰竭
小儿流行性感冒,中耳炎
骨血管内皮细胞瘤,骨折
高血压眼病,结膜炎
虹膜睫状体炎,视网膜脱离
肾虚耳鸣,肾盂肾炎
角膜损伤,眼球内炎
完全性大动脉错位,房室传导阻滞
小儿脉络丛乳头状瘤,共济失调
酒精性肝炎,肝性脑病
小儿腺病毒性肺炎,腹痛
老年人高脂血症,动脉硬化
水过多,脑疝
联合瓣膜病变,急性肺水肿
复发性风湿病,水肿
老年人甲状腺功能亢进症,心律失常
念珠菌性包皮龟头炎-测试,附睾炎
门静脉血栓形成,食管胃底静脉曲张及其破裂出血
急性鼻炎,病毒性心肌炎
胃平滑肌肉瘤,上消化道出血
溶血性链球菌性坏疽,脓毒症和菌血症
大叶性肺炎,脓胸
小儿注意缺陷障碍,品行障碍
小儿播散性脂肪肉芽肿综合征,呼吸道感染
高免疫球蛋白E综合征,脓胸
非性病性梅毒,梅毒性心血管病
腹壁纤维肉瘤,贫血
胰腺囊性纤维性变,糖尿病
胎毒,胎热
小儿中耳炎,脓肿
急性肾小球肾炎,急性肾功能衰竭
乙状窦血栓性静脉炎,脑膜炎
贲门失弛缓症,贲门癌
热烧伤,急性肾功能衰竭
遗传性肾炎,自身免疫性甲状腺疾病相关肾病
胰腺假性囊肿,休克
红斑型天疱疮,疤痕
空肠、回肠憩室,腹痛
儿童白斑,贫血
头-面血管瘤综合征,视神经萎缩
高致病性禽流感病毒感染,休克
恶性雀斑样痣,雀斑
慢性心力衰竭,肺炎
肝肿瘤,贫血
Bazin硬红斑,血管炎
肱骨头骨折,粉碎性骨折
乙肝,肝癌
脊髓内脓肿,尿潴留
脊髓空洞症,眩晕
慢性心功能不全,黄疸
骨盆骨折,腹膜后血肿
心脏脂肪瘤,心律失常
过敏性阴道炎,阴道毛滴虫病
静脉曲张,淤积性皮炎
臭汗恐惧症,抑郁症
产后劳伤,腰肌劳损
进食障碍,白细胞减少症
脑血管病,脑疝
阴挺,便秘
生理性卵巢囊肿,卵巢重度水肿
伤食泄泻,脾虚泄泻
黏多糖贮积症Ⅰ型,支气管炎
弯曲菌感染,关节炎
H7n7,胸腔积液
痞满,胃癌
回归热型结节性非化脓性脂膜炎,肝硬化
肝火上炎证,便秘
先天性厚甲症,黏膜白斑
眼外伤,交感性眼炎
浆细胞瘤,高尿酸血症
黑热病,肿胀
胃良性肿瘤,幽门梗阻
舌扁平苔藓,舌下间隙感染
颌面部淋巴管瘤,开合
垂痈,口腔炎
腹裂,硬肿症
潜水性内耳损伤,耳鸣
小儿巨幼细胞性贫血,鼻出血
胸腺瘤,肾病综合征
阵发性室性心动过速,猝死
环状红斑,肺癌
异位性皮炎,单纯疱疹
过敏性血管炎,过敏性紫癜
老年人肥厚型心肌病,猝死
瘰疬,肺结核
硬脊膜下脓肿,躯体感觉障碍
瘢痕疙瘩,瘢痕癌
硫化氢中毒,急性呼吸窘迫综合征
志贺菌病,关节炎
胶质母细胞瘤,脑水肿
疫斑热,心律失常
蓖麻子中毒,心力衰竭
老年人非霍奇金恶性淋巴肿瘤,尿潴留
焦磷酸钙沉积病,高尿酸血症
眼部猪囊尾蚴病,青光眼
法洛四联症,脑脓肿
蝶骨嵴脑膜瘤眼部病变,癫痫
喘息样支气管炎,支气管哮喘
吡唑酮类中毒,高血压
淤胆型肝炎,肝癌
旋转隐斜,头痛
黑头粉刺痣,瘢痕疙瘩
磨牙,口臭
脊椎结核,植物神经功能紊乱
不孕不育,内分泌失调
组织胞浆菌病,疤痕
卵巢环管状性索肿瘤,腹痛
心包积液,心力衰竭
淀粉样变性,小儿充血性心力衰竭
中毒性肾病,急性肾功能衰竭
传染性单核细胞增多,心肌炎
晶状体异位,角膜病
小儿先天性外胚层发育不良综合征,吞咽困难
肛门尖锐湿疣,衣原体感染症
高血压病视网膜病变,视网膜静脉阻塞
妊娠合并红细胞增多症,胆结石
小儿脊髓性肌萎缩,营养不良
骨干续连症,膝内翻
回归热,肺炎
小儿指甲-髌骨综合征,骨关节炎
等渗性脱水,休克
神经内分泌肿瘤皮肤转移,神经内分泌肿瘤皮肤转移
肉毒中毒,肺炎
囊性纤维化,关节炎
幼年型类风湿病,肌肉萎缩
小儿支气管肺炎,脑膜炎
酒精性脂肪肝,肝肾综合征
酒中毒性周围神经病,直立性低血压
胃溃疡性穿孔,感染性休克
食管炎,缺铁性贫血
高原红细胞增多症,心脏病
蛔虫性急性胰腺炎,糖尿病
肾性水肿,肾小球肾炎
剥脱性骨软骨炎,创伤性关节炎
下丘脑综合征,高钠血症
痛性肥胖病,痴呆
妊娠合并甲亢,妊高征
小儿埃莱尔-当洛综合征,脐疝
老年人脑出血,高血压
经行泄水,贫血
婴儿指趾纤维瘤病,败血症
急进性肾炎,上消化道出血
氟牙症,腹泻
老年人急进性肾炎,心脏病
限制型心肌病,动脉栓塞
小儿心房扑动,猝死
妊娠呕吐,昏迷
老年人甲状腺功能亢进症,特发性血小板减少性紫癜
吡唑酮类中毒,肝炎
下颌下隙感染,喉水肿
羊水栓塞,猝死
甲状舌管囊肿与鳃裂囊肿,鳃裂瘘管
下颌下间隙感染,喉阻塞
类鼻疽,前列腺炎
老年人嗜铬细胞瘤危象,脑出血
无胆色素尿性黄疸综合征,红斑
胆管结石与胆管炎,感染性休克
微病毒B19感染性风湿病,葡萄糖-6-磷酸脱氢酶缺乏症
视网膜分支动脉阻塞,视网膜中央静脉阻塞
结节性痒疹,湿疹
特发性急性小管间质性肾炎,贫血
肺错构瘤,支气管扩张
碘源性甲亢,甲亢性心脏病
镰状细胞贫血,骨髓炎
完全性大动脉错位,心力衰竭
类风湿关节炎,关节脱位
医源性气管及主支气管损伤,肺炎
老年人甲状腺功能亢进症,休克
Machado-Joseph病,共济失调
瞀瘛,神昏
肾髓质囊性病,肾结石
老年人糖尿病肾病,昏迷
兔热病,骨髓炎
小儿嘌呤核苷酸磷酸化酶缺乏,自身免疫性溶血性贫血
外阴基底细胞癌,皮肤癌
肌阵挛性小脑协调障碍,褥疮
神经系统先天性疾病,植物神经功能障碍
恶性高血压视网膜病变,抽搐与惊厥
甲状旁腺功能减退性心肌病,心力衰竭
Marie-Bamberger综合征,关节痛
克雷白杆菌属感染,支气管炎
小儿卡肺囊虫肺炎,小儿急性呼吸窘迫综合征
皮肤病,脓包疮
利德尔综合征,肿胀
功能性呕吐,胃扭转
壮热,伤寒
老年人慢性淋巴细胞白血病,贫血
露阴癖,窥阴癖
小儿回盲肠综合征,电解质紊乱
慢性淋巴细胞性甲状腺炎,系统性红斑狼疮
胎儿宫内窘迫,胎死宫内
薄肾小球基底膜病,高血压
小儿时期常见的呕吐,吸入性肺炎
过敏性急性小管间质性肾炎,急性肾功能衰竭
遗传性肾炎,球后视神经炎
梅毒性葡萄膜炎,视网膜脱离
癔病性昏厥,焦虑症
老年性心瓣膜病,心力衰竭
青少年及小儿卵巢肿瘤,青少年及小儿卵巢肿瘤
臀肌挛缩症,三叉神经痛
小儿维生素E缺乏病,视网膜病变
血管病,肺栓塞
顿呛,咳嗽
慢性肥厚性鼻炎,三叉神经痛
睡眠呼吸暂停综合征,肺功能衰竭
小儿喘息样支气管炎,哮喘
开合,热汗
食管念珠菌感染,念珠菌病
多囊肝,肝硬化
小儿发烧,脑水肿
畸形性吞咽困难,食管癌
脉络膜缺损,黄斑囊样水肿
流行性感冒,细菌性肺炎
老年人黏液性瓣膜病,脑栓塞
衣原体肺炎,甲状腺炎
Kartagener综合征,慢性鼻炎
十二指肠先天性狭窄,贫血
早泄,阳痿
腹壁切口疝,腹痛
急性化脓性脊髓炎,脊髓损伤
急性肺水肿,多系统器官功能衰竭
烧伤,肾功能衰竭
蔗尘肺,肺纤维化
过敏性哮喘,慢性肺源性心脏病
小儿阵发性室上性心动过速,心源性休克
假性肠梗阻,营养不良
头-面血管瘤综合征,隐睾
代谢性白内障,慢性进行性眼外肌麻痹
卵巢肿瘤破裂,畸胎瘤
疱疹,恶心和呕吐
眼部带状疱疹,虹膜炎
口腔颌面部皮样、表皮样囊肿,吞咽困难
小儿人类细小病毒B19感染,贫血
进食障碍,腹胀
非淋球菌性细菌性关节炎,脑膜炎
海鱼分枝杆菌感染,脓毒症
小儿先天性直肠肛门畸形,肾积水
颈部开放性损伤,脑膜炎
爆裂性眼眶骨折,前房积血
弥漫性筋膜炎,再生障碍性贫血
病毒性出血热,脑膜炎
赤脉传睛,结膜炎
脂质沉积性肌病,低血糖症
眼眶血管外皮瘤,眼睑闭合不全
弱视,先天性白内障
耳疔,头痛
风热感冒,喉炎
盆底痉挛综合症,痔疮
抽动秽语综合征,强迫症
颅狭症,唇裂
冠状动脉终止异常,充血性心力衰竭
吞咽困难,反流性食管炎
先天性风疹综合征,神经性耳聋
小儿肠吸收不良综合征,贫血
胸壁骨肿瘤,胸壁软组织肿瘤
小儿硬脑膜外血肿,癫痫
皮肤平滑肌瘤,表皮样囊肿
近视,屈光参差
皮样表皮样囊肿,脊柱裂
中暑痉挛,呼吸性碱中毒
酒中毒性小脑变性,心肌梗死
甲状旁腺功能亢进性心肌病,肾功能衰竭
血瘤,血管网织细胞瘤
急性上呼吸道感染,心肌炎
跟痛症,跟骨骨髓炎
颈腰综合征,颈椎间盘突出症
脊髓损伤,呼吸道感染
维生素A摄入过多,多种抽动综合征
急性泪腺炎,干燥性角结膜炎
继发性系统性淀粉样变,血管炎
肝胆湿热,腹胀
老年人结节病,心力衰竭
新生儿肝炎,小儿肝性脑病
致心律失常性右室心肌病,猝死
克里格勒-纳贾尔综合征,昏迷
盆腔结缔组织炎,盆腔腹膜炎
脑膜炎球菌性脑膜炎,尿路感染
腱病,骨关节炎
昏厥,意识障碍
小儿霉甘蔗中毒,呼吸衰竭
巨细胞病毒感染,肺炎
门静脉高压性胃病,腹水
遗传性感觉神经病,角膜溃疡
低血容量性休克,休克
空巢综合症,老年痴呆
肝纤维化,胆汁性肝硬化
慢性肉芽肿病,肺脓肿
职业性皮肤癌,肾功能衰竭
眼弓蛔虫病,斜视
老年人黏液性瓣膜病,晕厥
胃空肠输入袢综合征,休克
上干型胸廓出口综合征,耳鸣
小儿尿道下裂,肾盂输尿管连接部梗阻
风牵偏视,中风
夏季热,中暑
金疮,肺炎
项痹,意识障碍
肾钙乳,尿道结石
急性化脓性甲状腺炎,甲状腺功能减退
小儿骶尾部畸胎瘤,便秘
中暑痉挛,窦性心动过速
流行性脑脊髓膜炎,附睾炎
帽状腱膜下脓肿,外伤性硬膜下积液
铅中毒引起的溶血性贫血,贫血
鼻部穿通性毛囊炎,鼻炎
小儿肾血管性高血压,急性肾功能衰竭
慢性鼻咽炎,咽囊炎
肺组织细胞增生症,气胸
肾动静脉瘘,先天性心脏病
二度房室传导阻滞,晕厥
失语症,记忆障碍
POEMS综合征,多发性骨髓瘤
获得性免疫缺陷综合征的神经系统表现,弓形虫病
小儿丘疹性肢皮炎综合征,肝炎
燥邪犯肺,糖尿病
过敏性结肠炎,肛管、直肠、结肠狭窄
客忤,小儿癫痫
食管中段憩室,食管憩室
小儿生殖细胞瘤,贫血
脓毒症,弥漫性血管内凝血
急性眼眶蜂窝织炎,视神经炎
喉肿瘤,败血症
手术后反流性胃炎,肺炎
血尿,肾肿瘤
原发性巨球蛋白血症,肾病综合征
颈部开放性损伤,心律失常
耳鸣,咽鼓管阻塞
肩胛颈及肩胛盂骨折,骨折
曲霉球,胸膜炎
翼状胬肉,散光
梅克尔憩室,腹膜炎
肛乳头瘤,便秘
膀胱输尿管反流,尿路感染
食管蹼和食管环,食管破裂
胃轻瘫综合征,神经性厌食症
癫痫性精神障碍,躯体感觉障碍
小儿先天性外胚层发育不良综合征,中暑
新生儿化脓性脑膜炎,脑疝
老年人吸入性肺炎,意识障碍
溃疡性肠炎,下消化道出血
神经发育迟滞,脑萎
流感嗜血杆菌感染,乳突炎
完全性大动脉错位,脑出血
鼠咬热,肝炎
老年人甲状腺功能亢进症,红斑狼疮
化脓性鼻窦炎,化脓性脑膜炎
硬斑,硬皮症伴发的精神障碍
继发性化脓性腹膜炎,肠梗阻
咳嗽,高血压
乳疬,乳房导管内乳头状瘤
盆腔炎,感染性休克
十二指肠腺癌,黄疸
外阴梅克尔细胞癌,毛发上皮瘤
肺动静脉瘘,血胸
三尖瓣闭锁不全,心律失常
项痹,植物神经功能紊乱
硬化型骨髓炎,骨质增生
输卵管妊娠,腹膜后间隙出血
维生素A摄入过多,肠梨形鞭毛虫病
小儿先天性面肌双瘫综合征,暴露性角膜炎
子宫复旧不全,盆腔炎
妇产科静脉血栓病,猝死
厌氧菌肺炎,脓胸
皮肤幼虫移行症,全身化脓性感染
关节退行性变,关节疼痛
智能障碍,痴呆
包茎过长,包皮龟头炎
菌血症,脑膜炎
肩锁关节脱位,肩关节脱位
肺脓肿,气胸
丙酮酸激酶缺乏症,胆石症
肺心病,心律失常
小儿神经管畸形,唇裂
急性非特异性睾丸炎,睾丸炎
压迫性视神经病变,视神经萎缩
新生儿低钠血症,新生儿惊厥
玻璃体混浊,青光眼
牙体缺损,牙周炎
肺结核,心脏病
小儿偏头痛,眼球震颤
急性肾功能衰竭,高血压
甲癣,甲沟炎
小儿烟酸缺乏病,周围神经炎
乳腺结节-测试,乳房疼痛
血栓性血小板减少性紫癜,溶血性贫血
肝素诱导性血小板减少症,白血病
甲亢性心脏病,心肌梗死
涎腺癌,涎瘘
老年人吸入性肺炎,心律失常
脑痨,恶心和呕吐
脱疽,心气虚
股骨髁骨折,水肿
胃恶性淋巴瘤,肠梗阻
儿童焦虑症,抑郁症
股骨颈骨折,缺血性坏死
小儿完全性肺静脉异位连接,多重肺部感染
膀胱白斑病,膀胱炎
原发性下肢深静脉瓣膜关闭不全,湿疹
大动脉炎,心肌梗死
硬斑,硬皮病食管
I型肾小管性酸中毒,肾功能不全
结肠炎,结肠癌
周期性麻痹,吞咽困难
布氏菌肺炎,败血症
化脓性脑膜炎,化脓性关节炎
心肌梗死后心包炎,急性心肌梗死
乳腺腺病,乳腺癌
小儿肾积水,尿路感染
生殖器疱疹,脑膜炎
内脏血吸虫炎,腹水
近视,视网膜脱离
创伤性枢椎前滑脱,脊椎外伤
硫化氢中毒,谵妄
骶尾部畸胎瘤,便秘
先天性小肠闭锁和肠狭窄,手足发绀症
地中海贫血,脾功能亢进
失眠症,中风
老年人非霍奇金恶性淋巴肿瘤,肠套叠
完全性房室传导阻滞,心律失常
小儿遗传性痉挛性截瘫,智力低下
头-面血管瘤综合征,脊柱裂
心肌梗死,胸膜炎
颞骨岩部炎,乳突炎
锁骨下动脉盗血综合征,意识障碍
哕,肺炎
精囊结石,男性不育症
小儿气管、支气管异物,肺脓肿
小儿心内膜弹力纤维增生症,脑栓塞
外层渗出性视网膜病变,虹膜睫状体炎
锥虫病,血栓形成
佝偻病,漏斗胸
纤维软骨间质瘤,多发性骨髓瘤
获得性免疫缺陷综合征视网膜病变,Kaposis肉瘤
小儿食管化学性烧伤,喉水肿
自身免疫性甲状腺疾病相关肾病,甲状腺腺瘤
肛门失禁,腹泻
寰椎沟环畸形,昏迷
丝虫病,乳糜尿
小儿结节病,血尿
二尖瓣、主动脉瓣和三尖瓣的合并疾患,肺动脉高压
甲状腺功能异常伴发的精神障碍,酒中毒性痴呆
小儿多发性肾小管功能障碍综合征,小儿营养不良
鹅口疮,脱水
脚癣,浅部急性淋巴结炎和淋巴管炎
先天性垂直距骨,神经纤维瘤
单纯性疱疹,意识障碍
软下疳,包茎
过敏性紫癜,哮喘
开放性骨折,静脉血栓形成
睑缘炎,结膜炎
急性胆囊炎,胆汁性腹膜炎
骨质软化症与佝偻病,喉痉挛
妊娠合并慢性肾上腺皮质功能减退,低血糖
颅内出血,褥疮
高胡萝卜素血症,抑郁症
疱疹,尿潴留
高渗性脱水,休克
性变态,人格障碍
急性肾功能不全,电解质紊乱
慢性心力衰竭,咯血
外阴毛囊炎,脓疱疮
白塞病性巩膜炎,巩膜炎
项痹,颈椎病
小儿急性化脓性关节炎,缺血性坏死
地图舌,舌下间隙感染
小儿休克,酸中毒
继发性痛经,子宫内膜异位症
小儿心搏呼吸骤停与心肺复苏术,小儿惊厥
明癣,红斑
新生儿急性肾功能衰竭,低钙血症
病毒性上呼吸道感染,肾小球肾炎
流行性斑疹伤寒,急性肾炎
腰椎滑脱,尿路感染
内痔,肛门失禁
肉痉,失眠
乳房丝虫病,乳房肿块
颞叶癫痫,记忆障碍
小儿颈椎融合综合征,尿毒症
老年人胆囊炎,休克
老年人乳头肌功能不全和断裂,心源性休克
风疹,消化道出血
银屑病关节炎性巩膜炎,白内障
肋间神经痛,主动脉瘤
毛细胞白血病,结节性多动脉炎
眼球穿孔伤,眼内异物
小儿血管瘤,听力障碍
人工流产,完全流产
阴道异物,粪瘘
驱蛔灵中毒,昏迷
胎儿乙醇综合征,脑积水
蛔虫病,癫痫
虚疟,疟疾
溢饮,肿胀
牙体缺损,牙列稀疏
农药中毒,猝死
尿毒症,心力衰竭
脑胶质瘤,智能障碍
中心性浆液性脉络膜视网膜病变,脉络膜出血
婴幼儿脐疝,腹膜炎
食管其他恶性肿瘤,食管癌
输入袢综合征,休克
肝脏类癌,腹胀
炎性肠病性关节炎相关巩膜炎,眼眶蜂窝织炎
热痉挛,低镁血症
幼淋巴细胞白血病,中枢神经系统白血病
急性咽炎,脓肿
新生儿硬肿症,代谢性酸中毒
家族性抗维生素D佝偻病,重症肌无力
圆翳内障,便秘
慢性鼻炎,中耳炎
镍中毒,咳嗽
复发性外阴阴道念珠菌病,淋病
士的宁中毒,手足发绀症
左心室双出口,肺动脉口狭窄
小儿急性肾功能衰竭,充血性心力衰竭
颅内静脉窦血栓形成,海绵窦血栓
节育手术并发症,宫外孕
单纯性外阴阴道念珠菌病,尖锐湿疣
潜伏梅毒,梅毒
胆总管囊肿,胰腺炎
副肿瘤性小脑变性,痴呆
腰骶部脂肪疝,股疝
小儿触电与雷击,电烧伤
腺样囊性癌,面瘫
小儿急性中毒,电解质紊乱
胃节律紊乱综合征,功能性消化不良
小儿室间隔缺损,心力衰竭
吐失,皮肌炎
家族性进行性色素沉着,抑郁症
急性乳突炎,乙状窦血栓性静脉炎
遗传性感觉神经病,吞咽困难
急性白血病,高尿酸血症
颌骨骨折,口腔溃疡
肥大性龈炎,牙周脓肿
脑血管痉挛,耳鸣
妊娠期心脏病,亚急性感染性心内膜炎
先天性直肠肛门畸形,肠梗阻
脑垂体腺瘤,失语症
一度房室传导阻滞,阵发性室性心动过速
伴有虹膜睫状体炎的继发性青光眼,视网膜脱离
原发性非调节性内斜视,弱视
横位难产,胎膜早破
发育不良痣,恶性黑色素瘤
铜绿色假单胞菌肺炎,消化道出血
胃石症,胃溃疡
放射病,肠梗阻
脉络膜出血,眼病
牙龈瘘管,牙龈炎
颌骨造釉细胞瘤,磨牙
枕叶肿瘤,视神经萎缩
十二指肠淤积症,肠梗阻
隐匿型冠状动脉粥样硬化性心脏病,缺血性心肌病
泡性眼炎,角膜炎
鼓膜穿孔,中耳炎
腹主动脉缩窄,心力衰竭
膜性肾小球肾炎,间质性肾炎
胁痛,胆囊炎
遗传性血管性水肿,腹泻
淋球菌性结膜炎,青光眼
小颌畸形综合征,肺不张
软产道异常性难产,新生儿窒息
妊娠合并心脏病,感染性心内膜炎
Ⅲ型超敏反应性疾病,休克
新生儿先天性膈疝,新生儿呼吸窘迫综合征
眼睑基底细胞癌,眼睑基底细胞癌
下肢交通静脉瓣膜关闭不全,血管活性肠肽瘤
宾斯旺格病,褥疮
小儿葡萄状肉瘤,尿潴留
骨外软骨肉瘤,贫血
甲亢性心脏病,二尖瓣脱垂综合征
疣状血管瘤,运动障碍疾病
颅骨骨折,外伤性癫痫
重复肾盂输尿管畸形,尿潴留
脑血管病,肾功能衰竭
先天性巨细胞包涵体病,视网膜炎
肺球孢子菌病,咯血
慢性肺炎,多系统器官功能衰竭
小儿法洛四联症,脑脓肿
盲肠肉芽肿,便秘
卵巢支持-间质细胞瘤,性早熟
出血性脑中风,老年人脑心综合征
小儿特发性血小板减少性紫癜,血尿
先天性喉裂,腭裂
老年人风湿性心脏病,充血性心力衰竭
病毒性睑皮炎,巩膜炎
淋巴癌,痒疹
回归热,多形红斑
闭合性颅脑损伤,昏迷
间插血吸虫病,肠梗阻
妊娠合并获得性免疫缺陷综合征,淋巴瘤
慢性宫颈炎,附件炎
致死性肝内胆汁淤积综合征,致死性肝内胆汁淤积综合征
小儿α1-抗胰蛋白酶缺乏症,肺气肿
小儿动力性肠梗阻,代谢性酸中毒
小肠扭转,休克
浆细胞白血病,多发性骨髓瘤
外伤性白内障,交感性眼炎
希尔德病,褥疮
酒精性肝硬化,肝肾综合征
腘肌肌腱炎,骨折
小肠腺瘤,肠套叠
视网膜动脉阻塞,视神经萎缩
老年便秘,痔疮
急性化脓性腹膜炎,酸中毒
椎间隙感染,截瘫
化脓性盆腔血栓静脉炎,脓毒症
足跟瘀斑,紫癜
中间葡萄膜炎,青光眼
羊痘,关节炎
肾虚,慢性支气管炎
排卵障碍,闭经
口蹄病,乳腺炎
淋巴丝虫病,睾丸炎
外阴天疱疮,恶性肿瘤
高钠血症,休克
腹主动脉瘤,肠瘘
新生儿肝脾肿大,肺脓肿
肌肉萎缩,重症肌无力样综合征
先天性髋关节外展挛缩和骨盆倾斜,髋关节脱位
溶血性黄疸,溶血性贫血
小儿加压素分泌过多综合征,小儿惊厥
老年人肺气肿,肺栓塞
胼胝,鸡眼
瘰疬分枝杆菌感染,丹毒
疱疹性咽峡炎,脑膜炎
口腔颌面部损伤,口腔颌面部囊肿
气瘤,色素斑
维生素A摄入过多,儿童口吃
单纯性肺嗜酸性粒细胞浸润症,慢性嗜酸性粒细胞性肺炎
皮肤软骨瘤,骨折
妊娠合并心室间隔缺损,心律失常
单眼双上转肌麻痹,斜视
下消化道出血,贫血
苯丙胺中毒,脑出血
心肌梗塞并发心室间隔穿破,咯血
老年人吸入性肺炎,休克
上颌窦癌,颈淋巴结结核
新生儿脐炎,化脓性门静脉炎
螺菌病,肾小球肾炎
软腭癌,吞咽困难
原发性皮肤滤泡中心细胞性淋巴瘤,老年人结节病
