start,end
眼部神经纤维瘤病,眼及眶区CT检查
小儿尖头并指趾综合征,血液生化六项检查
组织细胞坏死性淋巴结炎,CT检查
脊髓小脑变性症,颅脑CT检查
致心律失常性右室心肌病,多普勒超声心动图
三尖瓣关闭不全,腹部搏动检查
单纯疱疹病毒性角膜炎,角膜病灶刮片
十二指肠壅积症,上消化道X线钡餐
膝关节半月板损伤,半蹲试验
枢椎齿突骨折,脊椎平片
恶性萎缩性丘疹病,涂片
小儿戊型病毒性肝炎,尿常规
婴幼儿脐疝,钼靶X线检查
原发性十二指肠恶性淋巴瘤,脱落细胞检查
腹裂,动脉血气分析
痰火,肺和胸膜叩诊
滑膜囊肿,CT检查
毒蕈中毒,尿常规
小儿骨软骨瘤,四肢的骨和关节平片
空调病,血液生化六项检查
子宫内膜间质肉瘤,多普勒超声心动图
混合型肾小管性酸中毒,氯化铵负荷试验
小儿呕吐,内镜检查
狼疮肾炎,抗淋巴细胞抗体（ALA）
心厥,便常规
宫颈复发癌,涂片
传导性耳聋,听力图
肠道菌群失调症,便常规
眼外肌病及弱视,眼球运动检查
输入袢综合征,胃肠道CT检查
麦格综合征,免疫学检测
伤寒,中性分叶核粒细胞
小儿胃肠道异物及异物性肠梗阻,血常规
脚气病性心脏病,心电图
眼底出血,压颈试验
小儿血管性血友病,血常规
血管炎,血清C1q
眼假组织胞质菌病综合征,造影检查
单纯疱疹病毒肺炎,放射免疫分析
心脏黏液瘤,抗心肌抗体
巨幼细胞性贫血,血清乳酸脱氢酶
叶酸缺乏所致贫血,骨髓象分析
动脉栓塞,冠状动脉造影
痛风石,血尿酸
肿瘤性息肉,肠镜
外阴梅克尔细胞癌,盆腔和阴道B超
手指屈肌腱鞘炎,中指试验
霍奇金病,苏丹黑B染色
妊娠合并甲状旁腺功能减退,血清磷（Pi）
新生儿寒冷损伤综合征,血常规
心源性哮喘,心电图
胆囊炎,糖基抗原CA199
中耳癌,脱落细胞检查
小儿常染色体隐性小脑性共济失调,脑脊液检查-化学检查-蛋白质检查
小儿尿路梗阻,肾图检查
绝经期尿路感染,尿常规
小儿爱德华兹综合征,羊水细胞培养
胆囊癌,肝、胆、胰、脾的MRI检查
职业性哮喘,血常规
老年人尿崩症,维生素
小儿疱疹性角膜结膜炎,血常规
直肠脱垂,肠镜
维生素A中毒症,四肢的骨和关节平片
齿状突发育畸形,X线碘油造影
脑外伤,颅脑MRI检查
胃畸胎瘤,基础胃液分泌量/最大胃酸排量
室性并行心律及室性并行心律性心动过速,血常规
膈膨出和麻痹,胸部疾病体征检查
椎间盘钙化症,脊椎平片
先天性肝囊肿,血清γ-谷氨酰转肽酶
小脑幕脑膜瘤,颅脑MRI检查
细菌性阴道炎,阴道分泌物检查
小儿维斯科特-奥尔德里奇综合征,肝脏超声检查
秃头,毛发
胸壁骨肿瘤,胸部CT检查
膝关节内侧副韧带断裂,膝关节过伸试验
男性生殖腺机能减退症,睾酮（T）
外耳湿疹,外耳检查
疱疹样皮炎,皮损
老年人甲状腺功能亢进症,促甲状腺激素
先天性胆道闭锁,T管造影
淀粉样变病,心电图
皮肤猪囊尾蚴病,沉淀反应
小儿女性性早熟,游离甲状腺素（FT4）
溶血性黄疸,尿胆原
围绝经期前后的外阴白色病变,妇科常规检查
小儿片吸虫病,胆道造影
肺弓形体病,胸部透视
血清病和血清病样反应,免疫学检测
老年痴呆,脑电图检查
小儿唐氏综合征,多普勒超声心动图
小儿慢性胃炎,基础胃液分泌量/最大胃酸排量
圆形糠疹,皮肤斑贴实验
直肠损伤,乙状结肠镜检查
胆道结石,内镜下胰胆造影术（ERCP）
新生儿流行性腹泻,补体结合试验
椎动脉型颈椎病,压顶试验
肾精亏虚,肾血管造影
胃损伤,腹腔穿刺
咽喉部外伤,耳鼻咽喉CT检查
砷中毒,心电图
老年人夏伊-德雷格综合征,CT检查
永存原始玻璃体增生症,五官MRI检查
紧张性头痛,神经系统检查
垂痈,脓汁和创伤感染标本细菌学检查
小儿急性气管支气管炎,血液生化六项检查
肾动脉栓塞,血常规
胆囊-结肠肝曲粘连综合征,胆道造影
肝血虚证,心电图
老年人颈性眩晕,钼靶X线检查
乏特壶腹周围癌,总胆红素（TBIL,STB）
脑动脉硬化伴发的精神障碍,CT检查
高免疫球蛋白E综合征,周围血白细胞计数及分类检验
老年人脊髓压迫症,核磁共振成像(MRI)
成人痒疹,细胞组织化学染色
妊娠合并糖尿病,糖化血清蛋白（GSP）
新生儿迁延性胆汁淤积性黄疸,尿常规
水渍疮,皮肤涂片显微镜检查
新生儿泌尿系统感染,涂片
大汗腺癌,CT造影扫描
亚硝酸盐中毒,血液生化六项检查
输精管缺如,核磁共振成像(MRI)
姿态性腰腿痛,脊椎平片
反社会人格障碍(病态人格),颅脑CT检查
寰枢关节脱位,CT检查
吉尔伯特综合征,腹部CT
中心性渗出性脉络膜视网膜炎,眼底微血管检查
面神经炎,面神经的味觉检查
蛔虫性急性胰腺炎,心电图
老年人急进性肾炎,膀胱镜
布鲁菌病,虎红平板凝集试验
毒性弥漫性甲状腺肿,总三碘甲状腺原氨酸(TT3)
自体敏感性湿疹,血常规
原发性肠系膜肿瘤,胃肠道疾病的超声检查
实喘,氧分压
趾间神经痛,CT检查
小儿小颌畸形综合征,多普勒超声心动图
锂肾病,尿常规
先天性肾上腺皮质增生症,血浆皮质醇
肉痉,四肢与关节运动功能
低血糖,血糖仪
前列腺癌,前列腺液细胞
多器官功能障碍综合征,凝血酶原时间（PT）
十二指肠炎,胃泌素
一氧化碳中毒后迟发性脑病,血液碳氧血红蛋白
头皮痣,皮损
胆囊炎,静脉胆囊、胆道造影
戊型病毒性肝炎,抗戊型肝炎病毒IgM抗体
失认症,眼底检查
颈椎病,深反射检查
淤胆型肝炎,直接胆红素/间接胆红素比值
小儿原发性免疫缺陷病,抗链球菌溶血素“O”试验
代偿性多汗症,血液生化六项检查
小腿动脉损伤,血管彩超
须部假毛囊炎,细胞组织化学染色
癫痫,颅脑CT检查
小儿药物性皮炎,被动转移试验
乳腺导管瘤,钼靶X线检查
神经纤维瘤,面神经检查
十二指肠胃反流及胆汁反流性胃炎,胃镜
胸腺小细胞癌,胸部CT检查
鼻后滴漏综合症,鼻部放射线检查
阑尾炎,腹部CT
风湿性多肌痛,风湿病化验检查项目
肝豆状核变性伴发的精神障碍,颅脑CT检查
布氏杆菌性关节炎,α-巯基乙醇试验
肺癌,支气管镜检查
甲状腺结节钙化,甲状腺B型超声检查
秃顶,内分泌功能试验
鼻腔异物,鼻粘膜及鼻腔分泌物
颅内肿瘤伴发的精神障碍,神经系统检查
肢端纤维角化瘤,皮肤涂片显微镜检查
环形胰腺,内窥镜逆行胰胆管造影（ERCP）
风湿热,抗透明质酸酶
混合痣,皮肤病的物理检查
皮肤白细胞破碎性血管炎,血常规
阴道平滑肌肉瘤,癌胚抗原（CEA）
新生儿反应低下,尿常规
眼眶畸胎瘤,眼球异物定位摄影
尿布皮炎,便常规
低钾血症肾病,造影检查
压力性尿失禁,膀胱造影
暴发性肝炎样综合征,腹部CT
小儿偏头痛,脑血流图
先天性椎体畸形,脊柱椎体平扫
阴茎头包皮炎,阴茎检查
胸痹心痛,尿常规
炎性乳腺癌,肿瘤标志物检测
躯体感染伴发的精神障碍,血常规
婴儿成神经细胞瘤,尿常规
失用症,CT检查
肝内胆管结石,胆道镜检查
弥漫性血管内凝血,优球蛋白的溶解时间
小儿骶尾部畸胎瘤,静脉肾盂造影（IVP）
新生儿胃穿孔,便常规
急性酒中毒,血液检查
丛集性头痛,颅脑MRI检查
蓝氏贾第鞭毛虫病,酶联免疫吸附试验
先天性髋关节外展挛缩和骨盆倾斜,四肢的骨和关节平片
新生儿消化道重复症,尿常规
产后血瘀,产后检查
泄殖腔外翻,静脉尿路造影
白痢,尿常规
肝火眩晕,颅脑CT检查
小儿先天性白细胞颗粒异常综合征,脑电图检查
拇囊炎,足畸形检查
小儿重症肌无力,肌电图
髋关节后脱位,望远镜试验
视网膜中央静脉阻塞,眼底荧光血管造影
踝关节结核,CT检查
下颈椎不稳症,脊柱超伸试验
痴呆综合征,实体觉
小儿眼外肌麻痹-视网膜色素变性-心脏传导,多普勒超声心动图
纤维瘤病,X线碘油造影
前列腺病,血清酸性磷酸酶同工酶
肘外翻,小指短屈肌肌力试验
迷路窗破裂,耳蜗电图
盆腔脓肿,CT平扫
先天性支气管囊肿,食管钡餐透视
下颈椎不稳症,颈部MRI检查
法布里病,尿沉渣
铁中毒,肾功能检查
儿童尖锐湿疣,性病研究实验室试验
苯丙胺中毒,白细胞分类计数
小儿血友病,凝血时间
新生儿低镁血症,血清镁
外阴神经纤维瘤,血常规
矮小症,尿常规
小儿丙型病毒性肝炎,抗丙型肝炎病毒IgA抗体
肝大,血管造影
老年人垂体瘤,生长激素
呼吸系统疾病伴发的精神障碍,痰液免疫学检查
急性化脓性腹膜炎,腹腔灌洗试验
外耳道炎,耳部检查
筋膜间隔区综合征,颅脑超声检查
大疱性类天疱疮,细胞组织化学染色
小儿气胸,胸部平片
幼年性黄色肉芽肿,四肢的骨和关节平片
浅部急性淋巴结炎和淋巴管炎,涂片
顽痹,四肢与关节运动功能
充血性心力衰竭,肺毛细血管楔压
病毒性胃肠炎,便常规
咽部异物,耳鼻咽喉CT检查
肾病,血清溶菌酶（LYSO）
酒精性脑萎缩,肌电图
化脓性乳腺炎,乳房触诊
皲裂疮,皮肤颜色
颅内畸胎瘤,核磁共振成像(MRI)
胆石性肠绞塞综合征,血常规
大咯血,心电图
小儿急性胆囊炎,结合胆红素(SDB,DBIL)
免疫性不孕,抗子宫内膜抗体（EMAb）
多发性斑状色素沉着症,免疫病理检查
贲门失弛缓症,无痛胃镜
胸壁深部软组织感染,胸部MRI
急性感染性心内膜炎,心电图
小儿空鞍综合征,胰岛素
小儿右肺中叶综合征,便常规
前列腺脓肿,直肠指检
前列腺结石,直肠指检
先天性红细胞生成异常性贫血,心电图
胆咳,血常规
喙突胸小肌综合征,X线碘油造影
口腔灶性上皮增生,皮肤涂片显微镜检查
喉刺伤,鼻咽部MRI检查
感染性腹主动脉瘤,腹部MRI检查
颈神经背支卡压症,肱二头肌反射
镇静、安定、催眠药中毒,神经系统检查
小儿期前收缩,心肺功能运动试验（CPET）
系统性红斑狼疮伴发的葡萄膜炎,造影检查
房室管畸形,二维超声心动图
巨人症及肢端肥大症,生长激素
染色体异常,嗜中性粒细胞核鼓槌小体
小儿休克,心电图
弹响肩胛,钼靶X线检查
小儿磷酸酶过少症,肾功能检查
迟发性运动障碍,核磁共振成像(MRI)
尼兹诺夫综合征,便常规
卵巢恶性腹膜间皮瘤,胰岛素
阴道斜隔,妇科超声检查
鼻疽假单胞菌肺炎,胸部透视
先天性少白头,头皮检查
硬皮病,血清C1q
第三腰椎横突综合征,脊椎平片
乳头状囊腺癌,乳腺超声检查
骨神经纤维瘤,肿瘤标志物检测
多发性骨髓瘤病肾病,刚果红皮内实验
眼眶脑膜-脑膨出,头颅正侧位片
小儿脑白质海绵状变性综合征,便常规
老年性黄斑变性,视力
老年性慢性硬膜下血肿,血液电解质检查
小儿结膜吸吮线虫病,眼底检查
顶叶肿瘤,肌电图
细菌性心包炎,颈静脉检查
先天性肺发育不全,动脉血气分析
掌跖脓疱病,皮肤真菌镜检
须疮,皮肤真菌镜检
直肠脱垂直肠壁内疝,腹腔镜
子宫内膜厚,子宫及附件检查
急性脓胸,血常规
多发脑梗塞性精神障碍,脑电图检查
系统性血管炎所致神经损害,肌电图
牙龈炎,口腔内窥镜
运动员胸背与腰背痛,四肢与关节运动功能
Rh血型不合溶血病,心电图
复发性流产,免疫学检测
小儿渗出性多形性红斑,皮疹
流痰,关节腔液检查
急性胰腺炎,淀粉酶
肾盂肿瘤和输尿管肿瘤,尿液分析
胎萎不长,系统胎儿超声检查
小儿先天性光敏感性卟啉症,骨髓各系细胞形态学检查
小儿肾积水,肾脏CT检查
小儿无甲状腺性克汀病,TRH兴奋TSH、PRL试验
月经性哮喘,一秒用力呼出量／用力肺活量比值
小儿脓窠疮,皮疹
小儿原发性肾病综合征,血清白蛋白（ALB,A）
蜈蚣蜇伤,心电图
非典型分枝杆菌性巩膜炎,眼科检查
尿毒症肺炎,CT检查
药物性哮喘,便常规
急性出血性结膜炎,裂隙灯
肺孢子丝菌病,孢子丝菌凝集试验
小儿巨大血小板综合征,凝血时间
心-耳综合征,便常规
垂体腺瘤,生长激素
小儿X-连锁高免疫球蛋白M血症,肝脏超声检查
急性颌骨骨髓炎,颌面五官CT检查
网膜炎,血常规
成人型慢性粒细胞白血病,嗜碱性粒细胞数
羊膜腔感染综合征,羊水检查
躯体疾病伴发的精神障碍,白细胞分类计数
投掷运动,颅脑CT检查
子宫内膜增生,孕激素
手足徐动性脑瘫,肌张力检查
农民肺,浆细胞
肾肿瘤,尿亮氨酸氨基肽酶
颌骨骨折,颌面五官CT检查
乳房结核,核磁共振成像(MRI)
下疳样脓皮病,血常规
新生儿黄疸,直接胆红素/间接胆红素比值
格斯特曼综合征,免疫印迹技术
颈椎骨折伴脱位的损伤,CT检查
四川并殖吸虫病,胸部平片
硬脊膜外脓肿,血常规
厥证,脑电图检查
遗传性椭圆形红细胞增多症,血常规
胃肠积液,胃镜
指疔,抗环瓜氨酸多肽抗体（抗CCP）
小儿视神经胶质瘤,蝶鞍侧位片
小儿心肌炎,胸部CT检查
成人全垂体功能减退,颅脑MRI检查
脱髓鞘,脑脊液病原体检查
颜面复发性皮炎,血清学反应
单眼双下转肌麻痹,肌电图
妇科疾病,腹部平片
眼球破裂伤,眼压计测量法
气性坏疽病,涂片
钩端螺旋体病神经系统表现,钩端螺旋体补体结合试验
丙型病毒性肝炎,抗丙型肝炎病毒IgA抗体
骨肉瘤,骨关节及软组织CT检查
食管穿孔,CT检查
胃切除后胆汁返流性胃炎,胃钡餐造影
痰浊头痛,颈椎CT检查
先天性食管憩室,内镜检查
新生儿低镁血症,血清钙
脊椎结核并发截瘫,脉波
老年眩晕,颅脑超声检查
肺螨病,酶联免疫吸附试验
小儿急性胃炎,粪便隐血试验(OBT)
营养不良性皮肤钙化病,皮肤涂片显微镜检查
小儿眼-耳-脊椎综合征,尿常规
肝硬化,复方碘试验
鼻咽血管纤维瘤,颅底片
慢性肾小球肾炎,脑脊液环磷鸟苷
外科淋巴管瘤,腹腔镜
绝经后子宫内膜癌,放射免疫分析
金黄色葡萄球菌肺炎,痰液病原体检查
二期梅毒,皮疹
膀胱咳,膀胱超声检查
星形细胞瘤,颅脑CT检查
喉部钝挫伤,胸部透视
睾丸炎,尿常规
多巴反应性肌张力障碍,颅脑MRI检查
小儿原发性肾病综合征,肾功能检查
眼眶脑膜-脑膨出,颅脑CT检查
大网膜囊肿,十二指肠钡餐造影
先天性桡骨小头脱位,四肢的骨和关节平片
肺络张,胸部平片
阴囊湿疹,细胞组织化学染色
骨髓炎,X线碘油造影
巨细胞病毒病,白细胞数
心脏瓣膜关闭不全,CT检查
小儿烧伤,全身状态检查
嗜酸粒细胞增多症,心电图
小儿疱疹性角膜结膜炎,眼科检查
鼻/鼻型T/NK细胞淋巴瘤,尿常规
阴道血吸虫病,血吸虫酶联免疫吸附试验
三尖瓣闭锁不全,收缩压
关格,肾功能检查
老年人低钙血症,颅脑CT检查
小儿肺泡性蛋白沉积症,血常规
肠结,血常规
胎膜早破,系统胎儿超声检查
心动过速性心肌病,肌酸激酶
组织细胞纤维瘤,骨关节及软组织CT检查
δ-贮存池病,出血时间
幼淋巴细胞白血病,骨髓各系细胞形态学检查
生长激素缺乏症,糖化血红蛋白组分（GHb,HbA1c）
小儿感冒,异型中性粒细胞
肾功能衰竭,甲状旁腺激素
尿道上裂,膀胱镜
向胸腰段脊髓供血的大根动脉缺血症候群,核磁共振成像(MRI)
肠道寄生虫病,粪寄生虫卵
急性高原病,胸部透视
小儿周期性低血钾性麻痹,心电图
休克,脉搏
迪格奥尔格综合征,心血管造影
医用药物中毒所致的精神障碍,便常规
胃溃疡性穿孔,腹部CT
崩漏,卵泡检测
单神经病与神经丛神经病,血液检查
原发性IgA肾病,肾脏超声检查
小儿腹泻病,心电图
尘螨过敏性哮喘,血清学反应
大肠恶性淋巴瘤,氧化酶试验
小儿疳眼,眼功能检查
四肢不用,颅脑CT检查
尿毒症肺炎,涂片
致肠细胞病变人孤儿病毒感染,尿常规
多发性大动脉炎,脑血流图
弯曲菌肠炎,直接涂片检查
烟雾病,颅脑MRI检查
气阴两虚,血常规
巴德-吉亚利综合征,内镜检查
妊娠合并急性肾小球肾炎,尿沉渣
原发性输卵管癌,盆腔CT检查
小儿食物变态反应,胃肠道显像
蝎子螫伤,血液生化六项检查
温虐,便常规
慢性肾炎,尿常规
风湿性舞蹈病,脑电图检查
颈椎后脱位,核磁共振成像(MRI)
法布里病,尿液分析
原发性纤维蛋白溶解症,心电图
面神经损伤,神经系统检查
异色性虹膜睫状体炎,造影检查
多发梗塞性痴呆,颅脑CT检查
先天性肠旋转异常,直肠指检
丹毒,皮疹
瓜藤缠,尿常规
西伯利亚立克次体斑疹热,血常规
婴儿指趾纤维瘤病,皮肤涂片显微镜检查
基质性角膜炎,华氏反应
新生儿呼吸暂停,心电图
先天性无虹膜,眼底微血管检查
眼弓形体病,酶联免疫吸附试验
化脓性耳廓软骨膜炎,耳廓检查
小儿动脉导管未闭,氧分压
肝源性肾损害,肾功能检查
蓝鼓膜与胆固醇肉芽肿,耳镜检查法
产后虚羸,尿常规
鲍恩病,免疫病理检查
急性肾小管间质性肾炎,血常规
全身黏液性水肿,细胞组织化学染色
小儿窦性心律失常,动态心电图（Holter监测）
妄想症,颅脑超声检查
HIV相关呼吸道感染,一氧化碳
肱骨外科颈骨折,三角试验
酒精中毒性神经疾病,血液检查
子宫内膜厚,经阴道超声
肺部少见的恶性肿瘤,腰椎穿刺
妊娠合并甲状旁腺功能亢进,维生素D
梅毒性角膜病变,快速血浆反应素试验
钩虫性十二指肠炎综合征,便常规
急性会厌炎,血常规
胸壁软组织损伤,胸部MRI
老年人急性胰腺炎,血清脂肪酶（LPS）
肾损伤,血管造影
十二指肠重复畸形,十二指肠钡餐造影
心包切开术后综合征,尿常规
白秃疮,血常规
多胎妊娠,系统胎儿超声检查
老年性耳聋,耳鼻咽喉CT检查
结直肠损伤,腹腔穿刺
继发性肾上腺功能不足,肾上腺CT检查
结肠息肉和息肉病,直肠指检
遗传性运动失调性多发性神经炎,血清游离脂肪酸
大叶性肺炎,胸部平片
血小板减少症,抗血小板抗体
月状骨骨软骨病,核磁共振成像(MRI)
增殖性皮炎,皮肤涂片显微镜检查
骨化性纤维瘤,四肢的骨和关节平片
糖尿病性胃轻瘫,胃运动功能测定
男性更年期综合症,血常规
急进性肾小球肾炎,腹部平片
小儿热带嗜酸性粒细胞增多症,肺部检查
耳源性脑积水,颅脑MRI检查
家族性高胆固醇血症,冠状动脉造影
特发性急性小管间质性肾炎,浆细胞
急性心肌梗死,超氧化物歧化酶（SOD）
耳后骨膜下脓肿,耳部检查
慢性喉炎,耳鼻咽喉CT检查
脉痹,血管视诊
先天性半侧肥大,CT检查
泌尿生殖系血吸虫病,尿常规
维生素D缺乏性佝偻病,维生素
小儿嗜血流感杆菌肺炎,血常规
病理性近视,眼功能检查
单房性骨囊肿,骨髓象分析
毛霉病,真菌检查
伤口肉毒症,肌电图
冻疮,皮损
眼部猪囊尾蚴病,免疫学检测
ADH分泌过多综合征,尿常规
学习技能发育障碍,颅脑MRI检查
无机碱皮肤损伤,血常规
科干综合征,狼疮细胞
血红蛋白C病,骨髓象分析
多源性房性心动过速,血常规
小儿卡斯钦-贝克病,抗骨骼肌抗体
急性粒细胞性白血病,血清溶菌酶（LYSO）
肝硬化性肾损害,肾功能检查
腹膜后淋巴结炎,腹部外形触诊
外阴乳头状瘤,血常规
小儿色素失调症,脑电图检查
老年人高脂血症,心电图
老年人支原体肺炎,免疫印迹技术
减压病,核磁共振成像(MRI)
新生血管性青光眼,眼底微血管检查
肝硬化腹水,胸腹水常规检查
小儿特发性室性心动过速,血清肌酸激酶同工酶
侧脑室肿瘤,补体结合试验
恶性雀斑样痣,细胞组织化学染色
肾积脓,静脉尿路造影
缺血性结肠炎,纤维结肠镜检查
小儿X-连锁严重联合免疫缺陷病,血常规
小儿过敏性紫癜,白细胞计数（WBC）
复发性风湿病,免疫学检测
老年人甲亢性心脏病,基础代谢
放线菌病,血常规
投掷骨折,骨与关节MRI检查
皮肌炎与多发性肌炎,尿肌酸
老年人颅内压增高,内镜检查
血栓性浅静脉炎,胃肠道功能动力学检查
头虱,虱检查
老年人血管性痴呆,核磁共振成像(MRI)
分裂情感性障碍,脑电图检查
糖尿病,血清乙酰乙酸
头皮损伤,颅脑MRI检查
颈部纤维瘤,真菌组织病理学
鱼鳞病,免疫病理检查
铍中毒,胸部平片
遗传性痉挛性截瘫,颈椎CT检查
胃切除后吸收不良综合征,木糖测定
一氧化碳中毒,叠氮高铁血红蛋白
周围神经损伤,迷走神经检查
慢性心包炎,心电图
斜颈,CT检查
胆道蛔虫病与肝蛔虫病,静脉胆道造影
库欣综合征,地塞米松抑制试验
偏沮,温度与出汗
肺诺卡菌病,胸部平片
输血后血小板减少性紫癜,血小板计数（PLT）
颈椎病,颈项强直
痞气,腹部叩诊音
肠系膜脂肪炎,血常规
小儿睾丸扭转,血常规
遗传性共济失调,颅脑MRI检查
骨巨细胞瘤,四肢的骨和关节平片
掌跖脓疱病,皮肤癌检测
肱二头肌长头腱鞘炎,雅加森试验
孤立性直肠溃疡综合征,便常规
变应性血管炎,抗内皮细胞抗体
咽结合膜热,病毒感染免疫检测
眼球内陷,眼及眶区CT检查
小儿先天性睾丸发育不全,精液检查
肝血虚证,肌电图
病毒性肝炎,淋巴细胞比值(LY%)
先天性肝内胆管囊状扩张症,逆行胰胆管造影（ERCP）
产后泌尿道感染,膀胱镜
黧黑斑,皮疹
蓖麻子中毒,肾功能检查
慢性肾盂肾炎,血浆渗量检查
鼻外伤,耳鼻咽喉CT检查
单纯性肾囊肿,CT检查
肱骨远端全骺分离,血液检查
感染性疾病所致贫血,涂片
老年人尿失禁,血糖
创伤性鼻中隔穿孔,鼻粘膜及鼻腔分泌物
胆管结石与胆管炎,静脉胆道造影
成人T细胞白血病,胸部平片
肺隔离症,支气管造影
猪带绦虫病,便常规
颞下颌关节强直,颞下颌关节检查
毛囊周角化病,细胞组织化学染色
风搔痒,便常规
小儿肠病性肢端皮炎,血常规
肉芽肿性前列腺炎,直肠指检
肠扭转,腹部听诊
骨的原发性淋巴瘤,四肢的骨和关节平片
瘀证,便常规
原发性中枢神经系统淋巴瘤,CT平扫
结核性胸膜炎,达阿马托征
牛带绦虫病,酶联免疫吸附试验
支气管扩张,支气管造影
小儿腹胀,十二指肠钡餐造影
老年人慢性胃炎,维生素B1
十二指肠胃反流及胆汁反流性胃炎,纤维胃镜检查
先天性桡骨缺如,骨关节及软组织CT检查
下腔静脉后输尿管,腹部MRI检查
外阴上皮样肉瘤,免疫学检测
输血后肝炎,乙肝两对半
脑血管畸形,放射性核素脑血管显像
先天性肛门直肠狭窄,十二指肠钡餐造影
耳鸣,耳镜检查法
慢性乳头状溃疡性脓皮病,免疫病理检查
子宫内膜炎,宫腔镜
胃肠道癌转移卵巢,肿瘤标志物检测
土肥对称性肢端色素沉着症,细胞组织化学染色
角层下脓疱性皮肤病,皮肤涂片显微镜检查
先天性腓骨缺如,一般摄片检查
非细菌性前列腺炎,白细胞计数（WBC）
镁过多症,肾功能检查
组织细胞纤维瘤,血常规
遗传性血色病,血清铁蛋白
永存动脉干,胸部CT检查
持续性植物状态,肾功能检查
卵巢透明细胞肿瘤,血液电解质检查
颈椎椎弓裂,颈部MRI检查
过敏性休克,游离肝素时间
夏季皮炎,免疫病理检查
小肠纤维瘤,肠镜
小儿过敏性紫癜肾炎,血清补体溶解免疫复合物活性
肾实质性高血压,眼底检查
心血管疾病,载脂蛋白CⅠ
心力衰竭,中心静脉压测定（CVP）
气腹痛,腹部透视
中枢神经系统肉芽肿性血管炎,脑电图检查
肾异位血管及副血管,CT检查
旋转隐斜,视力
老年人原发性肝癌,造影检查
巨大儿,系统胎儿超声检查
继发性肾上腺功能不足,肾素活性
角膜擦伤,角膜地形图检查
脑干肿瘤,颅脑CT检查
乳糜腹,白细胞分类计数
髋关节前脱位,拳叩试验
原发性硬化性胆管炎,肝、胆、脾CT检查
瘰疬性皮肤结核病,涂片
浅部急性淋巴结炎和淋巴管炎,白细胞分类计数
中间葡萄膜炎,眼底荧光血管造影
三尖瓣闭锁,二维超声心动图
单纯性外阴炎,尿常规
成人多囊肾,肾功能检查
高血压病伴发的精神障碍,多普勒超声心动图
腰椎结核,骨与关节MRI检查
食管外压和牵拉,胸部CT检查
血精症,膀胱镜
阿米巴痢疾,内镜检查
膝关节损伤,关节腔液检查
颈椎后脱位,钼靶X线检查
铝尘肺,肺功能检查
新生儿水肿,心电图
鼠咬伤,脓汁和创伤感染标本细菌学检查
奋森咽峡炎,免疫病理检查
过敏性休克,血液生化六项检查
向胸腰段脊髓供血的大根动脉缺血症候群,血管造影
腰腿痛,核磁共振成像(MRI)
盆腔炎,腹腔镜
卵巢肿瘤,CT检查
乙型肝炎病毒相关性肾炎,肾脏切片
真菌性脑膜炎,脑脊液常规检验（CSF）
产碱杆菌肺炎,胸部透视
原发性纤维蛋白溶解症,优球蛋白溶解时间
闭塞性动脉硬化,血管造影
胰腺瘘,肝、胆、胰、脾的MRI检查
小儿单纯肺动脉口狭窄,多普勒超声心动图
甲沟炎,细菌学检验
前列腺增生,尿常规
小儿原发性膀胱输尿管反流,膀胱造影
原发性皮肤B细胞淋巴瘤,免疫学检测
骨髓纤维化,叶酸
急性化脓性胆管炎,经皮肝穿胆道引流（PTD）
外阴大汗腺瘤,阴道分泌物检查
深海恐惧症,神经系统检查
小儿营养不良,人体内的微量元素检测
长Q-T间期综合征,尿常规
移植后淋巴增殖性疾病,血常规
积滞,胃肠道CT检查
双胃,胃镜
缺血性结肠炎,便常规
乳溢-闭经综合征,氯丙嗪试验
胰腺囊肿,肝、胆、胰、脾的MRI检查
新生儿出血症,维生素K(VitK,VK)
急性间歇性卟啉病,心电图
胆囊良性肿瘤,胆囊胆道B超检查
肉芽肿性唇炎,浆细胞
残胃平滑肌肉瘤,胃镜
小儿特发性肺纤维化,胸部CT检查
耻骨直肠肌综合征,盆底肌电图检查
厥阴头痛,颅脑MRI检查
丛集性头痛,神经系统检查
多系统器官功能衰竭,心电图
小儿营养不良性消瘦,身高测试
肾错构瘤,尿液分析
颈部脊髓损伤,Lhermitte征
冠心病,静息显像
壮热,血常规
阴茎癌,阴茎动脉血压
眼眶内静脉曲张,便常规
纤维肌痛症,类风湿因子
月劳病,盆腔和阴道B超
急性中毒性脑炎,心电图
小儿中毒型痢疾,血常规
化脓性耳廓软骨膜炎,耳部检查
银屑病性关节炎,血常规
皮肤骨瘤,真菌组织病理学
脑性瘫痪综合征,颅脑CT检查
重链病,心电图
先天性梅毒性肝硬化,大生化检查
小儿颅内出血,脑血管造影
包皮阴茎头炎,浆细胞
小儿糖原贮积病Ⅶ型,心电图
肠出血性大肠埃希杆菌感染,免疫学检测
黄体功能不全性不孕,妇科超声检查
拔毛狂,神经系统检查
结节性多动脉炎伴发的葡萄膜炎,眼底荧光血管造影
心房颤动,尿常规
网膜囊肿,腹腔镜
泌尿生殖系血吸虫病,涂片
柯萨奇病毒感染,补体结合试验
自体敏感性湿疹,皮肤涂片显微镜检查
肾盂旁囊肿,肾脏CT检查
酒精性肝病,肝功能检查
小儿衣原体肺炎,沙眼衣原体IgM和IgG
Rh血型不合,羊水检查
骶管囊肿,脊椎平片
幼年息肉,内镜检查
巨乳症,胸部平片
膝关节侧副韧带损伤,抽屉试验
