start,end
输尿管肿瘤,鸭肝
肾脓肿,腰果
小肠血管畸形,鸡蛋
出血性输卵管炎,核桃
输卵管上举,腰果
小儿迁延性肾小球肾炎,腰果
埃及血吸虫病,南瓜子仁
限制型心肌病,莲子
细菌性角膜溃疡,栗子（鲜）
腰椎骨折,鹅肉
脏躁,芝麻
甲周炎,鸡肉
小儿脉络丛乳头状瘤,豆腐脑
输尿管肿瘤,鸭肉
咽部硬结病,鸭蛋
肌腱炎和腱鞘炎,白果（干）
慢性化脓性腮腺炎,乌骨鸡
间质膀胱炎局限外阴炎和脱屑性阴道炎综合征,芝麻
自身免疫性溶血性贫血,鸭肝
颈椎双侧关节突关节脱位,白果（干）
念珠菌性包皮龟头炎,豆腐
线粒体脑肌病,鸡肉
肱骨远端全骨骺分离,鸽蛋
过敏性鼻炎,蜂蜜
激素性股骨头坏死,白扁豆
产后伤食,鸡蛋
热性嗜中性白细胞皮肤病,鸡肉
体癣,鸡肉
脆弱性骨硬化,鹌鹑蛋
胎盘早剥,鸡肉
血压病,鸡心
过敏性皮炎-测试,豆腐
心力衰竭,鸡蛋
阑尾类癌,腰果
单纯性脊柱结核,鸡蛋清
骶骼筋膜脂肪疝,芝麻
系统性红斑狼疮性巩膜炎,莲子
老年人呼吸衰竭,鸡内金
中青年脑梗死,鸭肉
肩关节周围炎,赤砂糖
急性风湿热肾损害,栗子（熟）
小儿多源性房性心动过速,莲子
膀胱腺癌,莲子
姿态性腰腿痛,鸡蛋
脓疱性细菌疹,鸭肝
呼吸机相关性肺炎,芹菜
细菌性肺炎,鹿肉
风湿病,鸡肝
闭合性气胸,芝麻
良性纤维组织细胞瘤,杏仁
急性淋巴细胞性白血病,南瓜子仁
白血病肾损害,鸡蛋黄
积聚,芝麻
老年人脱水,鸡肉
尿毒症性心包炎,鸡血
原发性腹膜炎,鸭翅
外阴黑色素瘤,章鱼
耳鸣,芝麻
单纯性外阴阴道念珠菌病,黑豆
肠系膜上动脉压迫综合征,葵花子仁
家族性红细胞增多症,白果（干）
莱姆病性巩膜炎,鸭蛋
挛痹,腰果
心室内传导阻滞,莲子
头部脂溢性皮炎,大白菜(白梗)
肺癌骨转移,白菜
生殖器疱疹,南瓜子仁
先天性食管重复,鸽蛋
小儿湿疹,鹅肉
颧骨骨折,鸡肉
绝经期关节炎,芝麻
眩晕,花生
卵巢肿瘤破裂,南瓜子仁
大叶性肺炎,鲫鱼
血管运动性鼻炎,莲子
小儿呕吐,武昌鱼
维生素D中毒症,鹿肉
急性放射性甲状腺炎,鸭肝
输卵管肿瘤,鸭肝
脑型疟疾,鸡蛋
喉部钝挫伤,鸡蛋清
小儿贲门失弛缓症,鸡肉
神经性皮炎,黄豆粉
成人腹股沟斜疝,核桃
小儿窦性心动过速,鹌鹑蛋
小儿变应性鼻炎,葵花子仁
便血,鸡蛋
溃疡病出血,芝麻
鼻疽假单胞菌肺炎,鸡蛋
小肠血管瘤,薇菜
恐惧症,燕麦片
左心发育不良,鹿肉
慢性颈部软组织损伤,南瓜子仁
小儿胆道蛔虫症,鸭肉
胞内分枝杆菌感染,鸭肉
上皮样囊肿,白果（干）
赤膜下垂,鸡肉
眼酸碱化学伤,鸡蛋
轮状病毒性肠炎,栗子（熟）
小儿支气管哮喘,腰果
甲醛中毒,白菜
跖骨头骨软骨病,腰果
桡骨干骨折,芝麻
肝肿瘤,鸡蛋
持续性输卵管妊娠,鸡肉
低血压,鸡蛋黄
病毒性咽炎,白果（干）
局限性胸膜间皮瘤,莲子
成人斯蒂尔病,鸭翅
心房心肌梗死,栗子（熟）
赤膜下垂,鸡肝
绝经期尿失禁,蜂蜜
脑干梗塞,鸡蛋
脂溢性皮炎,栗子（熟）
胰岛素瘤,葵花子仁
梭形细胞肿瘤,豆腐
慢性卡他性结膜炎,南瓜子仁
非淋菌性尿道炎,花生
结膜充血,鸡心
钠过多,核桃
黄斑囊样水肿,鸡蛋
喘证,鸭蛋
慢性舌扁桃体炎,鸭蛋
利斯特菌脑膜炎,鸡蛋黄
囊状淋巴管瘤,青豆
风湿性疾病,鸡腿
强直性脊柱炎及其伴发的葡萄膜炎,芝麻
颅内静脉血栓形成,南瓜子仁
肾虚耳鸣,鸡肉
骨结核,鸭蛋
剥脱性骨软骨炎,葵花子仁
哨兵痔,胡萝卜
血友病甲,鸡蛋
近端(Ⅱ型)肾小管性酸中毒,花生
食管炎,鸡肉
胃炎,鸭肝
下颌下间隙感染,鹌鹑蛋
肾盂肾炎,鸭肉
寻常疣,鸭蛋
小儿急性胰腺炎,栗子（熟）
腹股沟直疝（疝气）,鸡蛋清
鼻前颅底肿瘤,鸡肉
金黄色葡萄球菌脑膜炎,鸡蛋
白发,乌骨鸡
阴虚,绿豆芽
小儿先天性直肠肛门畸形,腰果
慢性咳嗽,腰果
血管网织细胞瘤,南瓜子仁
小儿原发性脑干损伤,鸡肉
苔藓样念珠状疹,鸭肉
脐尿管囊肿,赤砂糖
原发性骨淋巴瘤,鸡肉
外阴-阴道-牙龈综合征,核桃
一氧化碳中毒,栗子（熟）
幼儿急疹,南瓜子仁
人格障碍,鸡心
苔藓样念珠状疹,鸭肝
蜂螫伤,莲子
乳腺癌肉瘤,鸡蛋
卵巢颗粒细胞瘤,鸡内金
牙瘤,薇菜
盲袢综合征,鸡心
皮下脂肪瘤,豆腐
耳湿疹,薇菜
老年人原发性恶性高血压引起的恶性小动脉肾,鸭蛋
小儿肺炎,腰果
小儿急性喉气管支气管炎,栗子（鲜）
甲型肝炎,鸡心
原发性开角型青光眼,栗子（鲜）
毒性结节性甲状腺肿,青豆
肺气肿,鹿肉
绒毛膜癌,南瓜子仁
汞皮炎,芝麻
溃疡性结肠炎,栗子（熟）
周期性动眼神经麻痹,黑豆
老年人缺血性结肠炎,鸡内金
成人硬肿症,核桃
尿毒症昏迷,鸡肉
热带性口炎性腹泻,鸡爪
脑干肿瘤,核桃
舌癌,薇菜
胸壁深部软组织感染,鸡肉
透明隔囊肿,大豆
女性性早熟,花生
先天性髋内翻,鸡肉
巩膜炎,鸡蛋黄
慢性泪囊炎,葵花子仁
附件炎,腰果
卵巢混合性生殖细胞-性索间质肿瘤,鸡内金
慢性腹泻,鳝鱼
三叉神经痛,南瓜子仁
颌下间隙感染,白果（鲜）
癣菌疹,绿豆
帕金森病,鸡肉
小儿关节弯曲综合征,杏仁
下颌后缩,莲子
小儿肺水肿,鸭翅
肠癌,鸡肉
风湿性疾病,鸭肝
慢性化脓性骨髓炎,鸭肝
小儿红白血病,花生
萎缩性胆囊炎,黑豆
脑疝,葵花子仁
胸壁软组织损伤,花生
下肢静脉曲张,鸡肉
室性期前收缩,鸭肉
慢性肾盂肾炎,葵花子仁
食道溃疡,鸡蛋
痒点,鸡蛋
心包积液,蜂蜜
猩红热样红斑,芝麻
鼻神经胶质瘤,莲子
室性期前收缩,鸭肝
黑色素斑-胃肠多发性息肉综合征,栗子（熟）
重度脂肪肝,猪排骨(大排)
脑桥中央髓鞘溶解症,鸡血
无色性色素失调症,鸡肝
肿瘤性息肉,葵花子仁
胎膜早破,莲子
非IgA系膜增生性肾炎,花生
宫颈复发癌,核桃
持续性输卵管妊娠,鸭翅
汗孔角化病,莲子
苦夏,鸡肉
胃隔膜,白扁豆
皮肤穿入性毛囊和毛囊周角化病,鹅
系统性红斑狼疮所致精神病,腰果
股骨颈骨折,鸽蛋
阴茎淋巴管炎,大豆
乙酰苯胺类中毒,鸡蛋
半椎体畸形,青豆
Maffucci综合征,鸡蛋黄
梅克尔细胞癌,鸡血
肠道气囊肿症,鸭肝
癫痫伴发的精神障碍,南瓜子仁
老年人脑栓塞,鸡内金
中暑衰竭,芝麻
甲状腺功能减低所致贫血,青豆
慢性化脓性骨髓炎,鸡肝
慢性附睾炎,南瓜子仁
小儿烟酸缺乏病,芝麻
眼球震颤,葵花子仁
舌白斑,鸭肉
溶血性黄疸,荸荠粉
围生期心肌病,葵花子仁
妊娠期肝血肿及破裂,鹅
小儿坏死性龈口炎,鸡肉
精神活性物质所致精神障碍,干腌菜
尺桡骨骨干双骨折,鸡蛋黄
距骨骨折,葵花子仁
胆囊良性肿瘤,莲子
先天性肝纤维化,鸡肉
前庭大腺囊肿,鸡蛋
上颌前突,桃仁
小儿支原体肺炎,葵花子仁
急性梗阻性化脓性胆管炎,葵花子仁
腱鞘囊肿,绿豆
颞骨岩部炎,桃仁
小儿食物中毒,绿豆
眼异物伤,鸡蛋
体癣,鸡蛋
卵巢环管状性索肿瘤,鸡内金
明癣,鸭蛋
先天性视网膜劈裂,葵花子仁
小儿淋巴细胞间质性肺炎,黄豆粉
浸润型肺结核,白果（干）
椒疮,鸭蛋
先天性膝关节脱位,鸡蛋
扁桃体周围脓肿,白果（干）
骨髓炎,薇菜
慢性子宫内膜炎,桃仁
阴茎珍珠疹,赤小豆
踝关节扭伤,鸡肉
猛兽伤,鸭蛋
脑室内脑膜瘤,芝麻
斜颈,鸡蛋
小儿醛固酮过多症,南瓜子仁
亚急性坏死性脊髓炎,鸽肉
牙结石,南瓜
大肠腺瘤,芝麻
恶性肿瘤所致贫血,腰果
肺性脑病,松子（炒）
妊娠合并慢性肾上腺皮质功能减退,鹅
原发性小血管炎性肾损害,腰果
全身脂肪代谢障碍,鹌鹑蛋
肾结核,绿豆
颈椎半脱位,黑豆
先天性马蹄内翻足,芝麻
老年期抑郁障碍,番茄
胆道华支睾吸虫病,腰果
跖骨疲劳性骨折,鸡肝
小肠血管瘤,鸽蛋
包皮龟头炎,绿豆
先天性大疱性鱼鳞病样红皮病,腰果
颊间隙感染,鸭蛋
肝性脊髓病,芝麻
肉瘤,芝麻
盘尾丝虫病,鸡血
老年人肝硬化,白果（鲜）
传染性软疣,核桃
莱姆病性巩膜炎,鸡蛋黄
癔病性昏厥,腰果
外阴假上皮瘤样增生,芝麻
肌张力异常,葵花子仁
甲状腺结节,芝麻
DF-2败血症的皮肤表现,核桃
Goodpasture综合征,葵花子仁
水痘,松子仁
窦性心律失常,鸡腿
奥迪括约肌功能异常,芝麻
扁桃体炎,鸭蛋
毛发红糠疹,南瓜子仁
尿失禁,腰果
小肠血管畸形,鸡肉
输卵管肿瘤,鸡肝
骶髂关节扭伤,葵花子仁
老年人骨关节炎,鸡内金
异位性皮炎,芝麻
鼻前颅底肿瘤,鸡腿
高血脂,鹅肉
癌症,鹅肉
囊虫病,青豆
胞生痰核,鸡肉
白血病伴发的精神障碍,鸡肉
老年期抑郁症,腰果
特发性面神经瘫痪,鸡蛋
射精功能障碍,南瓜子仁
拇指再造,鸡肉
阴道腺癌,蜂蜜
门静脉高压,鸡肉
肾性水肿,赤小豆
帕金森病,鸭翅
牙齿感觉过敏症,葵花子仁
手指屈肌腱鞘炎,鸡肝
先天性膈疝,鸡蛋
光敏性皮炎,山药
包涵体性结膜炎,葵花子仁
肾及输尿管结石,鸡蛋
下颌下隙感染,鹿肉
裂谷热,鸡肉
梅毒性关节炎,葵花子仁
微小核糖核酸病毒性角膜炎,白扁豆
地高辛中毒,牛奶
腱病,莲子
神经内分泌肿瘤,鹅
脑胶质瘤,鸡蛋
肠病性肢皮炎综合征,南瓜子仁
慢性鼻咽炎,冬瓜
双侧束支传导阻滞,鸡蛋
肱骨内髁骨折,黑芝麻
上颌窦恶性肿瘤,松子仁
偏瘫,鸡蛋
肘外翻,鸡蛋
穿透性心脏外伤,栗子（熟）
足舟状骨骨软骨病,鸽蛋
髌股关节疼痛,葵花子仁
热带口炎性腹泻,鸡心
膈下脓肿,鸡心
先天性喉喘鸣,鸭蛋
心源性休克,芝麻
电击伤所致脊髓病,鸡蛋
小儿阿姆斯特丹型侏儒,鸡肉
股骨大粗隆结核,鹌鹑蛋
颈动脉创伤性栓塞,芝麻
关节退行性变,大豆
代谢性白内障,鸭翅
喘证,鸡蛋
Rh血型不合溶血病,赤砂糖
心肌病,鹿肉
压迫性视神经病变,核桃
瘙痒症,绿豆
外阴黑色素瘤,葵花子仁
心肌病,栗子（熟）
儿童白斑,牛奶
农药中毒所致的精神障碍,鸡肉
急性气管－支气管炎,鸭肝
慢性舌扁桃体炎,鸡蛋
内湿,绿豆芽
糖尿病酮症酸中毒,松子仁
鼻部囊肿,莲子
外阴上皮样肉瘤,芝麻
乳腺癌皮肤转移,鹌鹑蛋
神经瘤,南瓜子仁
鼻前颅底肿瘤,鸭肝
急性和亚急性硬脑膜下血肿,白果（干）
混合痔,鸭蛋
寻常疣,鸡蛋
嵌顿性腹股沟斜疝,赤砂糖
矽肺,栗子（熟）
神经型食物中毒,葵花子仁
难辨芽胞杆菌肠炎,小米
舌下间隙感染,鸭肉
食道溃疡,鸽肉
一度房室传导阻滞,鹌鹑蛋
色素性紫癜性苔藓样皮炎,赤砂糖
阑尾寄生虫病,葵花子仁
梅克尔憩室,鸡蛋
微小病毒感染,鸡蛋
Plummer-Vinson综合征,鸡心
Shy-Drager综合征,母鸡
亚健康,腰果
泪腺肉样瘤病,芝麻
脉络膜骨瘤,葵花子仁
噤口痢,鸡肉
鼻出血,葵花子仁
食物中毒,白果（鲜）
包茎,芝麻
苔藓样念珠状疹,鸡肉
小儿腺病毒性肺炎,腰果
莱姆病性巩膜炎,鸽蛋
肌张力异常,鸡肉
妊娠合并消化性溃疡,赤砂糖
积滞,鸡肉
第1跖趾骨关节炎,鸡肉
梅克尔细胞癌,薇菜
慢性嗜酸性粒细胞性肺炎,鸡蛋清
营养不良,鸭肝
不随意运动,鸡蛋
运动神经元病,松子仁
向颈段脊髓供血的根动脉缺血症候群,鸡肉
神经鞘源性肿瘤,赤砂糖
白血病伴发的精神障碍,鸭翅
眶骨髓炎,南瓜子仁
牙外伤,乌骨鸡
肘外翻,薇菜
肠系膜静脉血栓形成,莲子
难治性心力衰竭,葵花子仁
脊椎骨髓炎,南瓜子仁
丁型病毒性肝炎,白果（干）
桡骨、尺骨茎突骨折,鸡蛋
胞内分枝杆菌感染,鸽肉
狼疮肾炎,黑豆
小儿哮喘性肌萎缩综合征,鸭肝
外阴接触性皮炎,鸡肉
勃起功能障碍,核桃
弥漫性特发性骨肥厚,白果（鲜）
皮脂腺囊肿,鸡肉
外阴上皮样肉瘤,绿豆
Morton跖头痛,葵花子仁
自主性高功能性甲状腺腺瘤,乌骨鸡
丝状角膜病变,芝麻
小儿动脉肝脏发育异常综合征,鸡蛋黄
帕金森病性痴呆,核桃
炭疽,鸡肉
胸腔积液,南瓜子仁
淋菌性尿道炎,白果（干）
单纯疱疹病毒肺炎,莲子
单纯疱疹病毒感染症,鸡肝
固定性斜视,青豆
肺曲菌病,鸡蛋
亚急性坏死性脊髓炎,鸡蛋
中心性浆液性脉络膜视网膜病变,栗子（鲜）
食管外压和牵拉,薇菜
肥厚型梗阻性心肌病,松子（炒）
扁平苔藓,鸭血(白鸭)
病理性神经损伤,鸡心
口腔结核性溃疡,鸡肉
老年人急性左心衰竭,芝麻
酚类中毒,鸡蛋黄
情感障碍,南瓜子仁
扁平疣,腰果
急性淋巴细胞白血病,南瓜子仁
肉瘿,鸡蛋
脊椎炎,鸭蛋
尿道癌,绿豆
裂谷热,葵花子仁
屈光不正,蜂蜜
融合性网状乳头瘤病,莲子
老年人自发性气胸,南瓜子仁
金属引起的口腔黏膜疾病,芝麻
多发脑梗死性痴呆,芝麻
睾丸炎,黄豆粉
磨牙,腰果
卵巢癌,南瓜子仁
膀胱平滑肌瘤,鸡肝
淋病,鸡蛋
黄疸性肝炎,大白菜(青口)
微小核糖核酸病毒性角膜炎,葵花子仁
尿毒症性心包炎,鸡蛋
急性颌骨骨髓炎,鸭蛋
小儿疱疹性角膜结膜炎,南瓜子仁
肾发育不全,荸荠粉
脊椎外伤,鸡蛋
慢性胃炎,鸡腿
先天性喉喘鸣,鸡蛋
恙虫病性肺炎,栗子（熟）
毛囊角化病,薇菜
外阴基底细胞癌,芝麻
手足心热,豆腐
股骨颈骨折,鸡蛋
先天性肠旋转不良,芝麻
小儿感冒,南瓜子仁
阴虚发热,鸡蛋
颈型颈椎病,绿豆
闭合性脊髓损伤,核桃
急性粒细胞缺乏,莲子
口底多间隙感染,鸭翅
肘外翻,鸽蛋
聚合性痤疮,绿豆
人工流产,小米
小儿胆道蛔虫症,鸡肉
男性生殖器畸形,鸡蛋
皮肤平滑肌瘤,黑豆
肺吸虫病,松子仁
慢性肺炎,葵花子仁
肺念珠菌病,核桃
点状内层脉络膜病变,鸡蛋黄
膀胱平滑肌瘤,鸡肉
郁证,芝麻
胆囊-结肠肝曲粘连综合征,南瓜子仁
急性肾炎,豆腐
单纯型精神分裂症,山药
腺病毒性肠炎,鸽蛋
先天性胸腺发育不全,鸡蛋
手部血管损伤,鸡蛋
巨球蛋白血症,葵花子仁
急性淋巴细胞性白血病,赤砂糖
喉癌,南瓜子仁
乳头状腺瘤,鹿肉
法洛三联症,鹌鹑蛋
结核性膀胱自发破裂,白果（干）
肾血管性高血压,鸡蛋
腹痛,白果（干）
猛兽伤,鸡蛋
卵巢宫内膜样肿瘤,南瓜子仁
副霍乱,绿豆
先天性巨输尿管,鸡蛋
伴纤维囊性骨炎的假性甲状旁腺功能低下症,鸭翅
寒湿泄泻,鸡肉
心内膜炎,鸡心
黏液纤维肉瘤,鸡血
心源性哮喘,腰果
脊髓小脑变性症,鸡蛋
脑室内脑膜瘤,绿豆
耳后骨膜下脓肿,芝麻
手足口病,花生
肺热,苦瓜
肺癌脑转移,白菜
信息成瘾,鸡心
寒湿泄泻,鸡肝
视网膜静脉阻塞,腰果
小儿慢性支气管炎,莲子
柯萨奇病毒和埃可病毒感染,鸡腿
外耳湿疹,鸡肉
热性荨麻疹,大白菜(青口)
小脑扁桃体疝,葵花子仁
病毒性咽炎,鸭翅
眼结石,绿豆芽
淋菌性尿道炎,腰果
原发性免疫缺陷病,鸭肝
小肠虚寒,鸡爪
急性胆囊炎,葵花子仁
色素性紫癜性苔藓样皮病,鹌鹑蛋
Morton跖头痛,鸡内金
急性眼眶蜂窝织炎,黑芝麻
小儿脑膜瘤,蜂蜜
毛囊性黏蛋白病,青豆
先天性冠状动脉瘘,青豆
煤炭工尘肺,鸡肉
SARS的胃肠道感染,鸡肉
真菌中毒症,核桃
细菌性阴道炎,南瓜子仁
间质性肾炎,鸭肉
小儿迁延与慢性腹泻,腰果
盆腔腹膜炎,腰果
胸锁关节脱位,腰果
妊娠合并血栓性疾病,鸡蛋
肺疟疾病,鸭肝
鼻鼽,鸡蛋
手足徐动症,白果（干）
肾动脉血栓形成和栓塞,赤砂糖
晶状体相关葡萄膜炎,花生
肾皮质髓质脓肿,葵花子仁
儿童期情绪障碍,葵花子仁
小儿神经白塞综合征,腰果
老年人原发性恶性高血压引起的恶性小动脉肾,鸡蛋
外耳湿疹,鸭翅
肾功能不全,杏仁
乳腺囊肿,鸡肉
蛋白丧失胃肠综合征,腰果
小肠纤维瘤,青豆
膀胱输尿管反流,腰果
睾丸畸胎瘤,芝麻
眼眶假瘤,栗子（鲜）
跖疣,鸡蛋黄
鲍温样丘疹病,莲子
风寒,油菜心
阴虚发热,鸭蛋
人蠕形螨病,花生
性早熟,白果（鲜）
持续性枕横位难产,鸡肉
闭经溢乳综合征,核桃
圆锥角膜,栗子（鲜）
小儿急性出血性坏死性肠炎,黑豆
血吸虫肠病,桃仁
急性高原病,核桃
色素性静脉旁视网膜脉络膜萎缩,赤砂糖
流行性感冒,南瓜子仁
全身化脓性感染,鸡心
旅游者腹泻,鸡心
眼外肌外伤,腰果
隐斜,腰果
脑血栓,鸡蛋
过敏性皮炎-测试,草鱼
幼女性外阴阴道炎,鸡心
浆细胞白血病,芝麻
关节脱位,鸡肉
老年人脱水,葵花子仁
多毛症,南瓜子仁
先天性无转铁蛋白血症,南瓜子仁
热射病,芝麻
妊娠痒疹,鸡肉
骨筋膜室综合症,咸鸭蛋
表皮囊肿,莲子
外生殖器畸形,小白菜
色素性荨麻疹,鸡蛋
创伤性心源性溶血性贫血,白果（鲜）
周边葡萄膜炎,鸡肉
免疫缺陷者肺炎,鸡蛋
卵巢纤维组织来源肿瘤,鸡内金
胆管结石,腰果
高度近视,猪排骨(大排)
弗郎西丝菌肺炎,黑豆
黏液纤维肉瘤,鸡蛋
大肠平滑肌肉瘤,腰果
神经内分泌肿瘤,鸡蛋
舌咽神经痛,莲子
微小病变性肾病,腰果
肠系膜上动脉综合征,芝麻
单心房,南瓜子仁
脊椎椎弓峡部裂,鸡肉
外伤性腹膜后出血或血肿,南瓜子仁
菌血症,南瓜子仁
舌下腺囊肿,鸡肉
咽部异感症,鸭翅
糖尿病性肾病,核桃
毛状白斑,杏仁
输尿管结石,葵花子仁
混合型阴道炎,燕麦片
乳腺囊性增生症,南瓜子仁
小儿慢性硬膜下血肿,黄豆粉
风湿性疾病,鸡肉
固定性斜视,蜂蜜
浸淫疮,鸭蛋
流痰,腰果
肾积脓,鹌鹑蛋
静脉曲张,芝麻
鼻窦粘膜囊肿,鹿肉
肾气不固,鸡蛋
外伤后脑脂肪栓塞,葵花子仁
其他沙门菌感染,赤砂糖
桡骨、尺骨茎突骨折,母鸡
瘙痒症,黄豆粉
先天性小眼球合并眼眶囊肿,芝麻
癫痫性精神障碍,鸡蛋
小儿肾性糖尿,芝麻
室性期前收缩,鸡肉
甲型副伤寒,燕麦片
二尖瓣关闭不全,南瓜子仁
高度近视,绿豆芽
胃良性肿瘤,腰果
视网膜色素变性,栗子（鲜）
持续性枕横位难产,鸭翅
矫正型大动脉错位,葵花子仁
酒精中毒性神经疾病,葵花子仁
混合痔,鸡蛋
妊娠合并慢性肾小球肾炎,鹅
消化不良,武昌鱼
胆管扩张症,松子仁
肠侵袭性大肠埃希杆菌感染,鸡蛋黄
混睛帐,鸡肉
皮脂腺囊肿,鸭肝
痢疾,鸡心
脓窠疮,鸡肉
扁平足,葵花子仁
言语障碍,蜂蜜
无功能性甲状旁腺囊肿,鸡肉
充血性心力衰竭,杏仁
浸润性乳腺癌,银耳(干)
椎管狭窄,鸭翅
紫绀-杵状指-肝病综合征,莲子
霉菌性外阴炎,鸡肉
精神活性物质所致精神障碍,鸡心
丝状疣,豆腐
肠道寄生虫病,猪排骨(大排)
皮肤平滑肌瘤,花生
椒疮,鸡蛋
腹膜炎,南瓜子仁
脊髓血管病,鸭肉
癃闭,腰果
多发性骨骺发育异常,鸡肉
胆管炎,腰果
毛囊角化病,鸡血
股神经干性痛,莲子
一氧化碳中毒,鸭肉
精囊炎,青豆
毛细血管或静脉血栓形成,鸡血
颧骨骨折,南瓜子仁
脑型疟疾,鸡血
跖骨、趾骨骨折,鸡肉
虫证,芝麻
α-贮存池病,核桃
硬皮病,鸭肝
咽部麻风,鸡蛋
老年人肥胖症,松子仁
盆腔腹膜炎,葵花子仁
痉挛性脑瘫,白果（干）
黄杆菌肺炎,鸭肝
颈部水囊瘤,鹅肉
龟头癌,山药
疱疹,栗子（熟）
老年人急性阑尾炎,鳕鱼
慢性腹泻,鳕鱼
直肠癌,芝麻
老年人乳腺癌,鸡内金
生长激素释放抑制素瘤,芡实米（鲜）
尿精,鸡
暗色丝孢霉病,青豆
先天性肌性斜颈,葵花子仁
疱疹性咽炎,生菜
先天性结肠狭窄和闭锁,鸡蛋
感冒,鹌鹑蛋
儿童股骨头坏死,鸡肝
腹股沟滑动疝,鸡心
乙肝,腰果
小儿眼-耳-脊椎综合征,腰果
颠茄碱类植物药物中毒,鸡心
妊娠合并再生障碍性贫血,鸡蛋
急性胆管炎,芝麻
混合型阴道炎,鸡蛋
喉炎,花生
疣,鸡心
颈部囊状淋巴管瘤,南瓜子仁
色欲伤,鸭蛋
胎记,鸭肉
恐怖症,鸡心
病理性神经损伤,荸荠粉
蝎螫伤,章鱼
胎记,鸭肝
疱疹,莲子
斑秃,芝麻
腰部慢性劳损,葵花子仁
药物相关性免疫性溶血性贫血,腰果
脐部脐肠系膜管息肉,鹅
躁狂症,核桃
溃疡性结肠炎性关节炎,鸡蛋
网状细胞肉瘤,腰果
中毒性弱视,栗子（鲜）
镍及其化合物引起的皮肤病,绿豆
紫癜,杏仁
颅咽管瘤,莲子
痈,薇菜
妊娠期甲状腺功能亢进,赤砂糖
肢骨纹状肥大,鸡蛋
肺病,鸡肝
跟痛症,菜花
钒及其化合物引起的皮肤病,芝麻
肾结石,鹌鹑蛋
特发性息肉样脉络膜血管病变,乌骨鸡
毛囊炎,鹿肉
多发性遗传性骨软骨瘤,南瓜子仁
外阴天疱疮,葵花子仁
老年急性阑尾炎,葵花子仁
伊藤痣,鸡蛋
腭咽闭合不全,芝麻
足外翻,鹅肉
甲周炎,鸡蛋
急性蜂窝组织炎,鸡蛋
阴道上皮内瘤样变,蜂蜜
先天性颈椎齿状突畸形,葵花子仁
金黄色葡萄球菌脑膜炎,鸭肝
常染色体隐性遗传性脑动脉病伴白质脑病,腰果
腘肌肌腱炎,鸭蛋
小儿食物变态反应,南瓜子仁
中青年脑梗死,鸡蛋
老年人肺心病,葵花子仁
中心性浆液性脉络膜视网膜病变,鸡蛋
门静脉血栓形成,栗子（鲜）
输尿管炎,鸡蛋
亚急性坏死性脊髓炎,鸡肉
免疫缺陷者肺炎,南瓜子仁
硬斑,荸荠粉
口腔结核性溃疡,鸡蛋
高血压性脑出血,鸡蛋
Chance骨折,鸡蛋
腹部肿瘤,小白菜
老年大便失禁,花生
缺铁性贫血,葵花子仁
寰椎骨折脱位,黑豆
老年人上消化道出血,葵花子仁
玻璃体疝,鸡蛋
肾皮质髓质脓肿,鸡蛋
获得性免疫缺陷综合征,鸽肉
阳痿,鸡肉
脊髓损伤,莲子
面瘫,鸡心
黑热病,鸡腿
纤维化综合征,莲子
玻璃体液化,鸡腿
神经元蜡样脂褐质沉积症,赤砂糖
鼻中隔血肿及脓肿,鸭肝
丘疹紫癜性手套和短袜样综合征,鹌鹑蛋
牙龈癌,莲子
久泄,鸡肉
感染性疾病所致贫血,芝麻
子宫腺肌病,鸭肝
咽部异感症,鸭蛋
外阴横纹肌肉瘤,鸡蛋
胃肠道癌,鸡蛋清
手足心热,菠菜
小儿房间隔缺损,莲子
基质性角膜炎,杏仁
空洞型肺结核,栗子（熟）
面颈部毛囊性红斑黑变病,鹌鹑蛋
晶体脱位,鸡蛋
葡萄球菌中毒性休克综合征,花生
小儿先天性胆总管囊肿,西瓜子仁
农药中毒性肾病,鸡蛋
脊椎外伤,鸡肉
毛细淋巴管瘤,鸡肉
胸膜炎,鸡心
呼吸道合胞病毒感染,黑豆
色厥色脱,鸡蛋
铁利用性贫血,鸡心
半月板损伤,芝麻
中枢神经兴奋药中毒,鸡蛋
小儿糖尿病,绿豆
糖尿病和高血压,鸭肉
单纯红细胞再障性贫血,芝麻
外阴上皮内瘤样病变,大豆
肌纤维组织炎,鸡肉
月骨脱位及月骨周围脱位,腰果
赤脉贯布,腰果
巨人症及肢端肥大症,鹿肉
肠伤寒穿孔,鸭翅
前庭大腺炎,桃仁
小儿注意缺陷障碍,鸡肉
跖骨、趾骨骨折,鸡蛋
产后泌尿道感染,武昌鱼
小儿咳嗽,芝麻
月骨脱位,鸭肉
病毒性脑膜炎,莲子
甲状腺功能亢进伴发的精神障碍,鸡蛋
小儿阵发性室上性心动过速,核桃
先天性小肠闭锁和肠狭窄,鸽蛋
化脓性食管炎,花生仁（炒）
手部血管损伤,鸡肉
小肠平滑肌瘤,鸽蛋
脊柱裂和有关畸形,薇菜
乳头皲裂,鸡肉
面红和面红恐惧症,鸭翅
剥脱综合征,莲子
糖尿病和高血压,鸭肝
涎腺癌,南瓜子仁
肠癌,鹅肉
不稳定血红蛋白病,核桃
脐炎,赤砂糖
自发性血胸,南瓜子仁
肝囊肿,鹿肉
肥大性龈炎,鸡肉
老年性舞蹈病,鸡内金
脊椎结核后突畸形,鸽蛋
呃逆,鸭蛋
