start,end
过敏性休克,注射用氢化可的松琥珀酸钠
胆源性急性胰腺炎,胰胆炎合剂
肺气肿,盐酸妥洛特罗片
棘间韧带损伤,关节止痛膏
妊娠合并生殖器疱疹,阿昔洛韦缓释片
气阴两虚,蛤蚧定喘丸
异位急性阑尾炎,清热消炎宁片
小儿巨大血小板综合征,酚磺乙胺氯化钠注射液
赤游丹,连翘败毒片
儿童顿咳,复方桔梗止咳片
小儿骨与关节结核,双醋瑞因胶囊
体癣,曲咪新乳膏
全面性发作,局方
肌膜炎,右旋布洛芬片
重症联合免疫缺陷,注射用胸腺五肽
孟氏骨折,舒筋活血片
酒精中毒性精神障碍,注射用盐酸硫必利
老年人肝性脑病,谷氨酸片
横位难产,保胎无忧胶囊
小儿副流感病毒肺炎,利巴韦林片
朗格汉斯组织细胞增多症,三尖杉酯碱注射液
植物人,吡拉西坦注射液
红眼病,清火栀麦片
溃疡病穿孔,元胡止痛胶囊
手指撕脱性骨折,骨炎灵片
人类T淋巴细胞病毒感染,氯霉素片
致肠细胞病变人孤儿病毒感染,乳酸左氧氟沙星片
Plummer-Vinson综合征,健脾补血片
交感神经链综合征,布洛芬缓释胶囊
癫痫持续状态,苯妥英钠片
疑病症,盐酸丁螺环酮片
乳腺癌,转移因子口服溶液
ADH分泌过多综合征,注射用呋塞米
肌肉肌腱单位的急性损伤,氯唑沙宗片
血栓性浅静脉炎,双嘧达莫片
乳溢-闭经综合征,大黄蛰虫丸
人工性荨麻疹,无极膏
水杨酸类中毒,注射用鼠神经生长因子
先天性肘关节融合,右旋酮洛芬氨丁三醇片
红斑狼疮,丙酸氟替卡松乳膏
泛细支气管炎,阿莫西林颗粒
小儿白血病,醋酸地塞米松片
毛囊性黏蛋白病,司帕沙星片
马桑果中毒,盐酸利多卡因注射液
子宫收缩乏力,保胎无忧片
单侧肺气肿,硫酸特布他林片
咽扁桃体肥大,依托红霉素片
颈椎后纵韧带骨化症,骨刺片
记忆障碍,谷维素片
小儿白塞病,狼疮丸
痛经,生化丸
原发性卵巢类癌综合征,六甲蜜胺胶囊
脱疽,烟酸占替诺片
行经泄泻,补肾斑龙片
风湿病性贫血,鹿角胶
原发性皮肤淀粉样变性,注射用头孢唑林钠
消化性溃疡,胶体果胶铋胶囊
卵巢支持-间质细胞瘤,六甲蜜胺胶囊
劳力性心绞痛,速效救心丸
十二指肠胃反流及胆汁反流性胃炎,甲氧氯普胺片
心血管疾病,氨氯地平阿托伐他汀钙片
小儿维生素B6缺乏病,赖氨葡锌颗粒
小儿抽动症,醒脑安神片
人为性皮炎,倍他米松片
习惯性流产,黄体酮胶囊
桡骨小头半脱位,伤科跌打片
维生素D缺乏病,碳酸钙咀嚼片
盆腔结缔组织炎,止痛化癥片
阴囊癌,甲氨蝶呤注射液
念珠状红苔藓,盐酸布替萘芬乳膏
激素抵抗型哮喘,复方菠萝蛋白酶肠溶片
复发性疱疹,连翘败毒片
胃恶性淋巴瘤,复方氟尿嘧啶口服溶液
眼眶肉瘤,强力康颗粒
花斑癣,盐酸特比萘芬凝胶
播散性血管内凝血,氨甲苯酸注射液
痛风石,青鹏软膏
骶骨骨折,接骨丸
外阴丹毒,克拉霉素片
妊娠合并子宫肌瘤,平消胶囊
加速性房性逸搏心律,盐酸普萘洛尔片
老年人肺气肿,盐酸班布特罗片
新生儿出血症,亚硫酸氢钠甲萘醌注射液
射精功能障碍,三肾丸
肠道传染病,乳酸左氧氟沙星分散片
脑室内出血,桂利嗪片
柯莱斯骨折,灵仙跌打片
小儿单侧肺异常透亮综合征,注射用头孢唑林钠
病毒性肝炎,垂盆草颗粒
会厌炎,头孢氨苄胶囊
慢性皮肤粘膜念珠菌病,酮康唑乳膏
气功所致精神障碍,牛黄宁宫片
急性失血所致贫血,养血安神片
神经母细胞瘤,复方环磷酰胺片
乳腺腺病,盐酸米诺环素胶囊
急性肝病,阿德福韦酯片
眼丹,妥布霉素地塞米松滴眼液
小儿弱视,明目地黄丸
复发性坏死性黏膜周围炎,甘草锌胶囊
胫骨髁骨折,跌打损伤丸
食管异位组织,粉剂
小儿肾性糖尿,30R
老年人椎基底动脉供血不足,冠脉宁片
水合氯醛中毒,注射用硫代硫酸钠
胆脂瘤型中耳炎,头孢呋辛酯胶囊
原发性限局性皮肤淀粉样变,复方酮康唑软膏
周围神经病损,天麻素片
小儿X-连锁高免疫球蛋白M血症,胸腺五肽注射液
小儿腺苷脱氨酶缺乏,多糖蛋白片
骨与关节梅毒,红霉素肠溶胶囊
哮喘性肺嗜酸粒细胞浸润症,托西酸舒他西林胶囊
小儿惊厥,清火栀麦片
胰腺囊腺瘤和囊腺癌,注射用盐酸吉西他滨
无症状性脑梗死,灯银脑通胶囊
鹅掌风,联苯苄唑乳膏
股神经痛,对乙酰氨基酚缓释片
大网膜囊肿,复方阿胶补血膏
低钾血症肾病,结石通茶
胎漏,孕康颗粒
遗传性硬化性皮肤异色症,醋酸地塞米松片
残胃癌,复方万年青胶囊
尾骨骨折与脱位,骨松宝胶囊
出血性膀胱炎,注射用头孢唑林钠
神经官能性表皮剥脱,舒必利片
叠瓦癣,硝酸益康唑溶液
出血败血性巴斯德菌感染,4:1分散片
慢性颈部软组织损伤,阿莫西林颗粒
轮状病毒性肠炎,苍苓止泻口服液
旅游者腹泻,鞣酸蛋白片
胃肠湿热,强阳保肾丸
小儿肺脓肿,阿莫西林克拉维酸钾分散片
肺炎杆菌肺炎,通宣理肺丸
动脉粥样硬化,通脉降脂片
何杰金病,复方斑蝥胶囊
结核性中耳乳突炎,头孢丙烯分散片
月经病,田七痛经胶囊
慢性乳腺炎,炎立消胶囊
高血压,缬沙坦胶囊
缺铁性贫血,复方硫酸亚铁颗粒
老年人炎症性肠病,乳酸左氧氟沙星片
腹膜炎,替硝唑片
肺青霉病,三七血伤宁散
右心室双出口,琥乙红霉素颗粒
隐匿型乳腺癌,尿嘧啶替加氟片
毒蛇咬伤,利多卡因氯己定气雾剂
臀肌挛缩症,痫愈胶囊
慢性糜烂性胃炎,猴头菌提取物颗粒
沙门氏菌性肠炎,乳酸左氧氟沙星片
慢性单纯外伤性腰腿痛,阿司匹林片
雪盲,复方硫酸新霉素滴眼液
婴儿痤疮,增抗宁片
小儿家族性复发性血尿综合征,当归拈痛丸
皮脂腺腺瘤,氟尿嘧啶注射液
肺损伤,洋参保肺胶囊
小儿关节过度活动综合征,奥沙普秦肠溶片
肺炎衣原体感染,盐酸多西环素胶囊
巨细胞动脉炎和风湿性多肌痛,麝香壮骨膏
小肠虚寒,复方红根草片
湿热病,土霉素片
毒热侵肤,曲安西龙片
棘突滑囊炎,双氯芬酸钠肠溶片
多灶性脉络膜炎伴全葡萄膜炎,复方硫酸新霉素滴眼液
腹痛,注射用头孢哌酮钠
春季卡他性结膜炎,双氯芬酸钠滴眼液
小儿莫拉雷脑膜炎,氯霉素片
小儿维生素B1缺乏病,葡萄糖酸锌颗粒
小肠吸收不良综合征,赖氨葡锌颗粒
神经衰弱,天王补心丸
酸中毒,注射用硫代硫酸钠
结核性中耳乳突炎,头孢呋辛酯干混悬剂
软骨发育异常,三维鱼肝油乳
二糖酶缺乏症,胸腺肽肠溶片
继发于严重肝疾患的棘红细胞增多症,谷氨酸钠注射液
老年人代谢性酸中毒,胰岛素注射液
空洞型肺结核,五海瘿瘤丸
桡骨下端骨折,鹿瓜多肽注射液
咬肌间隙感染,琥乙红霉素颗粒
无汗症,无极膏
肺癌骨转移,鸦胆子油软胶囊
五氯酚钠中毒,二十九味能消散
肱骨外髁颈骨折,双虎肿痛宁
卵巢肿瘤破裂,依托泊苷软胶囊
病态窦房结综合征,环磷腺苷葡胺葡萄糖注射液
颈椎骨折脱位,舒筋活血胶囊
急性闭角性青光眼,杞菊地黄丸
获得性高脂蛋白血症,益心酮片
伤寒性心肌炎,滋心阴胶囊
革兰阳性球菌和革兰阴性杆菌性巩膜炎,双氯芬酸钠滴眼液
胃扭转,Ⅲ
髋关节结核,丙硫异烟胺肠溶片
小儿厌食症,健儿清解液
习惯性便秘,便乃通茶
肾下垂,补中益气合剂
疱疹性咽炎,右美沙芬缓释混悬液
股骨髁骨折,舒筋活血片
出血败血性巴斯德菌感染,氨苄西林胶囊
心包间皮瘤,苦参碱氯化钠注射液
神经官能性表皮剥脱,卡马西平片
阵发性室上性心动过速,盐酸胺碘酮片
生殖道感染,盐酸芦氟沙星胶囊
慢性创伤性滑囊炎,双氯芬酸钠缓释片
肋间神经痛,舒肝丸
厚皮性骨膜病,小儿四维葡钙颗粒
胰腺分裂,清胰利胆颗粒
舟骨骨折,酮洛芬凝胶
马尔尼菲青霉病,脾氨肽口服冻干粉
手部血管损伤,碘酊
椎体骨软骨病,阿法骨化醇片
输尿管瓣膜,净石灵胶囊
小儿肺脓肿,阿莫西林克拉维酸钾片
化脓性腱鞘炎,依托芬那酯凝胶
婴儿肢端脓疱病,克拉霉素胶囊
小儿珠蛋白生成障碍性贫血,潞党参膏滋
老年人分水岭脑梗死,藻酸双酯钠片
女性癫痫,吡拉西坦片
小肠扭转,阿托品异丙嗪注射液
急性硬脑膜外血肿,注射用盐酸丁卡因
过敏性湿疹,氟芬那酸丁酯软膏
胃气上逆,碳酸氢钠片
输卵管卵巢脓肿,奥硝唑氯化钠注射液
小儿真菌感染性口炎,硫酸锌口服溶液
生理性卵巢囊肿,红金消结胶囊
暴发性肝功能衰竭,注射用氨酪酸
眼眶击出性骨折,三七片
传染性湿疹样皮炎,咪康唑氯倍他索乳膏
肛提肌综合征,防风通圣丸
急性女阴溃疡,聚甲酚磺醛栓
膝关节损伤,舒筋活血片
脑梗塞,脑心通胶囊
胃窦血管扩张症,氨甲苯酸片
盲肠扭转,阿托品异丙嗪注射液
老年人脑心综合征,溶栓胶囊
并发症白内障,妥布霉素眼膏
抽搐与惊厥,消食退热糖浆
股骨干骨折,复方三七胶囊
新生儿流行性腹泻,蒙脱石散
乳房湿疹,咪康唑氯倍他索乳膏
结核性膀胱挛缩,盐酸黄酮哌酯片
小儿球形细胞脑白质营养不良,小儿肠胃康颗粒
前房积血与青光眼,布林佐胺滴眼液
兰伯特-伊顿综合征,溴吡斯的明片
柯萨奇病毒疹,乙酰谷酰胺注射液
家族性良性天疱疮,醋酸泼尼松龙片
恶性萎缩性丘疹病,克林霉素磷酸酯溶液
儿童焦虑症,金黄抱龙丸
小儿溃疡性结肠炎,胶体酒石酸铋胶囊
胸腺瘤,平消片
沙门氏菌性肺炎,氟康唑胶囊
情感障碍,盐酸阿米替林片
小儿急性肾小球肾炎,甲泼尼龙片
输尿管结石,盐酸屈他维林片
妊娠合并急性胰腺炎,注射用氨苄西林钠舒巴坦钠
母乳性腹泻,保儿安颗粒
退行性黄韧带肥厚,腰息痛胶囊
脊椎结核并发窦道,异烟肼片
遗精,七鞭回春乐胶囊
毛盘瘤,依诺沙星乳膏
咖啡因与氨茶碱中毒,注射用呋塞米
营养性贫血,右旋糖酐铁口服液
银屑病关节炎性巩膜炎,银屑灵
小儿脓窠疮,夏桑菊颗粒
神经内分泌肿瘤,注射用氟尿嘧啶
诺卡菌病,头孢氨苄胶囊
粪类圆线虫病,吡喹酮片
小儿慢性粒细胞白血病,硫唑嘌呤片
小儿烫伤,伤科灵喷雾剂
面颈部毛囊性红斑黑变病,克林霉素磷酸酯溶液
放射性肠炎,氧氟沙星片
肺病,阿莫西林颗粒
痰毒,头孢克洛分散片
风搔痒,肤痒颗粒
产后喘促,三七血伤宁散
癌肿性关节炎,藤黄健骨胶囊
肺炎,头孢氨苄胶囊
不孕不育,天然型
化脓性角膜炎,杞菊地黄丸
过敏性肉芽肿性血管炎相关巩膜炎,眼氨肽注射液
纤维性骨炎,酮洛芬缓释胶囊
老年人急性肾功能衰竭,氢氯噻嗪片
喉息肉,感冒清胶囊
急性淋巴结炎,清热散结胶囊
风轮湿热,妥布霉素地塞米松滴眼液
旋转带肌腱炎,双氯芬酸钠缓释片
棘阿米巴性角膜炎,杞菊地黄丸
复发性多软骨炎,维B1乳酸钙片
多发性骨髓瘤,来那度胺胶囊
营养代谢障碍疾病,赖氨葡锌颗粒
急性及亚急性脑内血肿,脑血康片
卵巢泡膜细胞瘤,苯丁酸氮芥片
幼儿急疹,防风通圣丸
旅游者腹泻,氯化钾缓释片
耳病,阿奇霉素胶囊
传染性脓疱病,克拉霉素干混悬剂
幼年型关节强硬性脊椎炎,吲哚美辛栓
老年人多发性骨髓瘤,乌苯美司片
外阴癌,注射用盐酸平阳霉素
肛肠息肉,塞来昔布胶囊
婴儿性骨皮质增生症,骨筋丸胶囊
老年人甲状腺功能亢进危象,盐酸普萘洛尔片
有头疽,头孢克洛缓释胶囊
皮炎,曲安奈德益康唑乳膏
肾淀粉样变性,雷公藤多苷片
慢性酒中毒,美他多辛胶囊
小肠扭转,盐酸消旋山莨菪碱氯化钠注射液
痰积,头孢克肟分散片
梅毒,四环素片
神经性关节病,硫酸氨基葡萄糖片
恶性高血压,盐酸普萘洛尔片
宾斯旺格病,盐酸金刚烷胺片
孟氏骨折,独一味颗粒
坐板疮,阿奇霉素分散片
过敏性紫癜,马来酸氯苯那敏片
足舟骨骨折,活血止痛散
热痉挛,清凉油
中毒性红斑,三乙醇胺乳膏
颅内低压性头痛,甲芬那酸片
灼痛,关节镇痛膏
妊娠合并系统性红斑狼疮,倍他米松片
小儿疳渴,健儿糖浆
老年人室性心动过速,盐酸胺碘酮片
卵巢混合性生殖细胞-性索间质肿瘤,注射用香菇多糖
化学烧伤,复方鱼肝油氧化锌软膏
泡性角结膜炎,盐酸左氧氟沙星滴眼液
额颞痴呆,复方活脑舒胶囊
胸内甲状腺肿,甲巯咪唑片
尿道结石,尿路通胶囊
小儿呕吐,肠炎宁片
慢性肾盂肾炎,注射用头孢唑林钠
克拉伯病,盐酸甲氯芬酯胶囊
心脏神经症,安乐片
鱼鳞病,参归润燥搽剂
严重联合免疫缺陷病,多糖蛋白片
慢性肠炎,乳酸左氧氟沙星片
卵巢冠囊肿,消结安胶囊
脓疱疮,盐酸环丙沙星凝胶
大肠腺瘤,注射用胸腺五肽
头外伤,吡拉西坦片
嗜铬细胞瘤,阿替洛尔片
足菌肿,乙酰螺旋霉素片
足穿通性损害,梁财信跌打丸
肌疝,IV
戈登综合征,缬沙坦胶囊
病毒性肠炎,金菊五花茶颗粒
慢性喉炎,金鸣片
淋巴癌,复方环磷酰胺片
筋骨懈堕,氢溴酸加兰他敏注射液
韧带损伤,威灵骨刺膏
消渴病,玉泉颗粒
股骨颈骨折,独一味颗粒
离位皮炎,丹皮酚软膏
肾精亏虚,健宝灵颗粒
蝎螫伤,仁青芒觉
溢乳闭经综合征,桂枝茯苓胶囊
老年期抑郁症,盐酸文拉法辛胶囊
溃疡病穿孔,兰索拉唑肠溶片
反流性食管炎,甲氧氯普胺片
妊娠合并肾病综合征,五苓片
慢性输卵管卵巢炎,千金止带丸
内脏动脉慢性闭塞,贝前列素钠片
小儿有机磷农药中毒,氯解磷定注射液
致心律失常性右室心肌病,振源胶囊
小儿非内脂性网状内皮增殖综合征,盐酸左氧氟沙星胶囊
老年人血栓性疾病,麝香心脑乐胶囊
小儿过敏性紫癜肾炎,醋酸泼尼松龙注射液
不孕不育,散结镇痛胶囊
肩关节周围炎,双氯芬酸二乙胺凝胶
脚癣,硝酸益康唑乳膏
家族性高胆固醇血症,冠脉康片
老年人真性红细胞增多症,高三尖杉酯碱注射液
鼻结核,蛇胆川贝液
苦夏,木香顺气丸
遗忘综合征,盐酸多奈哌齐片
阴道恶性苗勒管混合瘤,氟尿嘧啶注射液
眩晕,上清丸
丙型病毒性肝炎,齐墩果酸片
宫颈外翻,抗宫炎片
喉烧灼伤,盐酸左氧氟沙星氯化钠注射液
匐行性脉络膜炎,肌苷口服溶液
阴囊炎性癌,新福菌素注射液
冷球蛋白血症肾损害,呋塞米片
踝关节脱位,威灵骨刺膏
急性腹泻,藿香正气片
发疱性甲虫皮炎,醋酸地塞米松片
先天性食管狭窄,粉剂
肠杆菌肺炎,乳酸左氧氟沙星片
胃出血,胃康胶囊
母乳性腹泻,双歧杆菌三联活菌胶囊
疰夏,清凉油
拉休尤-格拉哈姆-利特尔综合征,维A酸乳膏
运动性闭经,地屈孕酮片
未分化结缔组织病,醋酸泼尼松片
脊柱骨折,止血镇痛胶囊
阴道腺病,阿莫西林颗粒
血小板减少性紫癜,转移因子口服溶液
急性硫化氢中毒,布美他尼片
老年人免疫性血小板减少性紫癜,维生素C片
间断脉冲噪音损伤,磁朱丸
脊髓亚急性联合变性,注射用盐酸克林霉素
腰肌劳损,阿司匹林片
银屑病性关节炎,阿咖片
颞叶肿瘤,甘油果糖氯化钠注射液
多发性骨骺发育不良,阿法骨化醇片
呼吸机相关性肺炎,蛇胆川贝液
脐炎,奥硝唑胶囊
直肠炎,速效止泻胶囊
佝偻病,强骨生血口服液
溃疡病出血,泮托拉唑钠肠溶胶囊
老年人高血压危象,盐酸贝那普利片
咽炎,氨苄西林胶囊
发热伴血小板减少综合征,维生素C片
煎厥,尼莫地平片
出血性脑卒中,辛伐他汀片
藏毛性疾病,司帕沙星分散片
先天性肝内胆管囊状扩张症,盐酸米诺环素胶囊
麦胶性肠病,藿香正气胶囊
小儿麻痹症,氢溴酸加兰他敏注射液
小儿腹胀,小儿复方鸡内金散
外阴银屑病,醋酸氟轻松乳膏
膀胱结核,对氨基水杨酸异烟肼片
结节性脆发病,荣发胶囊
外阴炎,复方黄松洗液
咽肌痉挛,脑络通胶囊
椒疮,酞丁安滴眼液
慢性根尖牙周炎,甲硝唑片
肺嗜酸细胞组织细胞增生症,头孢氨苄胶囊
原发性硬化性胆管炎,消石利胆胶囊
湿痹,胸腺肽肠溶片
急性女阴溃疡,妇洁舒洗液
急性蜂窝织炎,4:1分散片
急慢性肝炎,健肝灵胶囊
听力障碍,尼群地平片
肝结核,拉米夫定胶囊
头风病,建曲
枢椎齿突骨折,双虎肿痛宁
肺淀粉样变性,依托红霉素片
营养代谢疾病伴发的精神障碍,肥儿糖浆
颈椎小关节创伤性退变性关节炎,双氯芬酸钠缓释片
匐行性角膜溃疡,盐酸仑氨西林片
脑梗死,长春西汀片
小儿急性胆囊炎,司帕沙星片
葡萄球菌食物中毒,坐珠达西
朗汉斯细胞的组织细胞增多症,醋酸地塞米松片
生殖器念珠菌病,氟康唑胶囊
露阴癖,氟哌啶醇片
溃疡病急性穿孔,奥美拉唑镁肠溶片
热带性肺嗜酸粒细胞浸润症,托西酸舒他西林胶囊
精神分裂症,盐酸氯丙嗪片
赤白游风,马来酸氯苯那敏片
霉菌性阴道炎,苦参栓
牙龈瘘管,司帕沙星片
白塞病伴发的精神障碍,双花百合片
肠胃炎,盐酸雷尼替丁胶囊
毛囊脓疱病,红霉素软膏
心室静止,降脂宁颗粒
肋骨骨髓炎,盐酸环丙沙星片
完全流产,地屈孕酮片
嗜水气单胞菌肠炎,枯草杆菌二联活菌肠溶胶囊
红细胞生成性原卟啉病,磷酸氯喹片
火器性颅脑损伤,三七片
细菌性角膜溃疡,盐酸仑氨西林片
成骨不全,接骨丸
慢性鼻炎,鼻舒适片
糖尿病所致脊髓病,抗饥消渴片
过敏性阴道炎,依托红霉素片
骨质增生,骨刺消痛液
内隐斜,注射用A型肉毒毒素
外源性光感性皮炎,维生素B6片
核黄素缺乏病,多维铁口服溶液
热性荨麻疹,防风通圣丸
上矢状窦血栓性静脉炎,双嘧达莫片
结肠类癌,复方氟尿嘧啶口服溶液
痰积,蛤蚧定喘丸
小儿高血压,苯磺酸氨氯地平胶囊
心房心肌梗死,抗栓胶囊
病毒性肝炎,当飞利肝宁片
坏死性肠炎,苦木注射液
穿凿脓肿性头部毛囊炎及毛囊周围炎,司帕沙星片
进行性骨干发育不全,8-11
肺炎衣原体感染,罗红霉素胶囊
巴顿骨折,8-11
黑色素瘤,注射用重组人干扰素α2a
黑色素瘤,注射用重组人干扰素α2b
SARS的胃肠道感染,阿奇霉素胶囊
结节性多动脉炎性巩膜炎,普拉洛芬滴眼液
颈部火器性异物,参三七伤药胶囊
神经肽性肢端感觉异常,复方黄藤洗液
牙结石,复方氯己定含漱液
肉痹,醋酸可的松片
膝关节创伤性滑膜炎,布洛芬缓释胶囊
肥胖症,奥利司他片
白细胞减少症和粒细胞缺乏症,参芪十一味颗粒
急性脑内血肿,二乙酰氨乙酸乙二胺氯化钠注射液
耳湿疹,连翘败毒丸
水疱性远端指炎,头孢氨苄胶囊
新生儿佝偻病,强骨生血口服液
糖尿病型牙周炎,甲硝唑芬布芬胶囊
软骨母细胞瘤,复方阿胶补血膏
脑囊肿,注射用盐酸尼莫司汀
三环类抗忧郁药中毒,大月晶丸
食管病,食道平散
阻塞性肺气肿,化痰平喘片
贫血伴发的精神障碍,杞枣口服液
泥螺-日光性皮炎,曲安奈德益康唑乳膏
低镁血症,氯化钠注射液
儿童期精神障碍及精神发育迟缓,赖氨肌醇维B12口服溶液
蝶窦恶性肿瘤,蜡样芽孢杆菌活菌胶囊
原发性开角型青光眼,醋甲唑胺片
原发性高血压,清脑降压胶囊
原位癌,去甲斑蝥素片
强迫性障碍,盐酸氯米帕明片
乙型肝炎病毒相关性肾炎,蒺藜药酒
膝关节创伤性滑膜炎,双氯芬酸二乙胺凝胶
肝胆湿热,齐墩果酸胶囊
核黄素缺乏病,21
非01霍乱弧菌肠炎,诺氟沙星胶囊
输卵管阻塞性不孕,保胎灵胶囊
风轮赤豆,依诺沙星滴眼液
副鼻窦炎,罗红霉素分散片
钩虫病,阿苯达唑胶囊
脑血吸虫病,吡喹酮片
卵巢混合性生殖细胞-性索间质肿瘤,醋酸甲地孕酮分散片
银杏中毒,地塞米松磷酸钠注射液
老年人脑心综合征,复方芦丁片
胃肿瘤,去氧氟尿苷胶囊
甲状舌管囊肿与鳃裂囊肿,冰矾清毒生肌散
眼睑丹毒,红霉素眼膏
慢性舌扁桃体炎,牛黄解毒片
空洞型肺结核,洋参保肺胶囊
乳泣,产妇康洗液
胆囊胆固醇沉着症,匹伐他汀钙片
颈肋畸形,藤黄健骨丸
外阴黑色棘皮症,妇炎清洗剂
老年人稳定型心绞痛,丹参片
痞满,法莫替丁胶囊
产后出血,养血当归糖浆
新生儿肾静脉血栓,盐酸甲氯芬酯胶囊
小儿弓形腿综合征,三维鱼肝油乳
气功所致精神障碍,卡马西平片
急性淋巴结炎,天蚕片
脑病,甘油果糖注射液
老年人心力衰竭,氢氯噻嗪片
疣状胃炎,碳酸氢钠片
原发性巨球蛋白血症,维生素C注射液
气单胞菌肺炎,头孢克洛颗粒
肾上腺肿瘤,消癌平片
妊娠合并硬皮病,积雪苷霜软膏
脑鸣,牛黄上清片
细菌性肠炎,乳酸菌素片
高钙血症肾病,鲑鱼降钙素鼻喷剂
距骨骨折,跌打损伤丸
韦尼克脑病,注射用果糖二磷酸钠
颅后窝血肿,脑血康滴丸
糖尿病性肾病,降糖舒片
白塞病性巩膜炎,双花百合片
足菌肿,司帕沙星分散片
锁骨骨折,跌打丸
镇静、安定、催眠药中毒,布美他尼片
手腕扭伤,酮洛芬凝胶
反社会人格障碍,盐酸氟西汀胶囊
慢性嗜酸性粒细胞性肺炎,头孢泊肟酯胶囊
黏膜相关样组织淋巴瘤,苯丁酸氮芥片
原发性食管恶性黑色素瘤,司莫司汀胶囊
绝经期关节炎,替勃龙片
小儿喘息样支气管炎,小儿肺热咳喘口服液
阻塞性肺气肿,如意定喘丸
小儿骨折,独一味颗粒
假麦格综合征,氯霉素片
性病神经症,脑灵素胶囊
脑瘤,司莫司汀胶囊
心房心肌梗死,麝香心脑乐胶囊
神经母细胞瘤,注射用顺铂
小肠腺癌,消癌平胶囊
乳腺囊性增生症,乳疾灵颗粒
小儿高磷酸酶血症,王氏保赤丸
阿片类药物中毒,大月晶丸
射精功能障碍,海马巴戟胶囊
完全流产,乐孕宁颗粒
青少年及小儿阴道透明细胞癌,注射用盐酸平阳霉素
缺水和缺钠,氯化钠注射液
小儿衣原体肺炎,依托红霉素混悬液
外阴黑色素瘤,注射用重组人白介素-2
慢性胆囊炎,石淋通颗粒
老年人分水岭脑梗死,大活络丸
急性乳腺炎,牛黄清胃丸
绝经,鸿茅药酒
食管结核,去甲斑蝥素片
特发性关节痛综合征,吡罗昔康片
急性蜂窝织炎,依托红霉素片
五软,甲硫酸新斯的明注射液
阿米巴痢疾,甲硝唑片
赤脉传睛,依托红霉素片
多骨纤维发育不良,骨折挫伤胶囊
骨质疏松,特立帕肽注射液
急性肾小管坏死,聚苯乙烯磺酸钙散
迷路震荡,头痛定糖浆
中暑,清凉油
妊娠性急性阑尾炎,注射用哌拉西林钠他唑巴坦钠
溃疡性肠炎,SP
钴及其化合物引起的皮肤病,克痒敏醑
阿米巴结肠炎,蒙脱石散
妊娠合并重症肌无力,溴吡斯的明片
肾积脓,结石通茶
创伤后应激障碍,氢溴酸加兰他敏分散片
脑梗塞,曲克芦丁片
无痛性甲状腺炎,醋酸可的松注射液
解脲支原体感染,抗病毒口服液
非淋球菌性细菌性关节炎,小活络丸
踝部急性韧带损伤,辣椒碱乳膏
喉麻痹,金嗓散结颗粒
恶性肿瘤所致贫血,十全大补酒
腹壁间疝,十香丸
神经梅毒,盐酸美他环素片
股后肌劳损,吡罗昔康片
脊椎炎,雷公藤多苷片
胆囊胆固醇沉着症,冠脉康片
遗传性良性上皮内角化不良,尿素软膏
周围神经病损,天麻素胶囊
继发于无晶状体眼和人工晶状体眼的青光眼,盐酸卡替洛尔滴眼液
获得性循坏抗凝物质增多综合征,血宁糖浆
卵巢恶性腹膜间皮瘤,甲氨蝶呤片
肝硬化腹水,8-11
获得性免疫缺陷综合征视网膜病变,阿昔洛韦胶囊
拇指掌指关节尺侧侧副韧带损伤,麝香壮骨膏
老烂腿,曲克芦丁片
真菌过敏症,醋酸曲安奈德尿素软膏
急性胆管炎,头孢克肟分散片
湿痹,天麻胶囊
前列腺异位,氧氟沙星片
绝经期关节炎,舒神灵胶囊
造口旁疝,参桂理中丸
桡骨干骨折,接骨七厘片
腺病毒肺炎,诺氟沙星胶囊
髂静脉压迫综合征,复方七叶皂苷钠凝胶
胆源性慢性胰腺炎,注射用头孢唑林钠
胆囊-结肠肝曲粘连综合征,溴丙胺太林片
重症肌无力,溴新斯的明片
慢性肝炎,健肝灵胶囊
倒经,五子衍宗丸
慢性肾小球肾炎,肾炎四味片
嗜酸性粒细胞白血病,注射用盐酸表柔比星
脊髓肿瘤,苦参碱氯化钠注射液
结膜干燥症,重组人表皮生长因子衍生物滴眼液
小儿亚急性骨髓炎,盐酸左氧氟沙星胶囊
硬化性骨髓炎,氧氟沙星片
带下病,八珍片
迟发性低丙球血症,盐酸金刚烷胺片
老年人再生障碍性贫血,脱氧核苷酸钠注射液
羟磷灰石沉积病,小活络丸
交感神经链综合征,对乙酰氨基酚颗粒
阴道恶性苗勒管混合瘤,注射用盐酸平阳霉素
Ehler-Danlos综合征,地塞米松片
肺球孢子菌病,麦迪霉素片
虹膜角膜内皮综合征,复方硫酸新霉素滴眼液
急性失血性贫血,龟甲胶
巨乳头性结膜炎,牛磺酸滴眼液
子宫收缩过强,保胎灵
胫后神经痛,消炎镇痛膏
分泌性中耳炎,过氧化氢溶液
晕动病,香荷止痒软膏
小儿播散性脂肪肉芽肿综合征,卵磷脂片
淋球菌性结膜炎,妥布霉素眼膏
外科淋巴管瘤,曲安西龙片
钝挫伤,三七片
结核性角膜病变,妥布霉素地塞米松滴眼液
赤痢,龙虎人丹
职业性皮肤癌,氟尿嘧啶软膏
板层状鱼鳞病,尿素软膏
卵泡囊肿,红金消结胶囊
小儿急性血源性骨髓炎,乳酸左氧氟沙星片
经行舌麻,阿咖酚散
职业性痤疮,头孢氨苄胶囊
青光眼,醋甲唑胺片
